Orthogroup	fly	mouse
OG0000173	tr|Q9Y125|Q9Y125_DROME	BAE34926.1, BAE35126.1, NP_001139594.1, BAE34908.1, pdb|5U85|B, XP_036011585.1, BAE29082.1, XP_036011584.1, NP_001139596.1, BAE35237.1, BAE30226.1, BAE30477.1, BAE30240.1, NP_001139595.1, EDL32175.1, EDL32176.1, pdb|5U85|A, NP_035309.3, XP_017169338.1, XP_017169337.1, AAB02695.1, EDL32178.1, sp|Q61207.2|SAP_MOUSE, BAE28613.1, AAI41090.1, NP_001139593.1, EDL32177.1, BAE31094.1, BAE35317.1, BAE39233.1, BAE39142.1, BAE31964.1, BAE31272.1, AAI45360.1, BAE35307.1, BAE39912.1, BAE35496.1, NP_001139592.1, BAE41782.1, BAE26658.1, BAE31352.1, BAE30788.1, BAE30975.1, BAE35561.1, BAE30967.1, BAE30961.1, BAE31032.1, BAE31147.1, BAE35544.1, BAE31311.1, EDL32174.1, BAE30819.1, BAE35567.1, BAE29473.1, BAE31522.1, BAE35248.1, BAE35533.1, BAE35588.1, AAA92567.1, BAE30775.1, BAE35142.1, BAE39359.1, BAE34824.1, BAE38955.1, BAE39190.1, BAE35478.1, BAE35418.1, BAE35094.1, BAE35157.1, BAE35003.1, BAE34946.1, BAE39110.1, BAE34893.1, BAE35435.1, BAE30222.1, BAC40308.1, BAE35322.1, BAE36317.1, BAE35315.1, BAE39090.1, BAE30051.1, BAE22597.1, BAE30742.1, BAE39038.1, BAE39068.1, BAE38961.1, BAE35288.1, BAE35436.1, BAE35074.1, BAE30610.1, BAE35099.1, BAE35209.1, BAE30176.1, BAE39117.1, BAE35223.1, BAE35266.1, BAE35122.1, BAE39506.1, BAE39259.1, BAE36065.1, BAE35104.1, BAE28378.1, BAE35159.1, BAE35473.1, BAE35039.1, BAE38986.1, BAE39198.1, BAE30473.1, BAE34998.1, BAC41035.1, BAE35449.1, BAE34866.1, BAE31121.1, BAE31194.1, BAE39761.1
OG0000177	sp|P31007|DLG1_DROME	XP_036012179.1, NP_001357601.1, XP_017172358.1, XP_030104822.1, XP_006521835.1, XP_006521836.1, XP_006521834.1, NP_001239362.1, NP_001239363.1, EDK97755.1, AAN87264.1, EDK97756.1, XP_030104819.1, XP_006521830.1, XP_006521825.1, XP_030104820.1, XP_017172361.1
OG0000189	sp|Q00168|KCC2A_DROME	NP_848712.2, AAK84142.1, sp|Q923T9.1|KCC2G_MOUSE, AAH19162.1, BAE32813.1, NP_001034227.1, XP_006518555.1, XP_006518553.1, XP_006518558.1, XP_006518560.1, NP_001034228.1, BAC27303.1, AAH25597.1, XP_017171316.1, XP_006514542.1, XP_030101362.1, XP_006514539.1, XP_006514540.1, XP_017169729.1, XP_006514538.1, XP_017169728.1, CAA45160.1, XP_036012161.1, XP_036018702.1, BAE28674.1, NP_001020610.1, NP_001280592.1, XP_017174908.1, XP_030108200.1, NP_001280593.1, BAE25062.1, XP_030108201.1, XP_036018697.1, NP_001390238.1, NP_001390241.1, BAB28422.1, NP_076302.1
OG0000209	tr|Q8IPI3|Q8IPI3_DROME	ADN95183.1, AAI48293.2, NP_001184076.1, EDL05341.1, NP_061230.2, sp|O88343.2|S4A4_MOUSE, NP_001346140.1, XP_006506027.1, NP_001159539.1, XP_006506029.1, XP_006506028.1, XP_006506030.1, sp|Q8JZR6.1|S4A8_MOUSE, NP_067505.2, BAD32292.1, AAF61705.1, EDL04071.1, AAH30388.1, BAC30341.1, BAE42561.1, XP_017172207.1, NP_001334031.1, ADJ94893.1, BAB17922.1, NP_001229308.1, EDL26983.1, NP_291030.2, NP_001349605.1, XP_017174838.1, AEN71163.1, AFQ60533.1, NP_001349602.1, AEN71161.1, NP_001349603.1, XP_017171444.1, AGX13877.1, NP_001347439.1, ADO51788.1, AFR46595.1, NP_001347438.1, ADC92005.2, NP_001347446.1, AFR46594.1, NP_001347435.1, AFR46591.1, NP_001347437.1, XP_017171442.1, XP_006518062.1, XP_006518061.1, NP_001347433.1, AFR46593.1, AFP89961.1, NP_001347434.1, AFR46592.1, NP_001028442.2, AEY79769.1, NP_001347440.1, NP_001347442.1, AFI43933.1, AFI43932.1, EDL20632.1, ADC92004.1, NP_001347445.1
OG0000213	sp|P10987|ACT1_DROME, sp|P02572|ACT2_DROME	AAA37168.1, BAE31031.1, AAH03337.1, BAC36167.1, BAE32001.1, BAE35441.1, BAC40075.1, BAE34171.1, AAH99371.1, AAH21796.1, AAH23248.1, EDL34737.1, NP_033739.1, sp|P63260.1|ACTG_MOUSE
OG0000213	sp|P45891|ACTY_DROME	sp|A2AKE7.1|ACL10_MOUSE, NP_001165111.1
OG0000213	sp|P02574|ACT4_DROME	sp|P68033.1|ACTC_MOUSE, NP_033736.1, pdb|7AQK|q, NP_001258970.1, pdb|7AQK|j, pdb|7AQK|n, sp|P68134.1|ACTS_MOUSE, pdb|7AQK|o, pdb|7AQK|i, pdb|7AQK|l, pdb|7AQK|k, pdb|7AQK|p, pdb|7AQK|m, pdb|7AQK|r, pdb|7AQK|h, AAH14877.1, AAA37164.1, EDL11759.1, EDL11758.1, AAA37141.1, BAE40497.1, AAH62138.1, AAI00601.1, BAE40515.1, BAB29258.1, BAE40944.1, BAE40940.1, NP_033738.1, EDK99087.1, EDK99086.1, BAE40506.1, AAH02042.1, NP_033740.2, AAA56841.1, BAE27319.1, sp|P63268.1|ACTH_MOUSE, BAB30715.1, EDL41747.1, NP_031418.1, AAH64800.1, CAA31659.1, sp|P62737.1|ACTA_MOUSE
OG0000215	sp|Q9VXY2|MADD_DROME	XP_030106107.1, XP_030106117.1, XP_030106108.1, XP_030106111.1, XP_036017123.1, XP_030106105.1, XP_036017112.1, XP_030106087.1, XP_036017091.1, XP_030106077.1, AAH42212.1, BAE37379.1, XP_036017106.1, XP_030106068.1, NP_001171191.1, XP_036017111.1, XP_036017114.1, XP_030106085.1, EDL27529.1, XP_030106096.1, XP_036017092.1, XP_036017095.1, XP_030106069.1, XP_030106080.1, XP_036017110.1, XP_030106100.1, XP_030106098.1, EDL27537.1, EDL27540.1, EDL27536.1, EDL27535.1, BAC29392.1, XP_030106062.1, XP_030106067.1, AAP22159.1, AAP22160.1, EDL27531.1, XP_030106102.1, NP_001171190.1, BAC65539.1, EDL27542.1, sp|Q80U28.2|MADD_MOUSE, XP_030106104.1, NP_663502.3, AAH63386.1, XP_036017121.1, XP_036017127.1, EDL27530.1, AAP22168.1, XP_036017125.1, XP_036017117.1, EDL27533.1, XP_036017104.1
OG0000216	tr|Q9W0S2|Q9W0S2_DROME	NP_001392834.1, sp|Q3UTH8.1|ARHG9_MOUSE, BAE24002.1, NP_001028501.1, AAI41386.1, BAC65562.1, NP_001392831.1, NP_001392835.1, NP_001392832.1, NP_001392838.1, NP_001392837.1, NP_001277313.1, NP_001277314.1, XP_030107185.1, NP_001392842.1, NP_001392847.1, NP_001392846.1, XP_011245887.1, NP_001392845.1, NP_001392840.1, NP_001392843.1, BAE37525.1, XP_036017822.1, NP_001392841.1, NP_001392836.1, sp|Q5DU57.2|SPT13_MOUSE, NP_001391893.1, XP_030103623.1, XP_030103622.1, NP_001028444.1, XP_030103624.1, NP_001391879.1, NP_001391878.1, NP_001391880.1, XP_036014455.1, XP_017171463.1, NP_001391881.1, XP_036014458.1, XP_036014454.1, XP_011243328.1, AAI38456.1, XP_006518933.1, EDL36114.1, AAI45286.1, NP_001391882.1, NP_001297523.1, BAD90389.1, NP_898840.2, sp|Q7TNR9.2|ARHG4_MOUSE, EDL14460.1, AAI39372.1, BAE22216.1, AAI39398.1, BAE41480.1, BAE37343.1, XP_030109469.1, XP_030109473.1, XP_036020179.1, XP_030109474.1, EDL14459.1, XP_030109466.1, XP_030109461.1, NP_001355702.1, XP_030109463.1, EDL14458.1, XP_030109464.1, BAC38450.1
OG0000232	tr|Q7K1E3|Q7K1E3_DROME, tr|A1ZBU1|A1ZBU1_DROME, tr|Q8IPY7|Q8IPY7_DROME, tr|Q9VQA3|Q9VQA3_DROME, sp|P35005|TRYE_DROME, sp|C0HKA4|Y0031_DROME, sp|C0HKA3|TRYGT_DROME, sp|C0HKA2|TRYDT_DROME, tr|A1Z8J8|A1Z8J8_DROME, sp|P35004|TRYB_DROME, sp|P04814|TRYA_DROME, tr|Q9W5U8|Q9W5U8_DROME, sp|P42278|TRYT_DROME, tr|Q4V3S6|Q4V3S6_DROME, sp|P52905|TRYI_DROME, tr|Q9VQ97|Q9VQ97_DROME, tr|Q9VQ98|Q9VQ98_DROME, tr|Q9VQA0|Q9VQA0_DROME, tr|Q9VQ99|Q9VQ99_DROME, tr|Q7KT95|Q7KT95_DROME, tr|A0A0B4JCV5|A0A0B4JCV5_DROME, tr|Q9W1W5|Q9W1W5_DROME, tr|Q8MLS8|Q8MLS8_DROME, tr|A1ZA64|A1ZA64_DROME, tr|Q7JPN9|Q7JPN9_DROME, tr|Q9VLF5|Q9VLF5_DROME, tr|Q8IQ10|Q8IQ10_DROME, tr|Q4V5J3|Q4V5J3_DROME, tr|A8DYG0|A8DYG0_DROME, tr|A1Z8J7|A1Z8J7_DROME, sp|P42280|TRYZ_DROME, sp|P42279|TRYU_DROME, tr|Q9VAG3|Q9VAG3_DROME, tr|Q9W454|Q9W454_DROME, tr|Q8IRR3|Q8IRR3_DROME, tr|Q9W586|Q9W586_DROME, tr|Q9W453|Q9W453_DROME, tr|Q9W452|Q9W452_DROME, tr|Q8IRE1|Q8IRE1_DROME, tr|Q8IRE0|Q8IRE0_DROME, tr|Q8IRE2|Q8IRE2_DROME, tr|Q8T429|Q8T429_DROME, tr|B7Z091|B7Z091_DROME, sp|Q9VP95|SEMS_DROME, tr|Q9W0Z7|Q9W0Z7_DROME, tr|Q9VZT0|Q9VZT0_DROME, tr|Q9VZS9|Q9VZS9_DROME, tr|Q8SYS8|Q8SYS8_DROME, tr|Q9VBG5|Q9VBG5_DROME, tr|Q0KI07|Q0KI07_DROME, tr|Q9V3J7|Q9V3J7_DROME, tr|Q9VAX6|Q9VAX6_DROME	NP_075822.3, AAB69044.1, EDL13559.1, BAB25246.1, BAB25837.1, BAB25680.1, AAH61093.1, NP_033456.1, sp|P07146.1|TRY2_MOUSE, AAB69089.1, EDL13530.1, BAB22554.1, EDL13529.1, CAA28243.1, BAA74759.1, AAH61135.1, BAB25821.1, BAA74761.1, BAB22542.1, EDL13537.1, NP_035776.1, AAB69056.1, EDL13535.1, AAI38699.1, AAB69058.1, NP_001034085.1, XP_006541019.1, AAI28020.1, XP_006541018.1, NP_777355.1, BAQ21991.1, sp|Q8CGR5.1|KLK14_MOUSE, AAN78421.1, SFW93256.1
OG0000241	sp|O16102|CHD3_DROME, sp|O97159|CHDM_DROME	NP_083492.2, XP_006538996.1, NP_001074845.1, XP_030109449.1, XP_017175733.1, XP_006538993.1, XP_006538998.1, NP_001356172.1, sp|A2A8L1.1|CHD5_MOUSE, EDL14937.1, XP_006538994.1, XP_006538992.1, XP_006532949.1, XP_006532950.1, XP_006532944.1, XP_006532948.1, XP_006532947.1, XP_006532943.1, XP_017169944.1, XP_036012459.1, XP_006532946.1, XP_036012461.1, XP_036012460.1, XP_030101674.1, XP_006532945.1, XP_006532952.1, EDL10495.1, XP_036012462.1, NP_666131.3, XP_006532953.1, XP_017169945.1, XP_006532951.1, AAB94878.1, BAC32375.1, BAE20933.1, BAE26488.1, BAE20563.1, EDK99801.1, BAB32135.1, BAB30048.1, NP_001390522.1, NP_001333539.1, AAH58578.1, XP_017176784.1, sp|Q6PDQ2.1|CHD4_MOUSE, NP_001390527.1, XP_006505344.1, NP_001390521.1, XP_017176783.1, XP_006505350.1, XP_006505348.1, BAD90499.1, XP_030110913.1, NP_001390523.1, NP_001390524.1, NP_001390525.1, XP_036021618.1, NP_001390526.1
OG0000242	sp|P06604|TBA2_DROME	sp|P05213.2|TBA1B_MOUSE, AAI08395.1, NP_035784.1, EDL04153.1, AAI08338.1, AAH63777.1, AAH08117.1, AAH02219.1, BAE40606.1, BAE37783.1, BAE23512.1, BAE29327.1, BAE29362.1, BAE31845.1, BAE41287.1, BAE31690.1, BAE40909.1, BAE40860.1, BAE40875.1, BAC36080.1, AAH98321.1, AAH83120.1, sp|P68373.1|TBA1C_MOUSE, AAH22182.1, AAH26753.1, BAE26516.1, AAH04745.1, AAA40503.1, NP_033474.1, AAH94022.1
OG0000242	sp|P06605|TBA3_DROME	BAE41258.1, BAE39734.1, BAC36848.1, BAE27586.1, AAA40499.1, AAH56169.1, AAH83343.1, EDL04151.1, NP_035783.1, AAH85256.1, AAH83345.1, sp|P68369.1|TBA1A_MOUSE
OG0000242	sp|P06603|TBA1_DROME	AAH50769.1, AAH50770.1, EDL10693.1, EDK99823.1, AAH89547.1, AAA40501.1, AAA40504.1, BAE21352.1, NP_033475.1, sp|P05214.1|TBA3_MOUSE, NP_033472.1
OG0000263	tr|H9XVP2|H9XVP2_DROME	XP_036019863.1, XP_006537853.1, XP_036019862.1, sp|Q8K0T7.3|UN13C_MOUSE, NP_001074622.1, XP_006510992.1, XP_006510991.1, XP_006510994.1, XP_006510995.1, EDL26293.1, XP_006510997.1
OG0000264	sp|Q9VAF5|CAD99_DROME	BAE24546.1, ADT91308.1, ADP09331.1, ABC79278.1, pdb|5TPK|A, AAY24693.1, pdb|6EET|A, pdb|5KJ4|C, pdb|5KJ4|A, pdb|5KJ4|B, pdb|5KJ4|D, pdb|6C13|B, pdb|6C13|A, pdb|6C14|C, pdb|6C14|A, pdb|6C10|A, ABC79270.1, ABC79277.1, ABC79276.1, NP_001136218.1, ABC79268.1, NP_001136208.1, ABC79261.1, ABC79267.1, ABC79265.1, NP_001136211.1, NP_001136213.1, ABC79263.1, NP_001136209.1, NP_001136210.1, ABC79264.1, EDL31940.1, NP_001136212.1, ABC79266.1, NP_001136207.1, ABC79259.1, AAG53891.1, sp|Q99PJ1.3|PCD15_MOUSE, NP_075604.2, XP_017169274.1, NP_001136214.1, ABC79269.1, NP_001136215.1, XP_006513218.1, NP_001136232.1, XP_036011457.1, XP_036011456.1, XP_006513219.1, XP_017169273.1, XP_036011458.1, XP_036011459.1, pdb|5W1D|A, pdb|6BXU|B, pdb|6BXU|A, pdb|6BWN|A, ABC79279.1, BAE23903.1, ABC79280.1, NP_001136220.1, pdb|4XXW|B, pdb|4XXW|A, pdb|4APX|B, pdb|4AQ8|C, pdb|4AQA|B, pdb|4AXW|B, pdb|4AQ8|D, pdb|6N22|A, pdb|4AQE|B, ABC79262.1, ABC79260.1, pdb|6CV7|A, ABC79275.1, ABC79273.1, ABC79274.1, ABC79271.1, ABC79281.1, ABC79272.1, NP_001136219.1
OG0000272	sp|Q24270|CAC1D_DROME	BAF03165.1, XP_006505500.1, XP_006505506.1, XP_006505505.1, XP_011239495.1, XP_011239494.1, XP_006505501.1, NP_001242928.1, CAS06714.1, NP_033911.2, XP_006505497.1, XP_006505499.1, NP_001153005.1, EDK99602.1, AAB59633.1, sp|Q01815.1|CAC1C_MOUSE, AAI45105.1, AAV59464.1, CAS06717.1, NP_001242931.1, NP_001153006.1, AAI38032.1, AAI45106.1, NP_001153007.1, CAD26884.1, NP_083257.2, XP_006518543.1, XP_017171314.1, XP_017171313.1, NP_001077085.1, CAD26883.1, XP_017171312.1, XP_017171302.1, XP_036014308.1, XP_006518538.1, XP_017171298.1, XP_017171297.1, XP_017171308.1, XP_017171306.1, NP_001289566.1, sp|Q99246.3|CAC1D_MOUSE, BAC77259.1, XP_017171303.1, XP_017171304.1, XP_017171305.1, XP_017171299.1, XP_017171301.1, AAH58783.1, XP_006518542.1, XP_017171300.1
OG0000273	sp|Q03720|SLO_DROME	ADO63674.1, XP_006518657.1, ACP74150.1, ADO63670.1, AAA50215.1, XP_006518654.1, AAD49225.1, EDL01447.1, ADO63685.1, ADO63684.1, XP_017171359.1
OG0000274	sp|A1ZAJ2|KIF1A_DROME	XP_030109130.1, XP_036019638.1, XP_036019637.1, XP_036019636.1, XP_006538657.1, NP_001277924.1, sp|Q60575.2|KIF1B_MOUSE, AAD39438.1, AAF06718.1, XP_006538653.1, XP_006538655.1, XP_030109129.1, XP_006538656.1, NP_997565.2, XP_006538654.1, XP_006538658.1, XP_036018199.1, XP_006529222.1, XP_036018200.1, XP_006529218.1, XP_006529219.1, NP_001395854.1, XP_006529220.1, BAA06221.1, sp|P33173.2|KIF1A_MOUSE, NP_032466.2, EDL39973.1, AAH62891.1, NP_001103785.1, BAE28041.1, NP_001281078.1, NP_001355776.1, AAR04821.1, NP_001281079.1, XP_006529223.1
OG0000275	sp|Q11002|CANA_DROME, sp|Q9VT65|CANB_DROME	AAI25509.1, XP_017174541.1, XP_006496749.1, EDL13104.1, BAB55000.1, BAB70480.1, sp|Q91VA3.1|CAN8_MOUSE, EDL13102.1, AAI25505.1, NP_570960.2, NP_033924.2, BAA22964.1, AAB94029.1, AAH54726.1, sp|O08529.4|CAN2_MOUSE, EDL33193.1, EDL33192.1, AAH50276.1, AAC33134.1, XP_036017307.1, BAE42435.1, BAC40416.1, AAB72222.1, BAE36103.1, BAE29293.1, BAE40039.1, AAH26138.1, NP_031626.1, NP_001103974.1, sp|O35350.1|CAN1_MOUSE, AAI07012.1, sp|Q3UW68.1|CAN13_MOUSE, AAI47511.1, BAE23051.1, NP_001028616.1, XP_017173037.1, AAI47513.1, XP_006524598.1, EDL38411.1, EDL27996.1, EDL27998.1, EDL27997.1, NP_031627.2, AAI39791.1, sp|Q64691.2|CAN3_MOUSE, CAA63301.1, NP_001171270.1, AAD28255.2, AAH90661.1, NP_001103231.1, AAH58748.1, AAB69114.1, sp|Q9D805.2|CAN9_MOUSE, NP_076198.2, BAB25791.1, XP_006531467.1, XP_006531468.1
OG0000278	sp|P08510|KCNAS_DROME	sp|P16390.3|KCNA3_MOUSE, AAI32350.1, AAI37668.1, EDL01888.1, NP_032444.2, NP_067250.2, AAB60668.1, BAC29309.1, XP_006498875.1, EDL27774.1, AAI09015.1, sp|Q61423.2|KCNA4_MOUSE, AAH21787.1, AAG40241.1, sp|Q61762.2|KCNA5_MOUSE, NP_666095.1, BAE27474.1, EDK99840.1, AAD13779.1, AAA39365.1, pir||C49507, sp|B2RQA1.1|KCA10_MOUSE, AAI37830.1, NP_001074609.1, AAI37829.1, AAI58037.1, EDK99842.1, NP_001397001.1, sp|Q61923.1|KCNA6_MOUSE, NP_001397003.1, AAH48782.1, AAA39772.1, NP_001397004.1, NP_038596.1, AAH54804.1, NP_032443.3, XP_036018799.1, XP_006501118.1, XP_006501116.1, XP_006501114.1, XP_006501112.1, EDL01892.1, AAA39713.1, AAI38651.1, AAI38652.1, XP_006501113.1, XP_006501115.1, sp|P63141.1|KCNA2_MOUSE, BAC30383.1, AAA39711.1, prf||1406328A, sp|P16388.1|KCNA1_MOUSE, NP_034725.3, CAA68408.1, EDK99841.1, AAI12971.1
OG0000291	tr|Q9W5W4|Q9W5W4_DROME, sp|Q24246|DYIN_DROME, tr|Q7KWG3|Q7KWG3_DROME, tr|B5RJJ8|B5RJJ8_DROME, tr|T2FGB0|T2FGB0_DROME, tr|Q8IRZ3|Q8IRZ3_DROME	NP_001396538.1, AAH51992.1, NP_034193.2, sp|O88485.2|DC1I1_MOUSE, NP_001396537.1, EDL13960.1, AAC33444.1, EDL13959.1, NP_001177954.1, AAC33445.1, ADF57194.1, NP_001177956.1, ADF57193.1, NP_001177952.1, NP_001396541.1, NP_001396540.1, NP_001396542.1, BAE34570.1, NP_001396539.1, NP_001177955.1, BAE40571.1, BAC40097.1, AAC33446.1, BAE37788.1, AAI39376.1, AAI39375.1, EDL27081.1, sp|O88487.1|DC1I2_MOUSE, NP_001185805.1, NP_034194.1, BAE37738.1, BAE24852.1, EDL27080.1, XP_006498740.1, NP_001185803.1
OG0000292	sp|P02299|H3_DROME	EDL32540.1, EDL32556.1, EDL38879.1, AAI39253.1, EDL38883.1, NP_038576.1, AAI20801.1, NP_835511.1, sp|P84228.2|H32_MOUSE, AAI32491.1, NP_835587.1, NP_835510.1, AAI01957.1, EDL32538.1, NP_473386.1, AAI01955.1, NP_783584.1, NP_835512.1, AAI32489.1, AAI20803.1, EDL32559.1, NP_835734.2, AAI39252.1, AAI01956.1, EDL32552.1
OG0000292	sp|C0HL66|H33A_DROME	AAH12687.1, EDL13145.1, BAE31102.1, BAE40542.1, NP_032237.1, BAE29584.1, XP_006532311.1, BAE31231.1, sp|P84244.2|H33_MOUSE, AAH83353.1, AAI06178.1, BAE31666.1, BAE31366.1, BAE31590.1, NP_032236.1, BAE30757.1, AAH02268.1, BAE40157.1, AAH92043.1, EDL34545.1, BAE31233.1, AAH88835.1, AAH37730.1, BAE29585.1, BAE35427.1
OG0000301	tr|M9PCG3|M9PCG3_DROME	XP_030103444.1, NP_598835.2, AAI58128.1, XP_030103443.1, NP_001121780.1, AAI58051.1, BAC65713.1, sp|Q8BIK4.2|DOCK9_MOUSE, NP_001121779.1, XP_036014248.1, XP_006518417.1, XP_006518419.1, XP_017171247.1, XP_017171245.1, XP_006518418.1, AAI57965.1, NP_001334525.1, XP_006518421.1, XP_030103442.1, XP_030103441.1, NP_001074508.1, XP_030103440.1, XP_017171244.1, XP_011243183.1, XP_006518407.1, XP_006518408.1, XP_006518409.1, XP_006518410.1, XP_006518411.1, XP_006518414.1, XP_006518412.1, XP_006518413.1, XP_036014250.1, XP_030103439.1, XP_036014253.1, XP_030103438.1, XP_036014251.1, XP_006518415.1, XP_036014252.1, XP_006518420.1, XP_017171246.1, XP_017171254.1, XP_017171248.1, NP_001009947.2, BAD83670.1, SPT35751.1, sp|A2AF47.1|DOC11_MOUSE, XP_006541470.1, XP_006541469.1, XP_006541471.1, BAC28213.1, EDL28964.1, XP_036018007.1, XP_036018006.1
OG0000302	tr|A0A6M3Q6L8|A0A6M3Q6L8_DROME	XP_036016833.1, XP_036016831.1, XP_036016832.1, BAC34649.1, NP_001167545.1, NP_001349261.1, XP_006525580.1, XP_006525578.1, EDK97011.1, NP_001349260.1, NP_001349263.1, XP_030106130.1, XP_006525581.1, NP_001349265.1, NP_001349264.1, NP_001349244.1, AAH52744.1, NP_573458.2, NP_001139765.1, EDK97013.1, NP_001349256.1, NP_001349259.1, NP_001349258.1, NP_001349254.1, NP_001349255.1, NP_001349257.1, NP_001349239.1, NP_001349237.1
OG0000303	tr|M9PCD4|M9PCD4_DROME	XP_030101001.1, XP_006513841.1, XP_030100997.1, XP_036011719.1, XP_036011720.1, XP_036011721.1, XP_036011722.1, XP_006513840.1, XP_017169466.1, NP_001346602.1, XP_017177709.1, NP_001182015.1, AAI72096.1, XP_006508661.1, XP_011240294.1, XP_011240293.1, XP_011240298.1, XP_006508668.1, XP_006508670.1, XP_006508672.1, XP_017177713.1, XP_036008918.1, XP_017177712.1, XP_006508671.1, XP_006508666.1, XP_006508662.1, XP_017177710.1, XP_006508667.1, XP_006508664.1, ACE63187.1, AAI57937.1, XP_011240297.1, XP_006508675.1, EDL18255.1, XP_006508674.1, EDL18252.1, XP_006508673.1, XP_030098399.1, XP_036008916.1, XP_017177711.1, EDL18254.1, NP_001028491.1, AAI58008.1, BAB27178.2, AAH58404.1, XP_011249217.1
OG0000305	tr|Q9W002|Q9W002_DROME	BAB97285.1, BAD90363.1, XP_030101978.1, AAH11346.1, XP_006533740.1, XP_006533741.1, NP_001390484.1, XP_017170135.1, XP_017170134.1, NP_001390486.1, EDL12582.1, NP_001039429.1, NP_001390485.1, EDL12580.1, AAH52474.1, NP_001039424.1, XP_030101977.1, EDL12581.1, NP_057922.2, BAA94837.1, BAA90752.1, sp|Q9JM52.3|MINK1_MOUSE, NP_795712.2, EDL12579.1, XP_036021460.1, XP_006496109.1, XP_036021458.1, XP_006496108.1, XP_036021442.1, AAI45392.1, NP_001239131.1, XP_036021391.1, XP_036021398.1, XP_036021394.1, XP_006496104.1, XP_017176487.1, XP_017176500.1, XP_036021388.1, XP_017176483.1, XP_017176490.1, XP_017176502.1, XP_017176491.1, XP_036021400.1, XP_011236832.1, XP_017176499.1, AAC53165.1, EDL14567.1, EDL14568.1, sp|P97820.1|M4K4_MOUSE, XP_036021432.1, XP_036021436.1, XP_036021435.1, XP_036021430.1, XP_036021443.1, XP_036021445.1, NP_032722.2, AAI45391.1, NP_001239129.1, XP_036021426.1, sp|P83510.2|TNIK_MOUSE, NP_001156480.1, AAI58012.1, XP_006535584.1
OG0000306	tr|A0A0B4K7Q6|A0A0B4K7Q6_DROME	EDL35963.1, XP_011243472.1, sp|B2RY04.2|DOCK5_MOUSE, NP_808448.2, AAI58047.1, AAI58136.1, AAI58139.1, NP_001028592.1, EDL17794.1, sp|Q8BUR4.3|DOCK1_MOUSE, AAK13045.1, BAE38370.1, EDL23722.1, BAC39514.2, EDL23723.1, XP_017170351.1, BAD32193.1, sp|Q8C3J5.3|DOCK2_MOUSE, NP_203538.2
OG0000306	tr|Q9VAS8|Q9VAS8_DROME	AAH16533.1, XP_006515150.1, XP_030102558.1, XP_006515151.1, XP_036013285.1, AAI41139.1, XP_006515153.1, XP_006515152.1, XP_017170543.1, BAC65635.1, BAE24448.1, BAE37452.1, NP_766391.2, sp|P59764.1|DOCK4_MOUSE, XP_006515148.1, XP_006515149.1, XP_011241177.1, XP_011241172.1, XP_011241173.1, XP_011241174.1, XP_030100037.1, XP_011241171.1, XP_030100038.1, XP_011241175.1, NP_700462.2, sp|Q8CIQ7.1|DOCK3_MOUSE, AAN12300.1, XP_017168749.1, XP_006511754.1, XP_036010664.1
OG0000307	sp|Q24498|RYR_DROME	XP_017170950.1, XP_017170944.1, XP_036013831.1, pdb|6WOV|C, NP_076357.2, pdb|6WOU|B, pdb|6WOU|C, XP_036013825.1, XP_036013826.1, XP_036013829.1, XP_006516673.1, XP_036013827.1, XP_036013824.1, XP_036013830.1, XP_017170949.1, AAG34081.1, pdb|6WOU|A, pdb|6WOU|D, sp|E9Q401.1|RYR2_MOUSE, XP_036013832.1, XP_036013834.1, pdb|6WOV|B, pdb|6WOV|D, pdb|6WOV|A, XP_036013833.1, XP_036013828.1, XP_011242598.1, XP_017172198.1, XP_017172189.1, XP_017172191.1, EDL27848.1, XP_017172194.1, sp|A2AGL3.1|RYR3_MOUSE, NP_001306085.1, BAA25137.1, CAC36969.1, AAP29981.1, NP_033135.2, EDL24092.1, XP_036008712.1, XP_036008711.1, XP_036008708.1, XP_036008707.1, XP_036008710.1, XP_036008709.1, sp|E9PZQ0.1|RYR1_MOUSE, XP_006539752.1
OG0000313	tr|Q9V4E7|Q9V4E7_DROME	AAL66354.1, AAL66355.1, sp|Q8VBW1.1|SC6A8_MOUSE, EDL29888.1, NP_598748.1, AAI45320.1, EDL29887.1, AAI41068.1, NP_001136281.1, BAC11857.1, NP_001136282.1, AAH49801.1, AAH24444.1, CAG38684.1, AHI18577.1, ACC77954.1, BAC35326.1, XP_006505599.1, sp|P31651.1|S6A12_MOUSE, AAH19211.2, NP_598422.2, NP_001368835.1, EDK99663.1, EDK99664.1, NP_001368833.1, NP_001368834.1, NP_001368832.1, NP_001334362.1, NP_001366036.1, NP_653095.1, sp|P31649.1|S6A13_MOUSE, EDK99661.1, AAH29637.1, AAH23117.1, BAE28958.1, EDK99306.1, AAH15245.1, BAE25407.1, AAB54039.2, XP_006505933.1, XP_030111164.1, XP_036021901.1, XP_036021903.1, NP_001397376.1, sp|O35316.2|SC6A6_MOUSE, NP_033346.2, NP_001397375.1, AAH59080.1, NP_848818.1, BAC35574.1, sp|P31648.2|SC6A1_MOUSE, BAC35226.1, EDK99508.1, BAC31418.1
