Orthogroup	fly	bombus
OG0019790	tr|M9PBE1|M9PBE1_DROME	XP_024223903.1, XP_003490040.1, XP_024223902.1
OG0019791	tr|E1JHA6|E1JHA6_DROME	XP_012241715.1, XP_024223798.1, XP_003489961.1
OG0019793	tr|Q9VMB6|Q9VMB6_DROME	XP_024223792.1, XP_003489993.1, XP_024223790.1
OG0019794	sp|Q9VLA1|B3G2S_DROME, sp|Q9VTG7|B3G2P_DROME	XP_003489688.1, XP_024223595.1
OG0019795	sp|P10090|WHITE_DROME	XP_024223564.1, XP_024223565.1, XP_003489743.1
OG0019797	tr|A0A0B4KHA8|A0A0B4KHA8_DROME	XP_024223161.1, XP_024223160.1, XP_003489175.3
OG0019799	tr|Q9VGP7|Q9VGP7_DROME	XP_024223103.1, XP_012240582.1, XP_003489242.1
OG0019800	tr|Q7JY97|Q7JY97_DROME	XP_024223040.1, XP_012240424.1
OG0019801	tr|Q9W268|Q9W268_DROME	XP_024223017.1, XP_024223018.1, XP_012240329.1
OG0019802	sp|Q0E908|HIL_DROME	XP_012240492.1, XP_003489152.1, XP_024222987.1
OG0019803	sp|Q9W266|WDP_DROME	XP_003489058.1, XP_024222984.1, XP_012240477.1
OG0019804	tr|Q8MLT4|Q8MLT4_DROME	XP_012240441.1, XP_012240440.1, XP_024222975.1
OG0019807	tr|A0A0B4JD97|A0A0B4JD97_DROME	XP_012240009.1, XP_024222833.1, XP_012240008.1
OG0019808	tr|Q9W0Z5|Q9W0Z5_DROME	XP_024222509.1, XP_024222510.1, XP_024222511.1
OG0019809	tr|Q8T043|Q8T043_DROME	XP_003488489.1, XP_024222492.1, XP_024222494.1
OG0019810	tr|Q9VS39|Q9VS39_DROME	XP_024222432.1, XP_012239314.1, XP_012239316.1
OG0019813	tr|Q0E8H7|Q0E8H7_DROME	XP_024222137.1, XP_012238998.1, XP_012239000.1
OG0019815	sp|Q9V468|Y9776_DROME	XP_012238557.1, XP_012238556.1, XP_024222006.1
OG0019816	tr|Q9W2M0|Q9W2M0_DROME	XP_012238546.1, XP_024221951.1, XP_012238547.1
OG0019818	tr|M9PJS6|M9PJS6_DROME	XP_024221787.1, XP_003487672.1, XP_012238201.1
OG0019819	tr|Q95TY2|Q95TY2_DROME	XP_024221662.1, XP_024221663.1, XP_024221661.1
OG0019823	sp|Q8IS44|DRD2L_DROME	XP_024221470.1, XP_012237637.1, XP_024221469.1
OG0019825	tr|A1ZBC4|A1ZBC4_DROME	XP_024221018.1, XP_012236937.1, XP_003486855.1
OG0019831	tr|Q9V9X0|Q9V9X0_DROME, tr|Q9V9X1|Q9V9X1_DROME, tr|Q9VAG2|Q9VAG2_DROME	XP_024220425.1
OG0019832	tr|Q9VWC7|Q9VWC7_DROME	XP_003486220.1, XP_024220320.1, XP_024220319.1
OG0019834	tr|A1Z758|A1Z758_DROME, tr|A1Z759|A1Z759_DROME	XP_003485814.1, XP_024228276.1
OG0019835	sp|Q9W0T5|PYX_DROME	XP_024226374.1, XP_012243697.1, XP_012243698.1
OG0019837	tr|Q9VBA5|Q9VBA5_DROME	XP_024224716.1, XP_003485070.1, XP_024224717.1
OG0019840	tr|Q9VFT7|Q9VFT7_DROME	XP_024228244.1, XP_024228236.1, XP_003484528.3
OG0019843	sp|Q6NLL1|Y1411_DROME	XP_012248984.1, XP_012248985.1, XP_003494709.2
OG0019846	sp|Q9VGU5|TTC14_DROME	XP_012248490.1, XP_003494452.1, XP_012248488.1
OG0019847	tr|Q9V3G9|Q9V3G9_DROME, tr|Q9VRK6|Q9VRK6_DROME, tr|Q9VW23|Q9VW23_DROME	XP_012248011.1
OG0019848	tr|Q9VFP7|Q9VFP7_DROME, tr|Q9VAA9|Q9VAA9_DROME	XP_012247966.1, XP_003494042.1
OG0019851	tr|Q9V3I0|Q9V3I0_DROME, tr|Q9W5B4|Q9W5B4_DROME, tr|Q9VXH7|Q9VXH7_DROME	XP_012247693.1
OG0019852	sp|Q9VDR1|MED25_DROME	XP_012247503.1, XP_012247502.1, XP_012247501.1
OG0019854	sp|Q9VIK2|CART_DROME, tr|Q9VD40|Q9VD40_DROME, sp|Q961J5|BALAT_DROME	XP_003494864.1
OG0019855	tr|Q95WY3|Q95WY3_DROME	XP_003494005.1
OG0019856	tr|Q95RB1|Q95RB1_DROME	XP_003493709.1
OG0019857	tr|E1JJF2|E1JJF2_DROME	XP_003493416.2, XP_012246908.1, XP_012246907.1
OG0019858	tr|A0A0B4LFS0|A0A0B4LFS0_DROME	XP_012246878.1, XP_003493412.1, XP_012246880.1
OG0019859	tr|Q9VEF6|Q9VEF6_DROME	XP_012246628.1, XP_012246627.1, XP_003493178.1
OG0019861	tr|Q9W3S4|Q9W3S4_DROME	XP_012246262.1, XP_003492941.1, XP_012246261.1
OG0019862	tr|A0A4D6K5M0|A0A4D6K5M0_DROME	XP_003492808.1, XP_012246094.1, XP_012246095.1
OG0019863	tr|M9MS70|M9MS70_DROME	XP_012245878.1, XP_012245880.1, XP_012245879.1
OG0019864	tr|Q8IQI0|Q8IQI0_DROME	XP_012245874.1, XP_012245873.1, XP_012245872.1
OG0019865	tr|Q9VA17|Q9VA17_DROME	XP_003492595.1, XP_012245761.1
OG0019866	tr|Q9VX92|Q9VX92_DROME	XP_012245703.1, XP_012245701.1, XP_012245702.1
OG0019868	tr|Q9W1H2|Q9W1H2_DROME, tr|Q9VUL2|Q9VUL2_DROME	XP_003490113.1, XP_012244837.1
OG0019870	sp|Q9VB62|DPOA2_DROME	XP_003491366.1, XP_012243922.1, XP_012243921.1
OG0019871	tr|Q9VGX0|Q9VGX0_DROME	XP_012243829.1, XP_003491406.2, XP_012243827.1
OG0019872	tr|Q9VTS3|Q9VTS3_DROME	XP_012243486.1, XP_012243485.1, XP_003491176.1
OG0019873	tr|Q9VQW0|Q9VQW0_DROME, tr|Q9VYL1|Q9VYL1_DROME	XP_012243056.1, XP_012243057.1
OG0019874	sp|Q8SWR8|ATX2_DROME	XP_003490725.1, XP_012242617.1
OG0019875	sp|Q9VER6|MODSP_DROME	XP_003490288.1, XP_012242316.1, XP_003491086.1
OG0019877	tr|Q9VRM0|Q9VRM0_DROME	XP_012242029.1, XP_012242030.1, XP_012242028.1
OG0019878	tr|Q8IRF4|Q8IRF4_DROME, tr|Q8SXL5|Q8SXL5_DROME, tr|Q9W030|Q9W030_DROME	XP_012241960.1
OG0019879	tr|Q7KY01|Q7KY01_DROME	XP_012241905.1, XP_012241906.1, XP_012241908.1
OG0019880	tr|Q9W0Q3|Q9W0Q3_DROME	XP_003490063.1, XP_012241834.1
OG0019882	tr|Q9VE96|Q9VE96_DROME	XP_012241644.1, XP_003489928.1, XP_012241646.1
OG0019883	sp|Q27415|NLP_DROME, tr|Q9VAC4|Q9VAC4_DROME	XP_012241594.1, XP_012241595.1
OG0019884	tr|A0A0C4FEI3|A0A0C4FEI3_DROME	XP_012241584.1, XP_012241585.1, XP_012241582.1
OG0019885	tr|Q9Y134|Q9Y134_DROME	XP_012241579.1
OG0019887	tr|Q4V6A8|Q4V6A8_DROME	XP_012241333.1, XP_012241335.1, XP_012241334.1
OG0019888	sp|P28750|EXU_DROME	XP_012241233.1, XP_012241232.1, XP_003489674.1
OG0019889	tr|Q6Q7I9|Q6Q7I9_DROME	XP_012241157.1, XP_003489608.1, XP_012241156.1
OG0019890	tr|Q1ECA0|Q1ECA0_DROME	XP_012240733.1, XP_012240731.1, XP_012240734.1
OG0019891	tr|Q9VF91|Q9VF91_DROME	XP_012240060.1, XP_012240057.1, XP_012240058.1
OG0019892	tr|Q4V424|Q4V424_DROME, tr|A8JNP7|A8JNP7_DROME	XP_012239818.1, XP_003488728.1
OG0019893	tr|Q494G7|Q494G7_DROME	XP_012239690.1, XP_012239688.1, XP_012239687.1
OG0019894	tr|Q9VLV6|Q9VLV6_DROME	XP_003488509.1, XP_012239562.1, XP_012239561.1
OG0019896	tr|M9PHY7|M9PHY7_DROME	XP_012239489.1, XP_012239487.1, XP_012239488.1
OG0019898	tr|O61348|O61348_DROME	XP_012239300.1, XP_003488325.1
OG0019899	tr|O16158|O16158_DROME	XP_012239049.1, XP_003488051.1, XP_012239048.1
OG0019901	tr|Q961L4|Q961L4_DROME	XP_012238771.1, XP_003487990.1, XP_012238770.1
OG0019902	tr|Q9W4H3|Q9W4H3_DROME, tr|Q9VT27|Q9VT27_DROME	XP_012238320.1, XP_003487773.1
OG0019904	tr|Q8SX87|Q8SX87_DROME	XP_012238088.1, XP_012238087.1, XP_003487557.2
OG0019905	tr|Q8IGP5|Q8IGP5_DROME	XP_012237782.1, XP_012237781.1, XP_012237784.1
OG0019906	tr|Q8MRB2|Q8MRB2_DROME	XP_012237739.1, XP_012237744.1, XP_012237741.1
OG0019907	tr|A0A0B4LHQ9|A0A0B4LHQ9_DROME	XP_012237554.1, XP_003487174.1, XP_012237555.1
OG0019908	tr|A1Z9R1|A1Z9R1_DROME	XP_012237422.1, XP_003487079.1
OG0019910	sp|P25843|PROF_DROME	XP_003486777.1, XP_012236801.1, XP_012236800.1
OG0019912	tr|Q9VJL7|Q9VJL7_DROME	XP_012236404.1, XP_003486564.1, XP_012236405.1
OG0019913	tr|E1JJ52|E1JJ52_DROME	XP_012236396.1, XP_003486523.1, XP_012236397.1
OG0019916	tr|Q9VU94|Q9VU94_DROME	XP_012236200.1
OG0019918	tr|Q9VE52|Q9VE52_DROME	XP_003486249.1, XP_012250320.1
OG0019919	tr|Q6NMT8|Q6NMT8_DROME	XP_012250155.1, XP_003486187.1, XP_012250156.1
OG0019920	tr|F2FB81|F2FB81_DROME	XP_003486157.1, XP_012250152.1, XP_012250151.1
OG0019921	tr|Q9VWQ3|Q9VWQ3_DROME, tr|Q9VWQ6|Q9VWQ6_DROME	XP_003486197.1, XP_012250141.1
OG0019922	sp|Q9VBW3|CAD96_DROME, tr|Q9VZA8|Q9VZA8_DROME, tr|Q8IQ00|Q8IQ00_DROME	XP_012249830.1
OG0019923	tr|Q9VYW6|Q9VYW6_DROME	XP_012249771.1, XP_003485749.1, XP_012249770.1
OG0019924	tr|Q9W2K3|Q9W2K3_DROME, tr|Q9VNP3|Q9VNP3_DROME, tr|Q9VNP4|Q9VNP4_DROME	XP_012249546.1
OG0019927	tr|Q9VFC7|Q9VFC7_DROME	XP_012247991.1, XP_003485397.1, XP_012247985.1
OG0019929	sp|Q9W1A4|TAMO_DROME	XP_012244480.1, XP_003485206.1, XP_012244491.1
OG0019930	sp|Q9W092|CHIT2_DROME	XP_012242505.1, XP_003484989.1, XP_003492468.1
OG0019931	sp|Q9V521|PPO2_DROME, sp|Q9W1V6|PPO3_DROME, tr|Q7K2W6|Q7K2W6_DROME	XP_012242466.1
OG0019933	tr|A1Z8C0|A1Z8C0_DROME	XP_012240101.1, XP_012240094.1, XP_003484752.1
OG0019934	sp|P08928|LAM0_DROME, sp|Q03427|LAMC_DROME	XP_012249524.1, XP_012249534.1
OG0019935	tr|Q9VIM1|Q9VIM1_DROME	XP_012237168.1, XP_012237104.1, XP_012237031.1
OG0019936	tr|Q9VIM4|Q9VIM4_DROME	XP_012250401.1, XP_012250318.1, XP_012250261.1
OG0019937	tr|Q9VIS0|Q9VIS0_DROME	XP_003493401.1
OG0019938	tr|Q9VTY1|Q9VTY1_DROME	XP_003492088.1
OG0019938	tr|Q9VRP8|Q9VRP8_DROME	XP_003493302.1
OG0019939	tr|Q9VGY1|Q9VGY1_DROME, tr|Q8INL4|Q8INL4_DROME, tr|Q8MSL1|Q8MSL1_DROME	XP_003493125.1
OG0019940	sp|Q0E940|EIF3B_DROME	XP_003493038.1
OG0019941	sp|Q9W0S3|TI50B_DROME, sp|Q9W4V8|TI50C_DROME, sp|Q9V9P3|TI50A_DROME	XP_003492117.1
OG0019942	tr|Q9W451|Q9W451_DROME	XP_003492042.1
OG0019942	tr|O76904|O76904_DROME	XP_003487309.1
OG0019943	sp|P54623|CNN_DROME	XP_003491881.1, XP_003491879.1, XP_003491880.1
OG0019944	tr|Q7JRE1|Q7JRE1_DROME, tr|Q9VK55|Q9VK55_DROME, tr|Q9VMN1|Q9VMN1_DROME	XP_003491810.1
OG0019945	tr|Q9VA09|Q9VA09_DROME	XP_003491297.1
OG0019946	tr|Q9VU15|Q9VU15_DROME	XP_003491024.1
OG0019947	tr|A0A0B4KF30|A0A0B4KF30_DROME, tr|Q9VX11|Q9VX11_DROME, tr|Q9VBK7|Q9VBK7_DROME	XP_003490974.1
OG0019948	tr|Q7JQN4|Q7JQN4_DROME	XP_003490948.1
OG0019949	sp|P09180|RL4_DROME	XP_003490589.1
OG0019950	tr|Q9VK85|Q9VK85_DROME	XP_003490469.1
OG0019951	tr|Q9V4F3|Q9V4F3_DROME	XP_003490320.1
OG0019952	tr|Q7KTG2|Q7KTG2_DROME	XP_003490068.1
OG0019953	tr|Q9W269|Q9W269_DROME, tr|Q9W270|Q9W270_DROME, tr|Q9W271|Q9W271_DROME	XP_003489092.1
OG0019954	tr|Q9VH33|Q9VH33_DROME, tr|Q9VH31|Q9VH31_DROME, tr|Q9VH32|Q9VH32_DROME	XP_003488795.1
OG0019955	sp|Q9V438|PDIA6_DROME	XP_003488434.1
OG0019956	tr|Q9VYT0|Q9VYT0_DROME, tr|M9PJJ5|M9PJJ5_DROME, tr|Q9W4W5|Q9W4W5_DROME	XP_003488164.1
OG0019957	tr|Q9VE24|Q9VE24_DROME	XP_003487960.1
OG0019958	sp|Q9VKN7|AURKB_DROME	XP_003487892.1
OG0019959	sp|O44081|DKC1_DROME	XP_003487505.1
OG0019960	sp|P12613|TCPA_DROME	XP_003487270.1
OG0019961	tr|Q8MS78|Q8MS78_DROME, tr|Q9W2Q2|Q9W2Q2_DROME, tr|Q9W2R0|Q9W2R0_DROME	XP_003486903.1
OG0019962	tr|Q9VII9|Q9VII9_DROME, tr|Q8SZU0|Q8SZU0_DROME, tr|Q8INU6|Q8INU6_DROME	XP_003486829.1
OG0019963	tr|Q9VKN9|Q9VKN9_DROME, tr|Q9VZ41|Q9VZ41_DROME, tr|Q9VVV8|Q9VVV8_DROME	XP_003486827.1
OG0019964	tr|O46052|O46052_DROME, tr|Q9VZW6|Q9VZW6_DROME	XP_003486817.1, XP_003486818.1
OG0019965	tr|A1Z7D1|A1Z7D1_DROME, tr|A1Z7D2|A1Z7D2_DROME, tr|A1Z7C5|A1Z7C5_DROME	XP_003486731.1
OG0019966	tr|Q9W5G7|Q9W5G7_DROME	XP_003486438.1, XP_003486439.1
OG0019967	tr|Q9VE56|Q9VE56_DROME, tr|Q9VI80|Q9VI80_DROME, tr|Q9VE59|Q9VE59_DROME	XP_003486250.1
OG0019968	sp|Q95RC0|NA30A_DROME	XP_003485783.1
OG0019969	tr|Q9Y143|Q9Y143_DROME, tr|Q9VK12|Q9VK12_DROME, tr|Q9VK11|Q9VK11_DROME	XP_003485401.1
OG0019970	tr|Q9W3H4|Q9W3H4_DROME	XP_003485382.1
OG0019971	tr|X2JAQ5|X2JAQ5_DROME	XP_003485277.1
OG0019972	tr|Q9VP68|Q9VP68_DROME, tr|Q9VDP6|Q9VDP6_DROME, tr|Q9I7T1|Q9I7T1_DROME	XP_003484947.1
OG0019973	sp|Q7JR49|VAS1_DROME, tr|Q0KHY8|Q0KHY8_DROME, tr|Q9VK83|Q9VK83_DROME	XP_003484760.1
OG0019974	tr|Q9VMI6|Q9VMI6_DROME	XP_003484638.1
OG0021194	sp|Q7K1U0|ARC1_DROME, sp|Q7JV70|ARC2_DROME	XP_033180531.1
OG0021196	tr|Q7K3W4|Q7K3W4_DROME	XP_033180518.1, XP_003494921.1
OG0021197	tr|Q9VZR5|Q9VZR5_DROME	XP_033180515.1, XP_003494919.1
OG0021200	sp|P25028|FSYA_DROME	XP_033180401.1, XP_012248988.1
OG0021202	tr|Q9VM77|Q9VM77_DROME	XP_033180358.1, XP_003494657.1
OG0021203	tr|O76894|O76894_DROME	XP_012239969.1, XP_024227841.2
OG0021204	tr|Q9VNM2|Q9VNM2_DROME	XP_024227830.1, XP_033180348.1
OG0021206	sp|Q9VM91|TTL3A_DROME	XP_024227738.2, XP_033180280.1
OG0021207	sp|B7YZU2|LINT_DROME	XP_033180269.1, XP_003494469.1
OG0021208	sp|Q9VXD1|SINGL_DROME	XP_024227705.1, XP_033180253.1
OG0021209	tr|Q9VXD4|Q9VXD4_DROME	XP_033180244.1, XP_012248503.1
OG0021210	sp|O61366|GPRS_DROME	XP_033180233.1, XP_033180234.1
OG0021212	tr|A1Z7M3|A1Z7M3_DROME	XP_012248671.2, XP_024227709.1
OG0021215	sp|Q7JQF1|OAMB_DROME	XP_003494332.1, XP_033180148.1
OG0021226	tr|Q8IM93|Q8IM93_DROME	XP_003493915.1, XP_033179834.1
OG0021227	tr|Q9W029|Q9W029_DROME	XP_033179799.1, XP_012247599.2
OG0021228	tr|Q9VEJ1|Q9VEJ1_DROME	XP_012247596.1, XP_033179792.1
OG0021229	sp|Q9VPW8|PINO_DROME	XP_033179783.1, XP_024227165.1
OG0021231	sp|Q9W5E4|MBB1A_DROME	XP_033179771.1, XP_024227092.1
OG0021232	tr|O76888|O76888_DROME	XP_003493757.1, XP_033179770.1
OG0021233	tr|Q9VE07|Q9VE07_DROME	XP_033179753.1, XP_003493724.2
OG0021234	tr|Q9VC02|Q9VC02_DROME	XP_033179715.1, XP_012247385.1
OG0021236	sp|Q7K5M0|SCARF_DROME	XP_033179636.1, XP_024226977.1
OG0021240	tr|Q9VUK9|Q9VUK9_DROME	XP_033179569.1, XP_012238278.1
OG0021245	sp|Q9VA00|ZWILC_DROME	XP_012246741.1, XP_033179404.1
OG0021247	tr|Q8IRY5|Q8IRY5_DROME	XP_003493248.1, XP_033179387.1
OG0021250	sp|Q9VG17|CP304_DROME	XP_003493197.1, XP_033179332.1
OG0021251	tr|A8JR57|A8JR57_DROME	XP_033179316.1, XP_033179315.1
OG0021252	tr|Q9I7V5|Q9I7V5_DROME	XP_003493057.1, XP_033179262.1
OG0021257	tr|Q9VHL0|Q9VHL0_DROME	XP_033179188.1, XP_003494761.1
OG0021260	tr|Q9VQU7|Q9VQU7_DROME	XP_033179152.1, XP_033179153.1
OG0021262	tr|Q9VCV8|Q9VCV8_DROME	XP_003492824.1, XP_033179096.1
OG0021265	tr|Q960Y8|Q960Y8_DROME	XP_033179004.1, XP_012245948.1
OG0021268	tr|Q9VDY3|Q9VDY3_DROME, tr|Q9VSQ2|Q9VSQ2_DROME	XP_033178965.1
OG0021269	tr|Q9VHX4|Q9VHX4_DROME	XP_033178960.1, XP_003492634.2
OG0021270	tr|Q9VAE4|Q9VAE4_DROME	XP_024226177.1, XP_033178947.1
OG0021273	sp|P25823|TUD_DROME	XP_033178846.1, XP_033178847.1
OG0021275	tr|Q7K155|Q7K155_DROME	XP_003492473.1, XP_033178816.1
OG0021277	tr|Q9VVK9|Q9VVK9_DROME	XP_033178780.1
OG0021278	tr|Q4V5U6|Q4V5U6_DROME	XP_012245145.1, XP_033178565.1
OG0021280	sp|Q9NGX9|CP302_DROME	XP_033178560.1, XP_012245116.1
OG0021282	sp|Q9V3N1|SP27A_DROME	XP_012244898.1, XP_024225704.2
OG0021283	tr|Q95U32|Q95U32_DROME	XP_003491982.1, XP_033178411.1
OG0021286	tr|Q9VCZ7|Q9VCZ7_DROME	XP_003491767.1, XP_033178253.1
OG0021287	tr|Q9W0S5|Q9W0S5_DROME	XP_024225301.1, XP_033178198.1
OG0021289	tr|Q9VKQ2|Q9VKQ2_DROME	XP_012244195.1, XP_033178184.1
OG0021290	tr|Q9W3C3|Q9W3C3_DROME	XP_033178146.1, XP_012244253.1
OG0021292	tr|Q9VV62|Q9VV62_DROME	XP_033178098.1, XP_012244134.1
OG0021294	tr|Q9VJZ3|Q9VJZ3_DROME	XP_033178033.1, XP_003491535.1
OG0021296	sp|Q9VXL0|OR13A_DROME	XP_003491416.1, XP_033177897.1
OG0021304	tr|A8DYL2|A8DYL2_DROME	XP_033177774.1, XP_003491210.1
OG0021307	tr|Q9VUC7|Q9VUC7_DROME	XP_003491100.1, XP_033177688.1
OG0021309	tr|Q9VCY5|Q9VCY5_DROME	XP_003490969.1, XP_033177640.1
OG0021310	tr|Q9VCY6|Q9VCY6_DROME	XP_003490977.1, XP_033177639.1
OG0021311	tr|Q9VLM7|Q9VLM7_DROME	XP_033177638.1, XP_012243284.1
OG0021317	tr|Q9VW76|Q9VW76_DROME	XP_003490713.1, XP_033177414.1
OG0021318	tr|Q9W2Z9|Q9W2Z9_DROME	XP_033177376.1, XP_033177377.1
OG0021320	tr|Q9VHH1|Q9VHH1_DROME	XP_033177345.1, XP_012242494.1
OG0021321	sp|Q8IRY7|CASP8_DROME	XP_012242484.1, XP_033177287.1
OG0021323	tr|Q9VDZ5|Q9VDZ5_DROME	XP_033177269.1, XP_033177268.1
OG0021327	sp|P40689|TSL_DROME	XP_033177210.1, XP_012242297.1
OG0021330	sp|Q9VJZ7|RRP1L_DROME	XP_033177158.1, XP_003490336.1
OG0021333	sp|Q7KW14|CCDCX_DROME	XP_033177123.1, XP_024220987.1
OG0021336	sp|Q9VKG9|SPZ4_DROME	XP_003490173.1, XP_033177064.1
OG0021337	sp|P10083|AST5_DROME	XP_003490169.1, XP_033177062.1
OG0021338	sp|Q8SZ63|GOGA5_DROME	XP_012241931.1, XP_033176993.1
OG0021339	sp|Q8MR31|SLIP1_DROME	XP_012241823.1, XP_033176982.1
OG0021340	tr|Q8T3Z4|Q8T3Z4_DROME	XP_033176945.1, XP_003490027.1
OG0021342	tr|Q9VNE4|Q9VNE4_DROME	XP_012241952.1, XP_033176934.1
OG0021347	sp|P42519|STAR_DROME	XP_003489818.1, XP_033176829.1
OG0021353	tr|Q9VA75|Q9VA75_DROME	XP_033176451.1, XP_003489399.1
OG0021354	sp|Q9VMM6|OBSTE_DROME	XP_003489417.1, XP_033176446.1
OG0021355	tr|A1A6X9|A1A6X9_DROME	XP_012240885.1, XP_033176445.1
OG0021357	sp|P91929|NDUAA_DROME	XP_033176442.1, XP_012240760.1
OG0021358	sp|Q9VH70|TOPI_DROME	XP_033176439.1, XP_003489395.2
OG0021360	tr|A1Z709|A1Z709_DROME, tr|Q9VLZ6|Q9VLZ6_DROME	XP_024222981.2
OG0021366	tr|Q9VX52|Q9VX52_DROME	XP_003488832.1, XP_033176201.1
OG0021369	sp|Q86BF9|OB59A_DROME	XP_012239815.1, XP_012239814.2
OG0021370	tr|Q9W289|Q9W289_DROME	XP_033176106.1, XP_012239850.1
OG0021372	tr|Q9VPU4|Q9VPU4_DROME	XP_033176043.1, XP_012239629.1
OG0021373	tr|Q7JX95|Q7JX95_DROME	XP_024222649.1, XP_033176039.1
OG0021374	tr|Q9VAD1|Q9VAD1_DROME	XP_033176031.1, XP_033176030.1
OG0021377	tr|A0A0B4KFU6|A0A0B4KFU6_DROME	XP_024222444.1, XP_033175896.1
OG0021378	sp|Q9VDD3|SNMP1_DROME, sp|E1JI63|SNMP2_DROME	XP_033175887.1
OG0021379	tr|C7LAE5|C7LAE5_DROME	XP_033175813.1, XP_033175812.1
OG0021383	tr|A1ZA45|A1ZA45_DROME	XP_033175635.1, XP_024222026.1
OG0021385	tr|A0A0B4KGY8|A0A0B4KGY8_DROME	XP_033175550.1, XP_012238480.1
OG0021386	sp|P23645|BIB_DROME	XP_024222043.1, XP_033175541.1
OG0021387	tr|Q9W4J2|Q9W4J2_DROME, tr|Q8T419|Q8T419_DROME	XP_024221902.2
OG0021390	tr|A8JUX3|A8JUX3_DROME	XP_033175480.1, XP_003487669.1
OG0021391	sp|Q9W1L5|PAL2_DROME, sp|Q9V5E1|PAL1_DROME	XP_033175470.1
OG0021393	tr|Q9VL83|Q9VL83_DROME	XP_003487524.1, XP_033175422.1
OG0021398	tr|Q9VHN1|Q9VHN1_DROME	XP_033175343.1, XP_003487561.1
OG0021399	tr|Q9VEY5|Q9VEY5_DROME	XP_003487594.1, XP_033175341.1
OG0021400	tr|Q7KUX2|Q7KUX2_DROME, tr|Q9VYR2|Q9VYR2_DROME	XP_033175223.1
OG0021403	tr|Q9W1A6|Q9W1A6_DROME	XP_003487248.1, XP_033175151.1
OG0021409	tr|A0A1Z1CH18|A0A1Z1CH18_DROME	XP_033174981.1, XP_033174980.1
OG0021412	tr|Q9W179|Q9W179_DROME	XP_033174903.1, XP_012237005.1
OG0021413	sp|Q9V4K2|GR43A_DROME	XP_003486787.1, XP_033174847.1
OG0021414	sp|Q7JVA5|CEP89_DROME	XP_003486729.1, XP_033174814.1
OG0021415	tr|Q9VQW7|Q9VQW7_DROME, tr|A0A023GPK8|A0A023GPK8_DROME	XP_033174813.1
OG0021418	tr|Q6IHN1|Q6IHN1_DROME	XP_033174722.1, XP_012236496.2
OG0021419	tr|Q9VHI6|Q9VHI6_DROME	XP_033174676.1, XP_003486544.1
OG0021422	sp|Q9VMD0|DAXX_DROME	XP_012250476.1, XP_033174497.1
OG0021423	sp|Q8IRB5|CLSPN_DROME	XP_033174413.1, XP_003486273.1
OG0021424	tr|Q9W194|Q9W194_DROME	XP_033174366.1, XP_003486172.1
OG0021426	tr|Q9VQI4|Q9VQI4_DROME	XP_003485934.1, XP_033180869.1
OG0021427	tr|Q9VVN1|Q9VVN1_DROME	XP_033180867.1, XP_033180868.1
OG0021429	tr|Q9VHW5|Q9VHW5_DROME	XP_012249774.1, XP_033180751.1
OG0021430	tr|Q9VC75|Q9VC75_DROME, tr|A0A6H2EF03|A0A6H2EF03_DROME	XP_033180747.1
OG0021431	tr|Q9VHG3|Q9VHG3_DROME	XP_012249628.1, XP_033180738.1
OG0021436	tr|A1ZAW0|A1ZAW0_DROME	XP_012249482.1, XP_033180686.1
OG0021438	sp|Q05192|FTF1B_DROME	XP_033180665.1, XP_033180664.1
OG0021439	sp|Q9VML1|DSF_DROME	XP_033180654.1, XP_033180653.1
OG0021441	sp|Q9VGH1|CP315_DROME	XP_003485328.2, XP_033179592.1
OG0021442	tr|Q0IGQ2|Q0IGQ2_DROME	XP_033178771.1, XP_012245579.1
OG0021443	tr|Q9W3D1|Q9W3D1_DROME	XP_033178761.1, XP_003485227.2
OG0021444	sp|A1Z9R4|ZN423_DROME	XP_012245063.1, XP_033178358.1
OG0021445	tr|Q9VE99|Q9VE99_DROME	XP_033178190.1, XP_033178191.1
OG0021449	sp|Q9VHN9|HPS5_DROME	XP_003484879.1, XP_033176479.1
OG0021450	tr|A0A0B4LIJ3|A0A0B4LIJ3_DROME	XP_033176207.1, XP_003484821.2
OG0021452	tr|M9MRJ1|M9MRJ1_DROME	XP_033175453.1, XP_003484617.1
OG0021453	tr|Q9W369|Q9W369_DROME	XP_033175056.1, XP_003484648.1
OG0021454	sp|Q09101|HIG_DROME	XP_024220968.1, XP_033175021.1
OG0021456	tr|Q8SYL7|Q8SYL7_DROME	XP_024224663.2, XP_033177316.1
OG0021459	tr|A0A0B4KGE4|A0A0B4KGE4_DROME	XP_024227935.1, XP_003494778.1
OG0021461	tr|Q9W4P4|Q9W4P4_DROME	XP_024227891.1, XP_003494739.1
OG0021463	tr|Q9VML8|Q9VML8_DROME	XP_024227817.1, XP_003494608.1
OG0021464	tr|Q9VLD7|Q9VLD7_DROME, sp|Q9VLD6|BOREA_DROME	XP_024227706.1
OG0021466	tr|Q9V9Q2|Q9V9Q2_DROME, sp|P15619|SRYC_DROME	XP_024227660.1
OG0021468	tr|A0A0B4KFU1|A0A0B4KFU1_DROME	XP_024227516.1, XP_024227517.1
OG0021470	sp|A0A1F4|EYS_DROME	XP_024227087.1
OG0021471	tr|Q7JZR4|Q7JZR4_DROME	XP_012247246.1, XP_024226987.1
OG0021474	tr|A0A0B4KH42|A0A0B4KH42_DROME	XP_012246813.1, XP_024226759.1
