Orthogroup	mouse	finch
OG0012163	BAE22215.1, EDL14228.1, NP_001030079.2, XP_011245943.1, XP_011245942.1, XP_011245944.1, XP_011245945.1	XP_030128363.1, XP_030128364.1, XP_030128366.1, XP_030128365.1
OG0012164	EDL14206.1, BAC37822.1, EDL14207.1, BAC28879.1, BAC33562.1, sp|Q8BX35.1|TNR27_MOUSE, AAI06846.1, NP_001154904.1, NP_780749.3, NP_001154905.1	XP_002189387.2
OG0012165	NP_001276697.1, EDL37930.1, EDL37931.1, AAH87876.1, NP_001276693.2, NP_001276696.1, XP_011247866.1, sp|Q8BMY7.1|ISK2_MOUSE, NP_899107.1, BAC25122.1	XP_030127399.1
OG0012166	NP_001343917.1, sp|Q9ERL9.2|GCYA1_MOUSE, AAH94310.1, AAH57327.1, AAG17446.1, NP_068696.2, BAC26009.1, BAB23586.1, NP_001343916.1	XP_030127315.1, XP_030127314.1
OG0012167	XP_036021940.1, BAE23242.1, EDK99117.1, AAH59246.1, XP_030111198.1, AAN08613.1, NP_780684.1, NP_001171184.1, sp|Q811W2.1|CP26B_MOUSE	XP_030126256.1, ADZ45551.1
OG0012168	AAB82425.1, BAE38341.1, AAH62095.1, sp|Q7M6Y2.1|SOX11_MOUSE, DAA01568.1, NP_033260.4, BAE27226.1, EDL36964.1, BAC75670.1, AAH78643.1	XP_030125948.1
OG0012169	AAZ83366.1, AAQ54583.1, AAZ83365.1, AAI39465.1, sp|O35659.2|GLP1R_MOUSE, AAI39467.1, NP_067307.2, AAI05651.1, AAI03625.1, AAI05650.1	XP_002186819.2
OG0012170	BAC30439.1, BAC29250.1, AAH60190.1, XP_036016538.1, sp|Q6PAN7.2|PRR18_MOUSE, EDL02109.1, BAC32336.1, NP_001386516.1, NP_848889.3, XP_036016537.1	XP_002187962.3
OG0012171	XP_036020540.1, sp|O88273.1|GREM2_MOUSE, BAE24912.1, XP_006496889.1, BAA29038.1, EDL13213.1, BAE36594.1, XP_036020541.1, NP_035955.1, AAH79905.1	XP_030124082.1
OG0012172	EDL04060.1, CAT04598.1, CAA02411.1, AAI45778.1, CAA83483.1, sp|Q61271.1|ACV1B_MOUSE, BAE34258.1, NP_031421.1, CAZ91471.1, AAI45776.1	XP_030115311.1
OG0012173	NP_079853.1, NP_001344138.1, EDL28825.1, BAB28696.1, sp|Q9CYZ6.1|REX1B_MOUSE, EDL28827.1, AAH28495.1, BAB27079.1, BAE35834.1, EDL28826.1	XP_030112835.1
OG0012174	AAH08138.1, sp|P43136.2|NR2F6_MOUSE, BAE42523.1, AAA37532.1, CAA54097.1, EDL28911.1, BAE27426.1, XP_006509616.1, NP_034280.2, BAE20887.1	XP_030112431.1
OG0012175	AAI17499.1, XP_006502185.1, NP_082258.2, AAI21789.1, XP_036019233.1, EDL07566.1, sp|Q149T7.1|PPM1J_MOUSE, AAO72079.1, BAB26156.1, XP_006502186.1	XP_030147873.1
OG0012176	BAC33844.1, NP_035922.4, AAH48189.1, sp|P56818.2|BACE1_MOUSE, AAF17082.1, BAC28156.1, BAC30889.1, BAB29370.1, EDL25655.1, AAF04143.2	XP_030146763.1
OG0012177	XP_036020459.1, XP_006539363.1, XP_030109787.1, BAE32346.1, XP_036020460.1, EDL30134.1, sp|Q80U78.2|PUM1_MOUSE, BAE24888.1, NP_109647.2, XP_036020454.1	XP_030146091.1
OG0012178	prf||1612347E, pdb|3U2B|C, AAC52858.1, CAA79485.1, pir||S30245, sp|Q62249.1|SOX19_MOUSE, CAA67014.1, CAA79486.1, AAC52860.1	XP_030144847.1
OG0012179	pdb|1CI6|B, BAA25315.1, NP_001274668.1, NP_001274667.1, AAA37192.1, CAA44484.1, BAE25356.1, EDL06524.1, sp|P28033.1|CEBPB_MOUSE, NP_034013.1	XP_030144542.1
OG0012180	AAA87943.1, sp|P55065.1|PLTP_MOUSE, XP_036015508.1, AAA80542.1, EDL06430.1, BAE29052.1, NP_035255.1, BAE28485.1, CAJ18525.1, AAH03782.1	XP_030144471.1
OG0012181	NP_034788.1, sp|P54841.1|MAFB_MOUSE, BAE21161.1, BAE25306.1, AAH38256.1, AAH16434.1, AAA65689.1, EDL06288.1, BAE32860.1, AAD56221.1	XP_004177097.3
OG0012182	NP_778153.2, sp|Q9WTP5.2|CAD22_MOUSE, AAI12408.1, XP_030102333.1, XP_036013049.1, BAA34426.1, EDL06448.1, XP_006498599.1, XP_006498597.1, XP_036013051.1	XP_030144321.1
OG0012183	EDL08756.1, NP_766403.1, CAI93687.1, sp|Q8BFU0.1|RSPO2_MOUSE, EDL08757.1, NP_001344885.1, BAC33974.1, BAC39893.1, CAF04289.1	XP_030122434.1, XP_030122435.1
OG0012184	BAE33652.1, NP_001139759.1, BAE34486.1, EDL01551.1, sp|Q9ESJ1.2|CABL1_MOUSE, AAI45143.1, AAI50715.1, AAG33933.1, AAG42916.1, NP_071304.2	XP_030121945.1
OG0012185	AAI38790.1, NP_001391472.1, NP_033604.2, NP_001391473.1, NP_001391476.1, EDL40640.1, EDL40643.1, NP_001288794.1, NP_001391478.1, NP_001391474.1	XP_030121596.1
OG0012186	AAH26773.1, AAH38633.1, NP_001239408.1, EDL09295.1, BAE40226.1, NP_598739.1, AAG15398.1, sp|Q9ESD6.1|CKLF7_MOUSE, AAP33491.1, EDL09296.1	XP_012427115.2
OG0012187	NP_705746.1, AAN28331.1, BAE30185.1, BAE24179.1, AAI32168.1, AAI32500.1, EDL37226.1, sp|Q8BGI3.1|INSI1_MOUSE, BAC40316.1	XP_030120123.1, XP_030120122.1
OG0012188	BAC37615.1, BAC26912.1, NP_666098.2, AAH16600.2, EDL04595.1, BAE26707.1, sp|Q3UKU4.1|FA83F_MOUSE, XP_036015199.1, XP_036015201.1, XP_036015200.1	XP_030118823.1
OG0012189	XP_006513695.1, XP_036011674.1, BAC28302.1, BAC31033.1, EDL21673.1, AAH28805.1, NP_666352.1, sp|Q8K342.1|RASF9_MOUSE	XP_002192572.2, XP_030116620.1
OG0012190	BAC39192.1, AAM89260.1, BAC57985.1, pir||JC8063, AAH86911.1, BAC39536.1, EDL21823.1, NP_666354.1, sp|Q8K3W2.1|LRC10_MOUSE, BAE24955.1	XP_030115453.1
OG0012191	BAA08566.1, BAE28970.1, BAE23266.1, AAH24149.1, BAE33518.1, sp|Q62463.1|V1AR_MOUSE, NP_058543.2, EDL24431.1, BAA89050.1, BAA08567.1	XP_030114724.1
OG0012192	CAI94482.1, XP_006505166.1, AAR84605.1, NP_613053.3, XP_006505165.1, EDL13845.1, BAE32629.1, BAE42094.1, AAH09086.1, sp|Q91VU0.1|FAM3C_MOUSE	XP_030112890.1
OG0012193	CAB44493.1, NP_034560.3, XP_006532338.1, sp|Q9R1Y5.4|HIC1_MOUSE, NP_001091673.1, AAD30654.1, AAD30655.1, CAE51231.1, EDL12793.1, CAA07549.1	XP_030143934.1
OG0012194	EDL19473.1, BAE24962.1, XP_011239209.1, XP_030110671.1, EDL19472.1, XP_030110670.1, BAE42278.1, NP_082130.1, NP_001074863.1, sp|Q3TBN1.1|TM248_MOUSE	XP_002196730.2
OG0012195	BAE42777.1, BAE42916.1, BAE42765.1, AAI16734.1, AAI16744.1, sp|Q9QZS6.2|HS3SB_MOUSE, EDL10387.1, EDL10388.1, NP_061275.2, AAF04505.1	XP_002195131.4
OG0012196	XP_017176501.1, XP_036021222.1, BAC41480.1, AAF89994.1, AAH53014.1, EDL19607.1, BAA97990.2, sp|Q9JJ59.1|ABCB9_MOUSE, NP_063928.2, BAC31796.1	XP_030141816.1
OG0012197	NP_035667.1, XP_006530343.1, XP_006530346.1, sp|P70326.2|TBX5_MOUSE, XP_006530345.1, AAF00112.1, XP_011246493.1, XP_006530344.1, EDL19780.1, AAH90639.1	XP_030141755.1
OG0012198	NP_035665.2, BAE26435.1, sp|P70324.3|TBX3_MOUSE, XP_006530339.1, BAC34999.1, EDL19785.1, EDL19786.1, NP_932169.1, AAH96551.1, BAE34012.1	XP_030141535.1
OG0012199	AAC33479.1, BAE27339.1, AAB68847.1, EDL17311.1, AAD55972.1, sp|P56404.1|AQP8_MOUSE, NP_031500.1, NP_001102515.1, AAH10982.1, EDL17310.1	XP_030141097.1
OG0012200	BAB23503.1, EDL38686.1, AAH38816.1, AAH34332.1, BAC37922.1, EDL38687.1, NP_079570.1, sp|Q9DBW3.1|NATD1_MOUSE, BAC40780.1	XP_004175011.2
OG0012201	XP_006504788.1, NP_067503.3, BAE41826.1, BAE42314.1, BAE24951.1, sp|Q99LL3.2|CHSTC_MOUSE, CAB92140.1, EDL19118.1	XP_002195502.1, XP_030140585.1, XP_030140584.1
OG0012202	EDL21185.1, BAC27833.1, BAC31524.1, AAI15776.1, NP_780695.1, BAC39401.1, sp|Q8BGK9.1|CC018_MOUSE, AAI16709.1, BAC27899.1, EDL21184.1	XP_030139321.1
OG0012203	AAH27011.1, NP_079617.2, NP_001317993.1, XP_006518136.1, EDL20578.1, BAC41081.1, sp|Q8R2Y0.1|ABHD6_MOUSE, BAC36186.1	XP_030139283.1, XP_004176358.1, XP_030139282.1
OG0012204	CAA78371.1, EDL28049.1, BAE20897.1, NP_001341998.1, AAH25976.1, sp|P30275.1|KCRU_MOUSE, XP_006498719.1, NP_034027.1, BAB23800.1, CAA78372.1	XP_030137812.1
OG0012205	NP_056621.4, AAH48779.1, EDL26316.1, sp|Q61532.3|MK06_MOUSE, XP_011241069.1, NP_081694.1, AAH52420.2	XP_030137736.1, XP_030137732.1, XP_030137737.1, XP_030137734.1
OG0012206	BAE21975.1, sp|O70477.3|PKNX1_MOUSE, XP_006523917.1, AAH52701.1, XP_006523918.1, BAE20805.1, NP_057879.2	XP_012424965.1, XP_030139347.1, XP_030139367.1, XP_030139358.1
OG0012207	BAF02876.1, BAE37830.1, EDL22061.1, BAE26515.1, BAE31232.1, XP_011240344.1, AAH89570.1, CAA56582.1, sp|P35295.2|RAB20_MOUSE, NP_035357.1	XP_002189536.2
OG0012208	NP_001277572.1, EDL00753.1, BAC34245.1, sp|Q9EPK2.3|XRP2_MOUSE, EDL00752.1, AAH49698.1, NP_598430.1, BAE36846.1, BAE21316.1, CAC21499.1	XP_002197769.2
OG0012209	EDL32905.1, AAD20986.1, AAD16286.1, EDL32906.1, AAH05411.1, XP_006509174.1, NP_001156419.1, sp|Q9R0A5.2|NEK3_MOUSE, NP_035978.2	XP_002197649.2, XP_030129261.1
OG0012210	NP_056575.1, EDL06803.1, BAB18134.1, sp|Q9JHI8.1|NOX4_MOUSE, AAI38919.1, AAK69443.1, BAC34215.1, AAF87573.1, AAF43142.1, BAA95682.1	XP_002186675.3
OG0012211	EDL14756.1, NP_001007577.1, XP_036017859.1, AAI15715.1, AAV54098.1, sp|Q5SDA5.1|GUC2F_MOUSE, BAC31833.1, XP_036017860.1, XP_006528904.1, XP_036017858.1	XP_030124184.1
OG0012212	XP_030105086.1, XP_006522501.1, EDK97975.1, NP_001075453.1, AAH64005.1, XP_006522502.1, AAG23408.1, EDK97976.1, sp|Q9ES82.1|POPD2_MOUSE, NP_071713.1	XP_030122073.1
OG0012213	BAE36176.1, BAE39122.1, NP_758499.3, sp|Q8CI17.2|MB213_MOUSE, BAC26259.1, BAE42979.1, AAH37703.1, EDL07624.1, XP_011238422.1	XP_030121977.1, XP_030121984.1
OG0012214	BAC33847.1, AAO32829.1, EDK98242.1, AAH57053.1, BAC38920.1, sp|Q8BHG9.1|CGBP1_MOUSE, NP_001344345.1, BAC34877.1, AAH43097.1, NP_848762.1	XP_030119878.1
OG0012215	EDL16375.1, EDL16376.1, NP_001041632.1, AAH53039.1, NP_001036820.2, CAA75989.1, CAA75049.1, CAA75930.1, sp|Q7TSJ2.2|MAP6_MOUSE, NP_034967.2	XP_030115998.1
OG0012216	BAE24288.1, XP_017172290.1, sp|E9Q8D0.1|DJC21_MOUSE, NP_084322.2, BAE24641.1, XP_036015528.1, XP_036015527.1, EDL03300.1	XP_012433039.1, XP_002191836.2
OG0012217	EDK97028.1, BAC34301.1, BAE28640.1, sp|P40749.2|SYT4_MOUSE, BAC39080.1, AAH58208.1, BAC27705.1, NP_033334.2	ABB82604.1, NP_001041726.1, XP_012432995.1
OG0012218	CAA31414.1, XP_036012292.1, BAB28646.1, AAH48485.1, NP_034988.2, XP_030101497.1, NP_001342683.1, XP_030101498.1, NP_001342684.1	XP_012426507.1, XP_002193068.1
OG0012219	pdb|2AGC|A, AAA21543.1, NP_034429.1, AAH04651.1, EDL33503.1, sp|Q60648.2|SAP3_MOUSE, CAJ18497.1, AAA61929.1, AAB06275.1, BAE31075.1	XP_002195218.3
OG0012220	XP_006516513.1, XP_030101292.1, AAH59719.1, AAH55712.1, BAB25610.1, EDL18605.1, sp|P56379.1|ATP68_MOUSE, EDL18604.1, NP_081636.1, NP_001348843.1	XP_004174603.2
OG0012221	NP_001275541.1, CAJ30208.1, NP_001003917.2, NP_001395154.1, DAA05201.1, sp|Q68FE2.2|ATG9A_MOUSE, AAH34139.1, EDL00375.1, EDL00374.1, NP_001395156.1	XP_002195640.2
OG0012222	AAO85058.1, EDL20688.1, NP_081794.2, sp|E9Q343.1|G137C_MOUSE, XP_006519607.1, XP_017171681.1, BAB31112.1, XP_017171680.1, BAC38572.1, XP_017171679.1	XP_002200454.2
OG0012223	EDL04921.1, EDL04924.1, AAH32149.1, XP_036011505.1, NP_001116364.1, XP_036011504.1, AAH92217.1, NP_032080.2, XP_036011503.1, EDL04923.1	XP_004174271.1
OG0012224	BAC33767.1, EDL39862.1, AAH95964.1, NP_033871.2, sp|P10417.3|BCL2_MOUSE, AAA37282.1, AAA37281.1, EDL39861.1, AAH68988.1, NP_803129.2	XP_004175567.1
OG0012225	XP_006522795.1, AAI04351.1, EDK98095.1, NP_938039.3, sp|Q3UU67.2|TRAT1_MOUSE, CAC41082.1, BAE23761.1, AAI04352.2, XP_006522793.1, EDK98096.1	XP_004175261.1
OG0012226	CAA27994.1, SAI82205.1, AAH25172.1, BAE23359.1, NP_001157519.1, NP_001157520.1, NP_038621.2, sp|P04247.3|MYG_MOUSE, EDL29629.1, EDL29630.1	XP_002199416.1
OG0012227	sp|Q925B0.2|PAWR_MOUSE, NP_473397.1, ABC96645.1, ABE27591.1, EDL21704.1, ABE27592.1, XP_036011407.1, EDL21705.1, BAE22967.1, AAK55414.1	XP_002194609.1
OG0012228	AAH24719.1, sp|Q8VHK5.1|MLC1_MOUSE, BAC65472.1, EDL04388.1, NP_001351784.1, EDL04387.1, AAL66020.1, BAC31643.1, NP_573504.1, BAC26941.1	XP_002188699.1
OG0012229	EDL41623.1, AAH18472.1, NP_666209.1, XP_030106750.1, XP_030106751.1, AAH27643.1, AAH53745.1, sp|Q8VEH6.1|CBWD1_MOUSE, CBX86520.1, BAE21084.1	XP_002196540.1
OG0012230	BAB26587.1, NP_001032220.1, AAI45687.1, XP_006540337.1, AAI39040.1, sp|Q9CQD7.1|PINLY_MOUSE, BAB26498.1, BAB26386.1, BAB26378.1, EDL24329.1	XP_002188510.1
OG0012231	CAA38032.1, prf||1807162A, EDL31473.1, sp|P21619.2|LMNB2_MOUSE, NP_001334069.1, BAA02708.1, BAE21293.1, AAH51985.1, AAH42430.1, NP_034852.3	XP_002189120.1
OG0012232	sp|Q06186.1|HBEGF_MOUSE, AAC52617.1, BAE35883.1, NP_034545.1, BAE26501.1, BAE37729.1, AAH89607.1, AAC42069.1, AAA37542.1, EDK97159.1	XP_002190931.1
OG0012233	AAI00324.1, AAL85926.1, XP_017176307.1, AAI32499.1, AAL47490.1, EDL39996.1, XP_017176304.1, AAI32495.1, sp|Q8R448.1|OTOSP_MOUSE, NP_694754.1	XP_002189042.1
OG0012234	AAA40110.1, AAA40024.1, BAE24993.1, BAE32942.1, BAE33036.1, BAE32064.1, sp|P17433.2|SPI1_MOUSE, AAH03815.1, NP_035485.1, EDL27526.1	XP_002199999.1
OG0012235	XP_006515309.1, NP_001351361.1, NP_084034.2, NP_001139591.1, EDK98441.1, BAC32969.1, AAH49664.1, XP_006515310.1, sp|Q8BHZ0.1|CYRIA_MOUSE, AAH52465.1	XP_002198505.1
OG0012236	BAC33558.1, AAH02242.1, BAE35468.1, NP_077187.1, BAB25180.1, NP_001186117.1, BAC26460.1, sp|Q9D8U8.1|SNX5_MOUSE, BAC27587.1, BAE41365.1	XP_002198957.1
OG0012237	EDL05586.1, AAG17704.1, BAA78420.1, EDL05585.1, sp|Q9WTR0.3|MMP16_MOUSE, NP_001366447.1, EDL05587.1, NP_001366448.1, NP_062698.2, AAH57926.1	XP_002199883.1
OG0012238	BAD90343.1, EDL09089.1, BAB28043.1, BAE35917.1, BAB23258.1, NP_079695.2, BAC38862.1, EDL09090.1, AAH34133.1, sp|Q8K039.1|K1143_MOUSE	XP_002199104.1
OG0012239	AAN08617.1, BAB25378.1, sp|Q9CQN4.1|SOSD1_MOUSE, AAQ83297.1, AAH21458.1, BAB25333.1, BAB21957.1, BAB22068.1, BAC20332.1, NP_079588.1	XP_002188309.1
OG0012240	BAC33374.1, BAC34646.1, NP_001349099.1, EDL16476.1, BAE36952.1, EDL16474.1, NP_848879.1, AAH79886.1, EDL16475.1	ACH43659.1, NP_001232126.1
OG0012241	BAB26847.1, AAH23086.1, EDL23780.1, EDL23781.1, AAD38810.1, XP_006514834.1, BAE25448.1, XP_036012783.1, sp|Q9WV72.2|ASB3_MOUSE, NP_076395.2	NP_001192003.1
OG0012548	AAF67146.1, sp|Q9JKP7.1|DPOE3_MOUSE, EDL31135.1, NP_067473.2, AAH24996.1	XP_002194390.1, XP_030142541.1
OG0012552	EDL04176.1, NP_001074450.1, XP_006521556.1	XP_030115196.1, XP_030115195.1, XP_030115194.1
OG0012554	BAC29648.1, AAA72948.1, AAH16621.1, NP_031590.1, BAC34506.1, sp|P23950.1|TISB_MOUSE, EDL02654.1	XP_030130342.1
OG0012556	XP_036017266.1, XP_006526624.1, BAF41982.1, NP_001074175.1	XP_030131995.3
OG0012562	AAH55436.1, BAE34002.1, AAF01786.1, EDK97312.1, sp|Q9R060.1|NUBP1_MOUSE, NP_036085.1	XP_030141088.3
OG0012565	EDL32100.1, sp|Q80YD1.1|SUV3_MOUSE, NP_852088.1, AAH49796.1, CAI92124.1, EDL32101.1, NP_001346735.1	XP_002191074.4
OG0012568	EDL33846.1, sp|Q9CTH6.2|FCF1_MOUSE, NP_082908.2, BAB22857.1, EDL02835.1, EDL02838.1	XP_002199952.3
OG0012576	AAH32250.1, EDL23261.1, EDL23262.1, AAH46965.1, sp|Q6P542.1|ABCF1_MOUSE, AAH63094.1, NP_038882.1	XP_041568652.1
OG0012581	NP_001349681.1, AAK64606.1, NP_570954.1, AAH09022.1, EDL28255.1	XP_041571517.1, XP_041571518.1
OG0012583	EDL31743.1, sp|Q3TLI0.3|TPC10_MOUSE, NP_001074524.1, XP_030100874.1, EDL01055.1, AAH44902.1	XP_002189961.5
OG0012585	sp|Q99KW9.2|TIP_MOUSE, BAB26552.1, NP_082283.2, AAH03977.1, EDL11022.1	XP_002194477.1
OG0012586	sp|P49135.1|ERCC3_MOUSE, AAH26575.1, EDK97058.1, NP_598419.1, AAH16595.1, BAE32801.1	XP_012430302.4
OG0012588	XP_036009544.1, sp|Q3UKZ7.1|A14EL_MOUSE, XP_006526129.1, NP_001028618.1, AAI47442.1, BAE26654.1, AAI47473.1	XP_032600078.1
OG0012591	EDL11687.1, sp|Q3U308.1|CTU2_MOUSE, BAE32982.1, NP_722470.2, AAH36332.1, BAC41181.1	XP_030138015.3, XP_030138016.3
OG0012592	EDL26392.1, XP_006510798.1, XP_036010385.1, NP_001177973.1, XP_006510797.1, XP_036010386.1	XP_030123313.3, XP_030123314.3
OG0012596	AAH55747.1, sp|Q01721.2|GAS1_MOUSE, AAH58628.1, NP_032112.1, CAA46256.1, EDL41295.1	XP_030113769.3
OG0012597	AAH26492.1, NP_001268984.1, AAH92240.1, sp|Q569Z5.2|DDX46_MOUSE, EDL41221.1, XP_006517265.1	XP_012430798.2
OG0012599	sp|Q9CPW0.2|CNTP2_MOUSE, NP_001004357.2, BAC98042.1, EDL13440.1, XP_006506546.1, AAH64467.1	ADJ57458.1, NP_001180266.1
OG0012601	EDL27981.1, XP_036018336.1, NP_001357867.1	XP_041572554.1
OG0012604	XP_011238988.1, AAH32981.1, EDL37822.1, AAH22652.1, NP_598682.2	XP_030126873.3
OG0012605	sp|Q9CXR1.2|DHRS7_MOUSE, EDL36526.1, NP_079798.2, XP_036013453.1, BAB29156.1, AAH16189.1	XP_002200406.3
OG0012606	NP_033878.1, AAH05572.1, BAC37398.1, AAB62942.1, sp|O35623.1|BET1_MOUSE, EDL13984.1	XP_002196708.3
OG0012609	BAC34961.1, EDL34069.1, AAH11082.1, XP_036012267.1, NP_034921.1, sp|P32442.1|MEOX1_MOUSE, CAA78812.1, BAE21777.1	XP_002198556.3
OG0012614	sp|Q923Z3.1|MTO1_MOUSE, AAK63070.1, BAB31540.1, EDL26399.1, NP_080934.2	XP_012428258.4
OG0012616	AAH13628.1, EDL18871.1, sp|O35218.1|CPSF2_MOUSE, NP_058552.1, XP_006516134.1, AAB66830.1	XP_030130728.1
OG0012619	AAH24133.1	XP_041576263.1
OG0012620	pdb|6W1S|X, BAB23826.1, AAH23192.1, sp|Q9DB91.1|MED29_MOUSE, AAH83314.1, EDL24140.1, NP_080318.2	XP_030118438.3
OG0012621	EDL24172.1	XP_041567853.1
OG0012622	EDL19645.1, BAB30526.1, EDL19644.1, sp|E9Q743.1|CF251_MOUSE, BAC26877.1, AAI38177.1, XP_030110402.1, NP_001357769.1	XP_030141347.3
OG0012624	BAC30791.1, AAH27828.1, sp|Q8K174.1|TMM60_MOUSE, NP_808269.1	XP_030147429.3, XP_030147438.3
OG0012627	sp|Q9D2H9.1|DAAF1_MOUSE, AAH50751.1, BAB31818.1, EDL11603.1, NP_080924.1	XP_030138331.3, XP_030138330.3
OG0012628	BAC33475.1	XP_030127397.3
OG0012628	XP_006527472.1, sp|Q3UES3.2|TNKS2_MOUSE, NP_001157107.1	XP_030131946.3
OG0012629	AAH93502.1, sp|Q8K0C9.1|GMDS_MOUSE, AAH31788.1, EDL32363.1, NP_666153.1	XP_030121285.3, XP_032602737.2
OG0012630	EDL22455.1, NP_001366322.1, AAI37658.1, sp|A2RT62.1|FXL16_MOUSE, NP_001157697.1, NP_001366323.1, AAI32384.1	XP_030140800.1
OG0012631	AAH18384.1, NP_035457.1, AAH34613.1, sp|P32020.3|SCP2_MOUSE	XP_002197610.2
OG0012634	BAC31585.1	XP_030142352.3, XP_030142351.3
OG0012636	NP_001104591.1, EDL31982.1, sp|D3YZP9.1|CCDC6_MOUSE, XP_006514340.1	XP_030131670.3
OG0012636	XP_006514339.1	XP_030131671.3
OG0012637	BAC40402.1, XP_030105470.1, AAH25500.1	XP_041575576.1, XP_041575575.1, XP_030142231.1, XP_002190065.2
OG0012638	NP_848478.2, sp|Q80UJ9.2|SETMR_MOUSE, EDK99405.1, AAH45208.1, NP_001263285.1	XP_002187080.4
OG0012640	XP_006510369.1, AAI04387.1, NP_839976.1, XP_036010875.1, AAI04388.1, sp|Q810B3.1|BSH_MOUSE, AAO84023.1	XP_030146840.1
OG0012641	EDL05025.1, BAE41646.1, BAB28181.1, NP_001074523.1, sp|Q9CZN8.1|GATA_MOUSE, AAH70459.1	XP_002195925.3
OG0012642	BAC27838.1, BAB22727.1, AAH34728.1, NP_001026978.2, BAB27870.1, sp|Q9CQN7.1|RM41_MOUSE, EDL08188.1	XP_041575719.1
OG0012643	EDL05563.1, XP_006537870.1, XP_006537869.1, EDL05564.1, EDL05565.1, sp|E9PZZ1.1|PRD13_MOUSE, NP_001074240.1	XP_030125213.3
OG0012644	XP_006535547.1, sp|Q2PZL6.2|FAT4_MOUSE, NP_899044.3, AAH79887.1, BAC27359.1, EDL35130.1, ABB88946.1	XP_004186240.4
OG0012645	AAH05449.1, BAE24792.1, NP_067254.1, EDL04166.1, AAA39321.1, AAA39322.1, sp|P04426.1|WNT1_MOUSE	XP_002199687.2
OG0012648	CAM84333.1, sp|Q3UDE2.1|TTL12_MOUSE, AAH55368.1, BAE29319.1, NP_898838.2, EDL04467.1	XP_002192108.4
OG0012649	NP_032456.2, EDL11808.1, AAH03729.1, AAC16973.1, sp|O08581.2|KCNK1_MOUSE, XP_006530779.1	XP_030124488.3, XP_030124131.3
OG0012650	NP_001156485.1, AAI71951.1, sp|B2RR83.1|YTDC2_MOUSE, AAI38264.1	XP_030113301.1, XP_041567027.1, XP_012433154.1, XP_012433153.1
OG0012651	XP_036022093.1, EDL13713.1, AAC63849.1, sp|O89050.1|MKLN1_MOUSE, AAH13703.1, NP_038819.1	XP_004176567.4
OG0012652	BAE28182.1, BAE36855.1, EDL00022.1, NP_079559.2, sp|Q6PEB6.1|PHOCN_MOUSE, AAH58168.1, AAH37499.1	XP_002192123.2
OG0012653	BAB22376.1, BAA13139.1, EDL05825.1, sp|P97304.1|RPAC2_MOUSE, NP_033113.1	NP_001232053.1, ACH43634.1, XP_030128677.2
OG0012654	BAE33877.1, NP_954669.2, AAI47071.1, sp|Q5SYH2.1|TM199_MOUSE, BAE34330.1, AAI47072.1, EDL15585.1	XP_030143952.3
OG0012655	XP_006520594.1	XP_030122431.1
OG0012655	NP_001123636.1, DAA06145.1	XP_030122429.1
OG0012656	NP_001155137.1, EDL13172.1, BAC36343.1, AAH56349.1, XP_006496928.1, sp|Q7TNC6.3|KI26B_MOUSE, BAJ06134.1	XP_004176458.4
OG0012657	EDL38423.1, AAL34463.1, XP_006525172.1, AAH13819.1, BAE35184.1, sp|Q91VH6.1|MEMO1_MOUSE, NP_598532.1	XP_030124286.1
OG0012658	XP_030100495.1, sp|Q8R344.2|CCD12_MOUSE, EDL09006.1, NP_082588.2, AAH26668.1, XP_030100496.1, BAB28353.1	XP_030119967.3
OG0012659	BAE24796.1, EDL14108.1, NP_031700.1, sp|Q07424.1|CDX4_MOUSE, CAD33953.1, AAI19159.1, AAA16901.1	XP_002199238.3, XP_012428521.2
OG0012660	EDK99191.1, NP_079941.1, BAB27926.2, AAH27564.1, BAE35683.1, sp|Q8K194.1|SNR27_MOUSE	NP_001232094.1, ACH45800.1
OG0012661	EDL35484.1, NP_932106.1, EDL15593.1, AAH27022.2, sp|Q8QZR8.2|CCNQ_MOUSE, AAS20613.1	XP_041567844.1
OG0012662	EDL16423.1, NP_080286.2, sp|Q9D009.2|LIPT2_MOUSE, AAI15473.1, AAI15474.1, BAB27920.1, BAB25967.1	XP_002187818.2
OG0012663	sp|Q8VEJ1.2|GPN2_MOUSE, AAH18407.1, NP_598645.2, NP_001277671.1	XP_030146256.3, XP_041576737.1, XP_041576738.1
OG0012665	BAB27744.3, EDL15535.1, AAL75565.1, NP_064321.2, sp|Q52KE7.1|CCNL1_MOUSE, AAH94383.1, AAD43568.1	XP_030135866.3
OG0012667	sp|Q9JKL4.1|NDUF3_MOUSE, NP_075736.1, BAB23907.1, BAB29477.1, AAF61723.1, AAH27513.1, EDL21303.1	XP_030138819.1
OG0012668	XP_006507957.1, EDL06906.1, XP_006507956.1, XP_036009037.1, NP_001177303.1, BAD90434.1, BAC38277.1	XP_030137087.3
OG0012669	pdb|2L6Y|A, pdb|2L6Z|A, pdb|1Y0J|A, pdb|1GNF|A, pdb|3VEK|C, pdb|3VEK|F	XP_041567996.1
OG0012670	EDL27684.1, sp|Q9WVQ5.1|MTNB_MOUSE, AAH28434.1, NP_062709.3, BAA78906.1, BAE26445.1, BAC36968.1	XP_041572501.1
OG0012672	sp|Q920S3.2|GATD1_MOUSE, NP_080309.2, EDL14611.1, BAB69047.1, EDL14610.1, AAH19449.1, BAB28550.2	XP_012426949.4
