Orthogroup	bombus	fly
OG0017151	XP_033180823.1, XP_003485893.1, XP_012249803.1, XP_012249804.1, XP_012249805.1	tr|A1Z7P5|A1Z7P5_DROME
OG0017152	XP_024228248.1, XP_012249673.2, XP_012249675.2, XP_003485795.1, XP_033180800.1	tr|A0A6M3Q7H0|A0A6M3Q7H0_DROME
OG0017153	XP_033180781.1, XP_012249654.1, XP_033180782.1, XP_012249659.1, XP_003485735.1	sp|Q9VXY7|LSD2_DROME
OG0017154	XP_033180636.1, XP_003485611.1	tr|Q94883|Q94883_DROME, tr|Q0E8Q6|Q0E8Q6_DROME
OG0017156	XP_033179840.1, XP_033179835.1, XP_033179846.1, XP_033179843.1	tr|Q9W0Q0|Q9W0Q0_DROME, tr|Q9VZS1|Q9VZS1_DROME
OG0017157	XP_003485314.1, XP_033179344.1, XP_012247606.1	tr|A1Z7Y7|A1Z7Y7_DROME
OG0017158	XP_012243349.1, XP_033177443.1, XP_003485069.1, XP_033177444.1, XP_003485068.1	sp|Q9VTW2|INP5E_DROME
OG0017159	XP_012240631.1, XP_033176631.1, XP_003484867.1, XP_033176633.1, XP_033176627.1	sp|Q9VV74|SMN_DROME
OG0017161	XP_012237037.1, XP_024221815.1, XP_012237045.2, XP_024221808.1	tr|Q9VYR4|Q9VYR4_DROME
OG0017162	XP_024227928.1, XP_012249002.1, XP_012249003.1, XP_012249004.1	sp|Q8I7Z8|HAM_DROME, tr|Q9VJ55|Q9VJ55_DROME
OG0017163	XP_024227513.1	tr|Q7K2R1|Q7K2R1_DROME, tr|Q9VJZ9|Q9VJZ9_DROME
OG0017164	XP_012248148.1, XP_003494145.1, XP_012248146.1, XP_012248147.1, XP_024227480.1	tr|Q9W4M7|Q9W4M7_DROME
OG0017165	XP_024227469.1	sp|Q9VSF4|DHYS_DROME
OG0017166	XP_012248086.1, XP_012248087.1, XP_012248088.1, XP_012248085.1, XP_024227438.1	tr|Q9VGW9|Q9VGW9_DROME
OG0017167	XP_012248049.1, XP_012248051.1, XP_024227425.1, XP_012248050.1, XP_012248048.1	sp|A1ZBW7|WASC2_DROME
OG0017168	XP_012247719.1, XP_024227267.1, XP_024227269.1, XP_024227266.1, XP_024227268.1	tr|Q9VW78|Q9VW78_DROME
OG0017170	XP_024226334.1, XP_003492753.1, XP_012246052.1, XP_012246051.1, XP_024226333.1	tr|Q29R10|Q29R10_DROME
OG0017171	XP_003484767.1, XP_012239874.1, XP_024226275.1, XP_012239897.1, XP_003484766.1	tr|A0A0B4LHW5|A0A0B4LHW5_DROME
OG0017172	XP_012245700.1, XP_024226156.1, XP_012245699.1, XP_003492555.1	tr|Q9W0D3|Q9W0D3_DROME
OG0017173	XP_012245531.1, XP_012245532.1, XP_012245533.1, XP_024226069.1, XP_012245534.1	tr|Q9VW40|Q9VW40_DROME
OG0017174	XP_024225790.1, XP_003492213.1	tr|Q9VLE6|Q9VLE6_DROME, tr|Q9VIA4|Q9VIA4_DROME, tr|Q9VJX9|Q9VJX9_DROME, sp|P08953|TOLL_DROME
OG0017175	XP_003491923.2, XP_012244780.1, XP_024225605.1, XP_012244781.1, XP_024225604.1	tr|Q9VWB7|Q9VWB7_DROME
OG0017176	XP_012243506.1, XP_024224836.1, XP_003491203.1	tr|Q9I7N1|Q9I7N1_DROME, tr|Q9VJW8|Q9VJW8_DROME, tr|Q9VKC9|Q9VKC9_DROME
OG0017177	XP_024224504.1, XP_024224505.1, XP_012243010.1, XP_012243009.1, XP_024224506.1	sp|Q9VZW5|FMAR_DROME
OG0017178	XP_012242504.2, XP_012242503.2, XP_024224262.1, XP_012242502.2, XP_024224260.1	sp|Q9GPJ1|SKEL2_DROME
OG0017179	XP_003490503.1, XP_024224200.1, XP_024224199.1, XP_003490504.1, XP_024224198.1	tr|Q9VM87|Q9VM87_DROME
OG0017180	XP_012242047.1, XP_012242045.1, XP_012242044.1, XP_012242046.1, XP_024223987.1	tr|A0A0B4K6A7|A0A0B4K6A7_DROME
OG0017181	XP_024223098.1, XP_024223099.1, XP_012240529.1, XP_003489246.2	tr|A1Z913|A1Z913_DROME, tr|A1Z916|A1Z916_DROME
OG0017182	XP_024222652.1, XP_024222653.1, XP_024222651.1, XP_024222655.1, XP_024222654.1	tr|M9NDT0|M9NDT0_DROME
OG0017183	XP_012239748.1, XP_024222596.1, XP_012239747.1, XP_012239746.1, XP_012239743.1	sp|A1Z877|NDG_DROME
OG0017184	XP_003488162.1, XP_012238985.1, XP_024222164.1, XP_024222166.1, XP_024222165.1	tr|Q9VJX3|Q9VJX3_DROME
OG0017185	XP_024222128.1, XP_012238871.1, XP_012238866.1, XP_012238865.1	tr|Q9VEP3|Q9VEP3_DROME, sp|Q01603|PERO_DROME
OG0017188	XP_024221958.1, XP_012238660.1, XP_012238661.1, XP_024221957.1, XP_003487822.1	tr|O97428|O97428_DROME
OG0017189	XP_024221865.1, XP_012238303.1, XP_012238299.1, XP_024221863.1, XP_012238302.1	sp|Q9W0K0|JIP1_DROME
OG0017190	XP_024221781.1, XP_003487654.2, XP_024221778.1, XP_024221780.1, XP_024221779.1	tr|A8DZ27|A8DZ27_DROME
OG0017191	XP_012238073.1, XP_024221705.1, XP_024221706.1, XP_024221707.1, XP_012238072.1	sp|Q8IPH9|SLOB_DROME
OG0017192	XP_012237911.1, XP_012237910.1, XP_012237909.1, XP_024221629.1, XP_012237912.1	sp|Q9VKA4|Y1760_DROME
OG0017195	XP_024221024.1	sp|Q24368|ISWI_DROME
OG0017196	XP_012236979.1, XP_024221014.1, XP_012236975.1, XP_012236978.1	tr|A0A0B4JCY1|A0A0B4JCY1_DROME, tr|Q76NS2|Q76NS2_DROME
OG0017197	XP_003486752.1, XP_024220959.1	tr|Q9W1Y4|Q9W1Y4_DROME
OG0017197	XP_024226158.1, XP_003489722.2	tr|Q9W1H6|Q9W1H6_DROME
OG0017198	XP_012236671.1, XP_012236673.1, XP_012236674.1, XP_012236675.1, XP_024220831.1	tr|M9PEM2|M9PEM2_DROME
OG0017199	XP_024228481.1, XP_003486039.1, XP_003486040.1, XP_024228482.1	tr|Q9VZ54|Q9VZ54_DROME, tr|Q9VZI4|Q9VZI4_DROME
OG0017200	XP_024228338.1, XP_024228300.1	tr|Q7KUI9|Q7KUI9_DROME, tr|Q9VGJ1|Q9VGJ1_DROME, tr|A8JNS2|A8JNS2_DROME, tr|A8JNS3|A8JNS3_DROME
OG0017201	XP_024228155.1, XP_024228152.1, XP_024228154.1, XP_024228156.1, XP_024228153.1	sp|O01346|EGH_DROME
OG0017202	XP_024226932.1, XP_012246752.1	tr|A8DYP1|A8DYP1_DROME, tr|Q9VBF6|Q9VBF6_DROME, tr|Q86LG9|Q86LG9_DROME, tr|A8JPJ8|A8JPJ8_DROME
OG0017203	XP_024224162.1, XP_012242141.1, XP_012242148.1, XP_024224166.1, XP_012242154.1	tr|A1Z920|A1Z920_DROME
OG0017204	XP_024222008.1	sp|Q9VK89|TRM1_DROME
OG0017206	XP_003494529.2	sp|P23647|FUSED_DROME
OG0017207	XP_012248425.1	tr|Q9VMC6|Q9VMC6_DROME
OG0017208	XP_012247988.1, XP_012247987.1, XP_003494047.1, XP_012247989.1	tr|Q9VUC3|Q9VUC3_DROME
OG0017209	XP_012247908.1, XP_012247910.1, XP_012247907.1, XP_012247909.1	tr|M9PFU5|M9PFU5_DROME
OG0017210	XP_003494426.1	tr|Q9VAX8|Q9VAX8_DROME
OG0017211	XP_003494062.1	sp|O17468|HIRA_DROME
OG0017212	XP_003493643.1	tr|Q7JZ53|Q7JZ53_DROME
OG0017213	XP_003493630.1	tr|Q95U38|Q95U38_DROME
OG0017214	XP_012245982.1, XP_003492717.1, XP_012245983.1, XP_012245986.1, XP_012245984.1	tr|X2JDH0|X2JDH0_DROME
OG0017216	XP_012244866.1, XP_012244869.1, XP_012244868.1	sp|Q9VHB0|SON_DROME
OG0017218	XP_003491427.1, XP_012243758.1, XP_012243756.1, XP_012243757.1, XP_012243759.1	tr|Q4U2Q5|Q4U2Q5_DROME
OG0017219	XP_012243704.1	tr|Q9VN94|Q9VN94_DROME
OG0017221	XP_012242336.1, XP_003490426.1, XP_012242335.1	tr|Q9VVH4|Q9VVH4_DROME, tr|Q9W4G1|Q9W4G1_DROME, sp|Q9V9Y4|PHCL2_DROME
OG0017222	XP_012242205.1, XP_003490295.1, XP_012242206.1	tr|Q9VHF8|Q9VHF8_DROME, tr|Q9VHF7|Q9VHF7_DROME, tr|Q8IRX5|Q8IRX5_DROME
OG0017223	XP_012242007.1	sp|Q24325|TAF2_DROME
OG0017224	XP_003489829.1, XP_012241627.1, XP_003489830.1, XP_012241624.1	tr|Q9VAK7|Q9VAK7_DROME
OG0017227	XP_003489421.2, XP_012240832.1	tr|Q9VF53|Q9VF53_DROME, tr|Q9VF51|Q9VF51_DROME, tr|Q9VF50|Q9VF50_DROME, tr|Q8IND5|Q8IND5_DROME
OG0017228	XP_012240594.1, XP_012240595.1, XP_012240593.1	tr|Q9VCC6|Q9VCC6_DROME
OG0017229	XP_012240490.1	tr|Q9VIH9|Q9VIH9_DROME, tr|Q9VII1|Q9VII1_DROME, tr|Q8SXV2|Q8SXV2_DROME, tr|M9NDC5|M9NDC5_DROME, tr|Q9VK99|Q9VK99_DROME
OG0017230	XP_012239126.1, XP_003488229.1, XP_012239125.1	tr|Q9VHS0|Q9VHS0_DROME
OG0017231	XP_012238942.1, XP_003488073.1	sp|Q9W3Y4|GA2PE_DROME
OG0017232	XP_012238893.1, XP_012238896.1, XP_012238895.1, XP_012238894.1	sp|Q9VBB3|INT12_DROME
OG0017233	XP_003487845.1, XP_012238567.1, XP_003487844.1	tr|A1Z7Q5|A1Z7Q5_DROME
OG0017234	XP_003487790.1, XP_012238350.1, XP_003487791.1	tr|Q9VJP5|Q9VJP5_DROME, sp|P47825|TAF4_DROME
OG0017235	XP_012238025.1, XP_012238024.1, XP_012238021.1, XP_012238022.1, XP_012238019.1	tr|Q9VHE3|Q9VHE3_DROME
OG0017236	XP_003487429.1, XP_012237872.1, XP_012237873.1, XP_012237874.1, XP_012237876.1	tr|A1ZAC2|A1ZAC2_DROME
OG0017237	XP_003484744.1	tr|Q9VAU1|Q9VAU1_DROME
OG0017237	XP_003487368.1, XP_012237731.1	tr|Q9VMM9|Q9VMM9_DROME, tr|Q86P18|Q86P18_DROME
OG0017238	XP_012236734.1, XP_012236735.1	tr|Q9VLU9|Q9VLU9_DROME
OG0017239	XP_012250285.1, XP_003486299.1, XP_012250283.1	sp|Q9VE86|WRNXO_DROME
OG0017240	XP_012249544.1, XP_012249543.1	tr|Q8IQI3|Q8IQI3_DROME
OG0017241	XP_012249464.1, XP_012249465.1, XP_012249467.1, XP_012249466.1, XP_012249468.1	sp|Q24192|RHOL_DROME
OG0017242	XP_003485505.1, XP_012249272.1, XP_012249273.1, XP_012249275.1, XP_012249274.1	tr|Q9VJY9|Q9VJY9_DROME
OG0017243	XP_003485370.1, XP_012246561.1	tr|Q9VPV8|Q9VPV8_DROME
OG0017246	XP_003484723.1, XP_012237529.1, XP_003484724.1	sp|O61491|FLOT1_DROME
OG0017247	XP_012250281.1	sp|Q24179|SLY1_DROME
OG0017248	XP_003492749.1	sp|Q9VD28|JMJD6_DROME
OG0017249	XP_003490744.1	sp|Q07886|DDX49_DROME
OG0017250	XP_003490597.1	tr|Q9VSR8|Q9VSR8_DROME, tr|Q9VVK1|Q9VVK1_DROME, tr|A0A0B4LET0|A0A0B4LET0_DROME, tr|Q9VVK2|Q9VVK2_DROME, sp|P18487|A37C_DROME
OG0017251	XP_003489001.1	sp|P91615|ADHR_DROME, sp|P00334|ADH_DROME, sp|P54398|FBP2_DROME, tr|Q9VV47|Q9VV47_DROME, tr|Q9I7R3|Q9I7R3_DROME
OG0017252	XP_003488386.1	tr|Q9VMI8|Q9VMI8_DROME
OG0017253	XP_003487019.1	tr|Q9VHT5|Q9VHT5_DROME
OG0017254	XP_003486363.1	sp|P29413|CALR_DROME
OG0017255	XP_003486126.1	tr|Q9VDY7|Q9VDY7_DROME, tr|Q7KT77|Q7KT77_DROME, tr|Q9V3Q7|Q9V3Q7_DROME
OG0017255	XP_003486200.1	sp|Q24048|ATPB2_DROME
OG0017256	XP_003486092.1	tr|Q9VMI3|Q9VMI3_DROME, tr|A1ZAW7|A1ZAW7_DROME, tr|A1Z9Z7|A1Z9Z7_DROME
OG0017257	XP_003484956.1	tr|Q9XZU0|Q9XZU0_DROME
OG0017258	XP_003484814.1	tr|Q4V3U8|Q4V3U8_DROME, tr|Q9W1X6|Q9W1X6_DROME, tr|Q9VAQ2|Q9VAQ2_DROME, tr|Q9VAQ3|Q9VAQ3_DROME, tr|Q9VAQ4|Q9VAQ4_DROME
OG0017259	XP_003484780.1	tr|Q8MLS2|Q8MLS2_DROME
OG0017260	XP_003484631.1	tr|Q9VAK5|Q9VAK5_DROME, tr|Q9VXK7|Q9VXK7_DROME
OG0018184	XP_033180323.1, XP_012248765.1, XP_033180325.1, XP_033180324.1	sp|Q6IGX9|SIFA_DROME
OG0018185	XP_033180270.1, XP_012248565.1, XP_024227761.1, XP_012248569.1	tr|Q0KI81|Q0KI81_DROME
OG0018187	XP_012248547.1, XP_012248546.1, XP_033180239.1	tr|Q6XPX3|Q6XPX3_DROME, tr|Q7JX94|Q7JX94_DROME
OG0018189	XP_033180196.1, XP_033180194.1, XP_033180195.1, XP_024227629.1	tr|Q9VKL0|Q9VKL0_DROME
OG0018191	XP_012248392.1, XP_012248393.1, XP_033180154.1	tr|C6SUV4|C6SUV4_DROME, tr|Q9VCS4|Q9VCS4_DROME
OG0018192	XP_033180131.1, XP_012248324.1, XP_003494271.1, XP_033180130.1	tr|Q7KV24|Q7KV24_DROME
OG0018193	XP_003494232.1, XP_003494219.1, XP_003494220.1, XP_033180109.1	tr|Q9VF15|Q9VF15_DROME
OG0018195	XP_024226484.1, XP_033180082.1, XP_003491605.1, XP_024226536.1	tr|Q7JRJ9|Q7JRJ9_DROME
OG0018196	XP_033180003.1, XP_033180002.1, XP_024227434.1, XP_003494082.1	sp|A1Z8D0|PWP1_DROME
OG0018197	XP_033179963.1	sp|Q9VKA5|GR33A_DROME, sp|Q9VSH2|GR66A_DROME, sp|Q9VM09|GR28A_DROME, sp|Q9VM08|GR28B_DROME
OG0018198	XP_024227394.1, XP_024227393.1, XP_024227395.1, XP_033179895.1	tr|Q9W2L2|Q9W2L2_DROME
OG0018199	XP_012247801.1, XP_033179866.1, XP_003493965.1, XP_012247800.1	tr|Q9VZ32|Q9VZ32_DROME
OG0018200	XP_033179793.1, XP_024227184.1	tr|Q9VHQ4|Q9VHQ4_DROME, tr|Q8INQ8|Q8INQ8_DROME, tr|Q9VHQ5|Q9VHQ5_DROME
OG0018201	XP_024227106.1, XP_024227107.1, XP_003493736.1, XP_033179769.1	tr|Q9VR45|Q9VR45_DROME
OG0018202	XP_033179717.1, XP_033179716.1, XP_012247536.1	tr|Q9I7I6|Q9I7I6_DROME, tr|Q9VHW0|Q9VHW0_DROME
OG0018203	XP_012247505.1, XP_033179714.1	tr|Q9VRN1|Q9VRN1_DROME
OG0018204	XP_033179640.1, XP_033179639.1, XP_012247224.1, XP_012247226.1	tr|A0A0B4KHX7|A0A0B4KHX7_DROME
OG0018205	XP_033179637.1, XP_012247229.1, XP_033179638.1, XP_024226973.1	tr|Q9VKD0|Q9VKD0_DROME
OG0018207	XP_012247210.1, XP_003493580.1, XP_012247208.1, XP_033179622.1	tr|Q7K3T3|Q7K3T3_DROME
OG0018208	XP_033179552.1, XP_033179551.1, XP_012247079.1, XP_012247080.1	sp|Q8T0G4|CONU_DROME
OG0018209	XP_012247026.1, XP_033179531.1, XP_012247025.1	tr|A8DWJ8|A8DWJ8_DROME
OG0018210	XP_033179503.1, XP_003493347.1, XP_033179504.1, XP_033179502.1	tr|Q9VNI5|Q9VNI5_DROME
OG0018212	XP_012246935.1, XP_033179464.1, XP_033179466.1, XP_033179465.1	tr|A0A0B4KF40|A0A0B4KF40_DROME
OG0018214	XP_033179385.1, XP_012246721.1, XP_033179384.1, XP_012246722.1	tr|M9PC26|M9PC26_DROME
OG0018215	XP_012246717.1, XP_033179375.1, XP_012246715.1, XP_012246716.1	sp|Q9XTN2|IRS1_DROME
OG0018218	XP_033174628.1, XP_012236275.1, XP_003486444.1, XP_033179213.1	tr|Q9VY97|Q9VY97_DROME
OG0018219	XP_003492896.3	tr|A1Z8Q0|A1Z8Q0_DROME, tr|Q8SZP2|Q8SZP2_DROME, tr|Q9VB95|Q9VB95_DROME, tr|Q9VB86|Q9VB86_DROME
OG0018220	XP_012246151.1, XP_033179123.1, XP_033179125.1, XP_033179124.1	tr|A8DYY1|A8DYY1_DROME
OG0018221	XP_024226298.1, XP_012245952.1, XP_033179007.1, XP_024226299.1	sp|Q9VSU7|USE1_DROME
OG0018222	XP_033178989.1, XP_033178992.1, XP_033178990.1, XP_033178991.1	tr|Q9VU34|Q9VU34_DROME
OG0018227	XP_033178663.1	tr|Q7KT67|Q7KT67_DROME, tr|Q9W1U2|Q9W1U2_DROME, tr|Q8IP32|Q8IP32_DROME, tr|Q4V459|Q4V459_DROME
OG0018231	XP_003490350.1, XP_033178268.1, XP_033178267.1	tr|M9PDQ9|M9PDQ9_DROME, tr|Q8IPV2|Q8IPV2_DROME
OG0018232	XP_033178264.1, XP_003491788.1, XP_012244487.1, XP_033178265.1	sp|Q9VLU4|SP28D_DROME
OG0018233	XP_012244337.1, XP_012244336.1, XP_012244335.1, XP_033178130.1	tr|A8JNT1|A8JNT1_DROME
OG0018234	XP_033178096.1, XP_033178094.1, XP_033178095.1	tr|Q9VYJ3|Q9VYJ3_DROME, tr|Q9VFA8|Q9VFA8_DROME
OG0018235	XP_033178063.1, XP_012241011.1, XP_033176576.1, XP_003489462.1	tr|E1JJG7|E1JJG7_DROME
OG0018239	XP_012243993.1, XP_033178013.1, XP_012243994.1	tr|Q9VJI1|Q9VJI1_DROME, sp|P19967|CYB5R_DROME
OG0018241	XP_003491438.1, XP_033177960.1, XP_033177961.1, XP_024224984.1	tr|Q7JVS8|Q7JVS8_DROME
OG0018242	XP_033177942.1, XP_024224948.1, XP_033177943.1, XP_012243878.1	tr|Q9VD68|Q9VD68_DROME
OG0018246	XP_033177829.1, XP_012243616.1, XP_003491282.1	sp|Q7K2B0|RRP8_DROME
OG0018247	XP_024224801.1, XP_033177738.1, XP_024224800.1, XP_024224803.1	tr|E1JGK3|E1JGK3_DROME
OG0018249	XP_033177675.1, XP_033177674.1, XP_024224714.1, XP_024224715.1	tr|Q9VFI0|Q9VFI0_DROME
OG0018251	XP_024224610.1, XP_003490955.3, XP_033177601.1, XP_024224609.1	tr|A0A384ZD34|A0A384ZD34_DROME
OG0018252	XP_012242902.1, XP_003490891.1, XP_033177563.1, XP_012242901.1	tr|A0A0B4KG66|A0A0B4KG66_DROME
OG0018253	XP_024224516.1, XP_012242931.1, XP_012242933.1, XP_033177558.1	tr|M9PET2|M9PET2_DROME
OG0018254	XP_033177388.1, XP_033177387.1, XP_012242625.1, XP_003490741.1	tr|Q7K4D1|Q7K4D1_DROME
OG0018255	XP_024224265.1, XP_012242548.1, XP_003490602.1, XP_033177315.1	sp|Q9VVN2|RT26_DROME
OG0018256	XP_033177261.1, XP_033177260.1, XP_033177262.1	tr|Q9VKB8|Q9VKB8_DROME, tr|Q9W3K9|Q9W3K9_DROME
OG0018257	XP_012242365.1, XP_024224143.1, XP_003490457.1, XP_033177247.1	tr|Q9W3N0|Q9W3N0_DROME
OG0018259	XP_003490305.2, XP_033177191.1	tr|Q9VM18|Q9VM18_DROME, tr|C9QPE7|C9QPE7_DROME, tr|Q9Y119|Q9Y119_DROME
OG0018260	XP_003490285.3, XP_003486794.2, XP_012247154.1, XP_024226933.1	tr|Q9V3N9|Q9V3N9_DROME
OG0018263	XP_012242012.1, XP_033177060.1, XP_033177059.1, XP_012242014.1	tr|Q9VWJ1|Q9VWJ1_DROME
OG0018264	XP_033177053.1, XP_012241995.1	tr|Q9VN75|Q9VN75_DROME, tr|Q9W587|Q9W587_DROME, tr|Q9W588|Q9W588_DROME
OG0018265	XP_012241940.3, XP_033176940.1	tr|Q9VWJ0|Q9VWJ0_DROME, tr|Q9V3F9|Q9V3F9_DROME, tr|Q9VWK0|Q9VWK0_DROME
OG0018266	XP_033176895.1, XP_024223758.1, XP_033176894.1, XP_033176896.1	tr|A0A6H2EDG1|A0A6H2EDG1_DROME
OG0018267	XP_033176876.1, XP_012241702.1, XP_033176877.1, XP_012241705.1	sp|P48994|TRPL_DROME
OG0018268	XP_003489856.1, XP_033176821.1, XP_033176822.1, XP_033176823.1	tr|Q8IMK6|Q8IMK6_DROME
OG0018269	XP_033176776.1, XP_012241460.1, XP_033176778.1, XP_033176777.1	tr|Q9W3C6|Q9W3C6_DROME
OG0018270	XP_033176738.1, XP_003489744.1, XP_033176739.1, XP_012241368.1	tr|X2J9Z3|X2J9Z3_DROME
OG0018272	XP_033176681.1, XP_033176682.1, XP_033176683.1, XP_024223493.1	tr|M9NE05|M9NE05_DROME
OG0018273	XP_024223378.1, XP_033176566.1, XP_033176567.1, XP_033176565.1	sp|P10040|CRB_DROME
OG0018274	XP_003489449.1, XP_012241022.1, XP_033176561.1, XP_033176560.1	tr|Q86BL6|Q86BL6_DROME
OG0018275	XP_033176557.1, XP_033176558.1, XP_033176556.1, XP_012240930.1	tr|Q9VU46|Q9VU46_DROME
OG0018276	XP_012241007.1, XP_033176550.1, XP_012241008.1	sp|Q9W1H4|DNLI1_DROME
OG0018277	XP_003489498.1, XP_033176540.1, XP_012240946.1, XP_033176541.1	sp|O18391|KRAK_DROME
OG0018278	XP_003489466.1, XP_024223358.1, XP_033176539.1, XP_033176538.1	tr|Q9VQI1|Q9VQI1_DROME
OG0018279	XP_024223391.1, XP_033176530.1, XP_003489470.2, XP_024223390.1	sp|Q27421|OSP_DROME
OG0018281	XP_024223218.1, XP_024223219.1, XP_012240876.1, XP_033176485.1	tr|Q9VZP9|Q9VZP9_DROME
OG0018283	XP_012240570.1, XP_012240571.1, XP_003489184.2, XP_033176423.1	tr|Q0E8X7|Q0E8X7_DROME
OG0018284	XP_012240586.1, XP_033176412.1, XP_024223108.1	sp|Q7JX57|EMRE_DROME, tr|M9NEV9|M9NEV9_DROME
OG0018285	XP_012240620.1, XP_003489257.1, XP_033176390.1, XP_033176391.1	tr|Q9W2M4|Q9W2M4_DROME
OG0018288	XP_033176341.1, XP_033176342.1, XP_012240375.1, XP_012240376.1	tr|Q7KTB0|Q7KTB0_DROME
OG0018289	XP_012240395.1, XP_033176336.1, XP_003489126.1, XP_003486024.1	sp|Q9VZ49|ENDOU_DROME
OG0018291	XP_012240300.1, XP_003488987.1, XP_033176288.1, XP_012240299.1	tr|Q960E4|Q960E4_DROME
OG0018293	XP_033176249.1, XP_003488955.1, XP_033176250.1, XP_033176251.1	tr|Q95RP1|Q95RP1_DROME
OG0018294	XP_033176233.1, XP_012240151.1, XP_012240152.1, XP_012240153.1	sp|Q08605|GAGA_DROME
OG0018295	XP_024222865.1, XP_012240135.1, XP_033176222.1, XP_024222864.1	tr|Q9VVN7|Q9VVN7_DROME
OG0018296	XP_024222779.1, XP_012240035.1, XP_033176199.1, XP_003488870.1	sp|Q9VVH9|SO74D_DROME
OG0018297	XP_012239986.1, XP_012239987.1, XP_012239985.1, XP_033176187.1	tr|Q9VLN0|Q9VLN0_DROME
OG0018298	XP_003488889.1, XP_033176174.1, XP_003488887.1, XP_012239974.1	tr|Q9VIH1|Q9VIH1_DROME
OG0018299	XP_033176126.1, XP_012239900.1, XP_033176125.1	sp|P21525|FOSLA_DROME
OG0018300	XP_024222687.1, XP_012239855.1, XP_033176096.1, XP_033176095.1	tr|Q7K4H1|Q7K4H1_DROME
OG0018301	XP_033176073.1, XP_012239843.1, XP_033176072.1, XP_012239844.1	tr|Q9V3E9|Q9V3E9_DROME
OG0018302	XP_003488211.1, XP_033175862.1, XP_024222347.1	sp|Q8MKL1|U598_DROME
OG0018303	XP_012239113.1, XP_033175858.1, XP_024222332.1, XP_003488223.1	tr|Q8MSI2|Q8MSI2_DROME
OG0018308	XP_012239058.1, XP_033175690.1, XP_033175691.1, XP_033175692.1	sp|Q9VQ36|FRITZ_DROME
OG0018309	XP_024222199.1, XP_024222198.1, XP_033175672.1, XP_024222197.1	tr|Q9VG43|Q9VG43_DROME
OG0018311	XP_033175584.1, XP_003487800.1, XP_012238407.1, XP_012238404.1	tr|A0A126GV06|A0A126GV06_DROME
OG0018312	XP_012238402.1, XP_024222016.1, XP_003487863.1, XP_033175583.1	tr|Q8IMS5|Q8IMS5_DROME
OG0018314	XP_012238229.1, XP_033175516.1, XP_003487704.1, XP_012238226.1	tr|A0A0B4KI51|A0A0B4KI51_DROME
OG0018315	XP_024221846.1, XP_033175513.1, XP_024221847.1, XP_012238260.1	sp|P41073|PEP_DROME
OG0018317	XP_033175486.1, XP_003487679.1, XP_012238208.1, XP_012238210.1	tr|A8DYE0|A8DYE0_DROME
OG0018319	XP_003487659.2, XP_033175472.1, XP_033175473.1, XP_033175471.1	tr|A0A0B4KGN9|A0A0B4KGN9_DROME
OG0018320	XP_012238033.1, XP_024221697.1, XP_033175380.1, XP_003487550.2	tr|Q9VQ60|Q9VQ60_DROME
OG0018322	XP_003487426.1, XP_033175273.1, XP_033175271.1, XP_033175272.1	tr|Q8IQ55|Q8IQ55_DROME
OG0018327	XP_003487184.1, XP_012237512.1, XP_033175156.1	sp|P30432|FUR2_DROME
OG0018328	XP_033175125.1, XP_033175126.1	tr|D1YSG4|D1YSG4_DROME
OG0018329	XP_024221369.1, XP_024221370.1, XP_033175117.1, XP_003487194.3	sp|Q8IRC7|AWH_DROME
OG0018331	XP_024221273.1, XP_033175050.1, XP_012237442.1	tr|Q9VRW9|Q9VRW9_DROME, tr|Q9VRW7|Q9VRW7_DROME
OG0018333	XP_033175036.1, XP_033175035.1, XP_033175037.1, XP_033175034.1	tr|Q9VYU8|Q9VYU8_DROME
OG0018334	XP_024221217.1, XP_033175003.1, XP_024221216.1, XP_033175002.1	tr|Q9VB15|Q9VB15_DROME
OG0018335	XP_012237035.1, XP_024221140.1, XP_033174984.1, XP_024221142.1	tr|M9PF78|M9PF78_DROME
OG0018339	XP_012236476.1	sp|Q24423|NOC_DROME
OG0018339	XP_033174706.1, XP_003486600.1	sp|Q9VJS8|ELBOW_DROME
OG0018340	XP_012236398.1, XP_033174702.1, XP_003486519.1	tr|Q9W4J1|Q9W4J1_DROME
OG0018344	XP_033174443.1, XP_033174444.1, XP_033174441.1, XP_033174442.1	sp|P10180|CUT_DROME
OG0018345	XP_012249952.1, XP_012249951.1, XP_012249948.1, XP_033174257.1	sp|P25822|PUM_DROME
OG0018347	XP_024228334.1, XP_024228333.1, XP_033180779.1	tr|Q9VNU3|Q9VNU3_DROME, tr|Q9W4E4|Q9W4E4_DROME
OG0018349	XP_033180741.1, XP_033180739.1, XP_033180740.1, XP_003485829.1	tr|Q9W0D8|Q9W0D8_DROME
OG0018350	XP_033180679.1, XP_012249422.1, XP_012249418.1, XP_003485634.1	tr|Q9VSZ4|Q9VSZ4_DROME
OG0018352	XP_033180589.1, XP_012249255.1, XP_024228080.1, XP_012249254.1	sp|P13055|E75BB_DROME
OG0018353	XP_033180363.1, XP_012248096.1, XP_003485371.1, XP_012248092.1	sp|P16554|NUMB_DROME
OG0018354	XP_033180140.1, XP_033180144.1, XP_033180134.1, XP_033180146.1	tr|B7YZK5|B7YZK5_DROME
OG0018355	XP_012247523.1, XP_003485319.1, XP_024227243.1, XP_033179917.1	tr|Q9W1J0|Q9W1J0_DROME
