Orthogroup	bombus	mouse
OG0010717	XP_003489197.1, XP_012240597.1	BAC41142.1, EDL18594.1, AAH55014.2, BAC31841.1, BAC34012.1, AAH46482.3, NP_849246.2, sp|Q8BHH9.1|T179A_MOUSE
OG0010718	XP_012240576.1, XP_012240575.1, XP_012240574.1, XP_003489215.1	NP_071292.1, AAF78453.1, AAH27744.1, sp|Q9JJ28.1|FLII_MOUSE, AAL36557.1, NP_001289136.1
OG0010719	XP_012240458.1, XP_003489083.1	sp|Q921L3.1|TMCO1_MOUSE, AAH19761.1, AAH20098.1, EDL39183.1, NP_001034572.1, EDL39184.1, BAC29856.1, AAH11457.1
OG0010720	XP_012240431.1	EDL33721.1, EDL33723.1, BAB31698.1, BAB22904.1, EDL33722.1, AAH28428.1, XP_006534100.1, NP_080819.2, sp|Q9D1F5.1|MRNIP_MOUSE
OG0010721	XP_012239840.1	CAD31792.1, EDL30409.1, XP_006503082.1, EDL30408.1, NP_766288.1, AAI38579.1, sp|Q80W54.2|FACE1_MOUSE, BAC38953.1, AAK38172.1
OG0010722	XP_012239285.1	AAK18789.1, BAC41182.1, NP_113580.2, sp|Q923B1.2|DBR1_MOUSE, EDL21014.1, NP_001355227.1, BAC36948.1, AAH06661.1, BAC34064.1
OG0010723	XP_003488040.2	BAC29661.1, AAH99948.1, BAC35495.1, pdb|2KZR|A, EDL39737.1, AAI39035.1, NP_848806.2, sp|Q8CB27.1|OTU1_MOUSE, BAC29646.1
OG0010724	XP_003487821.1, XP_012238672.1	EDL14722.1, sp|Q9D8C3.2|ALG13_MOUSE, EDL10874.1
OG0010725	XP_012238579.1, XP_003487934.1	BAE29768.1, NP_598698.1, BAE37248.1, EDK99488.1, AAH10582.1, sp|Q91VR8.1|BRK1_MOUSE, BAC25616.1, BAE38874.1
OG0010726	XP_012238306.1	BAC98282.1, NP_938050.1, AAI25426.1, EDL11489.1, XP_006531147.1, AAI20746.1, sp|Q7TSQ8.1|PDPR_MOUSE, AAP20649.1
OG0010727	XP_012238265.1, XP_012238264.1, XP_012238263.1, XP_003487722.1	EDL32507.1, EDL32506.1, BAC34678.1, pdb|4K17|B, pdb|4K17|A, pdb|4K17|D, pdb|4K17|C
OG0010728	XP_012237730.1	AAI14351.1, NP_001355170.1, EDL31149.1, EDL31150.1, EDL35905.1, AAH05775.1, NP_647452.1, BAC25372.1, sp|Q99JP4.1|CDC26_MOUSE
OG0010729	XP_003487386.2	sp|Q9CR41.3|HYPK_MOUSE, BAE40389.1, EDL28062.1, NP_080594.2, AAH38469.1, BAB22870.2, EDL28063.1, AAH21588.1, BAB26075.2
OG0010730	XP_003486941.1, XP_012237218.1, XP_012237219.1	BAC29502.1, BAC29620.1, XP_030099887.1, AAC53303.1, sp|O35598.2|ADA10_MOUSE, EDL26211.1, NP_031425.2
OG0010731	XP_012237119.1	BAE42903.1, BAC31393.1, AAH99669.1, AAI32344.1, EDL00030.1, NP_780648.1, BAC34119.1, AAI37740.1, sp|Q499X9.2|SYMM_MOUSE
OG0010732	XP_012236984.1	BAC25176.1, NP_663428.2, EDL00966.1, XP_006517424.1, EDL00965.1, sp|Q8R1J3.2|ZCHC9_MOUSE, AAH24496.1, BAC32099.1, XP_017171080.1
OG0010733	XP_012236739.1, XP_012236737.1	NP_598760.1, EDL04966.1, AAH15295.1, AAH31887.1, EDL04967.1, BAE42839.1, sp|Q91WF7.1|FIG4_MOUSE
OG0010734	XP_012236245.1	BAE27879.1, NP_001028447.1, NP_001333714.1, AAI71972.1, AAI41303.1, sp|Q3UHH8.2|GXLT1_MOUSE, NP_001343935.1, EDL04286.1
OG0010735	XP_003486344.1, XP_012236138.1	XP_030106284.1, XP_030106285.1, AAH57678.1, sp|Q6PF93.1|PK3C3_MOUSE, NP_852079.2, EDK97021.1
OG0010736	XP_012250252.1, XP_003486152.1	BAC65510.1, XP_006506853.1, XP_036008302.1, sp|Q80U56.2|AVL9_MOUSE, AAI17879.1, NP_084511.1, XP_036008301.1, EDL04714.1
OG0010737	XP_003486080.2	pdb|6W1S|Z, BAB24169.1, sp|Q9CXU1.2|MED31_MOUSE, EDL12666.1, NP_080344.2, BAB29102.1, AAH51929.1
OG0010738	XP_012249897.1	NP_001350910.1, AAH34517.1, BAE26794.1, AAB58296.1, EDL23140.1, BAC38607.1, sp|O08811.2|ERCC2_MOUSE, NP_031975.2, BAB23443.1
OG0010739	XP_012249715.1, XP_003485757.1	XP_006522181.1, XP_006522183.1, sp|Q8BTP0.2|PIGZ_MOUSE, XP_006522182.1, EDK97759.1, NP_766410.2, AAI17749.1, BAC40783.1
OG0010740	XP_012249518.1	BAC34143.1, XP_011242177.1, BAE37216.1, BAC30271.1, EDL36842.1, BAC30675.1, NP_848882.2, sp|Q8BS35.1|ALKMO_MOUSE, EDL36843.1
OG0010741	XP_003485642.1, XP_012249463.1	sp|P58021.1|TM9S2_MOUSE, AAH03862.1, BAC40645.1, NP_542123.3, XP_036014728.1, EDL00619.1, BAC33215.1
OG0010742	XP_012249347.1	BAE38856.1, EDL11057.1, NP_001157132.1, XP_030099733.1, AAK57483.1, AAH34838.1, NP_081556.3, AAK27485.1, sp|Q99MH6.1|NKD1_MOUSE
OG0010743	XP_012244788.1	NP_001343314.1, AAI72027.1, AAI47293.1, AAI47292.1, BAB32307.1, sp|Q9CR10.1|OXLD1_MOUSE, BAB25299.1, NP_079836.1, EDL34750.1
OG0010744	XP_003485154.1, XP_012244147.1	XP_006522726.1, BAE33184.1
OG0010745	XP_012240503.1, XP_012240496.1	AAI14638.1, sp|Q8CF89.2|TAB1_MOUSE, BAC43729.1, AAH54369.1, NP_079885.2, AAH41110.1, EDL04612.1, XP_006521322.1, AAH27054.1
OG0010746	XP_012239809.1	XP_006496923.1, XP_030110253.1, sp|Q9R1A8.2|COP1_MOUSE, AAH82804.1, EDL39349.1, NP_036061.1, AAD51094.2, AAI58003.1, NP_001347807.1
OG0010747	XP_012237541.1, XP_003484725.1	XP_006498006.1, BAE34621.1, BAE40080.1, NP_659134.1, EDL08499.1, AAH05624.1, sp|Q3TQI7.2|TLS1_MOUSE, BAE37395.1
OG0010748	XP_012236679.1, XP_003484708.2, XP_012236695.1, XP_012236686.1	XP_030099043.1, NP_082822.1, sp|Q9D9H8.3|CB069_MOUSE, EDL20385.1, EDL00048.1, BAB24787.1
OG0010749	XP_012242106.1, XP_012242041.1	NP_001390132.1, EDL24277.1, NP_899134.2, sp|Q8C4U2.1|TM145_MOUSE, BAC38124.1, EDL24276.1, NP_001390131.1, XP_030098552.1, XP_006540177.1
OG0010750	XP_003492933.1	AAG44253.1, BAC36967.1, EDL07973.1, AAF66696.1, NP_067280.1, sp|Q9JLR1.3|S61A2_MOUSE, AAH05458.1
OG0010751	XP_003492915.1	EDL10424.1, NP_001035115.1, AAI39010.1, sp|Q5SUC9.1|SCO1_MOUSE, AAI39009.1, BAE24044.1, BAE39409.1, XP_006533784.1
OG0010752	XP_003492863.1	XP_030110248.1, AAH96038.1, BAC26728.1, XP_006504003.1, NP_776125.2, sp|Q4VBD2.2|TAPT1_MOUSE, EDL37609.1
OG0010753	XP_003492860.1	AAH51078.1, BAB30795.3, EDK97285.1, sp|Q3UZW7.1|EF2KT_MOUSE, BAE21738.1, NP_081722.1, BAE37370.1
OG0010754	XP_003492763.1	pdb|4ZP4|B, pdb|4ZP4|D, pdb|4ZQD|D, pdb|4ZPH|D, pdb|4ZPH|B, pdb|4ZQD|B, pdb|6E3U|B, pdb|6E3S|B, pdb|6E3T|B, pdb|4ZPK|B
OG0010755	XP_003492720.1	BAE33663.1, BAC36927.1, AAH26571.1, AAH23732.1, NP_710147.1, sp|Q8BVL3.2|SNX17_MOUSE, XP_011239035.1, BAC37004.1, EDL37347.1
OG0010756	XP_003492533.1	BAB25497.1, EDL12564.1, AAH25057.1, BAE43156.1, NP_079673.2, sp|Q9D8C6.1|MED11_MOUSE, CAM28187.1, pdb|6W1S|H, EDL12563.1
OG0010757	XP_003492265.1	AAA83775.1, AAC53034.1, BAC40242.1, EDL38637.1, AAH51160.1, AAB88445.1, sp|P54276.3|MSH6_MOUSE, AAH51634.1, NP_034960.1
OG0010758	XP_003492165.1	sp|Q9D8S4.2|ORN_MOUSE, NP_001344430.1, EDL25703.1, NP_077195.2, BAB25219.2, BAE43110.1, BAE29442.1, BAE42568.1, AAH03445.1
OG0010759	XP_003491970.1	EDL00329.1, NP_067358.1, AAH50898.1, AAH51948.1, sp|Q9JKY0.1|CNOT9_MOUSE, AAF61701.1, BAB23752.1
OG0010760	XP_003491775.1	AAH10780.1, BAE34584.1, EDL19271.1, sp|Q9DCH2.1|POP7_MOUSE, NP_083029.1, AAK28826.1, BAE36826.1, BAB22355.1
OG0010761	XP_003491774.1	sp|Q99LC2.1|CSTF1_MOUSE, BAC34379.1, XP_030107848.1, XP_006500135.2, EDL06602.1, NP_077161.1, AAH03440.1, BAE26180.1, EDL06603.1
OG0010762	XP_003491727.1	BAB26770.1, AAH27628.1, sp|Q9CQE6.1|ASF1A_MOUSE, EDL05093.1, BAB25269.1, BAB28198.1, EDL05091.1, BAC40457.1, NP_079817.1
OG0010763	XP_003491306.1	sp|Q9DBB4.1|NAA16_MOUSE, NP_080108.1, BAE31267.1, AAH52445.1, BAB23782.1, EDL35211.1, AAO33713.1, NP_444319.3
OG0010764	XP_003491284.1	BAE34720.1, sp|Q8BWP8.1|B4GA1_MOUSE, AAH69927.1, EDL33089.1, BAC39041.1, EDL33090.1, BAC34203.1, NP_780592.1, AAH02191.1
OG0010765	XP_003491249.1	AAH67029.1, EDL41088.1, BAE21890.1, NP_742012.2, XP_006516889.1, sp|Q8BU30.2|SYIC_MOUSE, BAC40081.1
OG0010766	XP_003491171.1	BAE42633.1, sp|P54822.2|PUR8_MOUSE, EDL04592.1, AAH20187.1, BAC33717.1, BAC34529.1, NP_033764.2, BAE40720.1, BAE30940.1
OG0010767	XP_003490811.1	BAC35872.1, BAC31725.1, AAH26514.1, BAE21025.1, CAA63428.1, sp|P70279.1|SURF6_MOUSE, NP_033324.1, EDL08334.1, EDL08333.1
OG0010768	XP_003490808.1	BAC25874.1, sp|Q99J83.1|ATG5_MOUSE, NP_444299.1, AAH02166.1, BAB33383.1, XP_011241410.1, EDL05030.1, AXY94487.1
OG0010769	XP_003490604.1	BAE23255.1, BAE26981.1, EDL33204.1, sp|Q3UVL4.2|VPS51_MOUSE, NP_001074510.1, BAB29217.1, EDL33203.1, AAI18931.1, AAI18932.1
OG0010770	XP_003490540.1	EDL41878.1, pdb|6JLE|A, BAE34916.1, sp|Q6PGF2.1|MORN4_MOUSE, BAE32407.1, XP_030106757.1, NP_932776.1, EDL41879.1
OG0010771	XP_003490515.1	BAC25055.1, BAB29991.1, BAB25342.1, sp|Q8BTE0.2|SDHF4_MOUSE, EDL14406.1, NP_080779.2, BAB23255.1, AAH28981.1
OG0010772	XP_003490473.1	AAH17682.1, BAE28260.1, NP_061253.2, AAG10198.2, EDL19976.1, BAE28444.1, sp|Q9ERA6.1|TFP11_MOUSE, BAE36218.1
OG0010773	XP_003490424.1	XP_030100589.1, AAH64818.1, BAE22259.1, EDL21315.1, sp|Q9ESJ4.2|SPN90_MOUSE, AAF36503.2, NP_109654.2, XP_006511923.1
OG0010774	XP_003490415.1	BAE32040.1, BAE35686.1, EDL26291.1, EDL01584.1, AAH89481.1, AAH03885.1, NP_941011.1, sp|Q99L28.1|RLP24_MOUSE, BAE37944.1
OG0010775	XP_003490299.1	EDL00796.1, BAE26631.1, AAA64831.1, sp|Q03147.2|CDK7_MOUSE, BAE40231.1, AAH68160.1, NP_034004.2, AAI41044.1
OG0010776	XP_003490141.1	BAC30912.1, BAB26988.1, AAH49091.1, BAE26018.1, EDL14559.1, AAH50812.1, sp|Q9CWN7.1|CNO11_MOUSE, NP_082319.1, BAE39526.1
OG0010777	XP_003490138.1	AAD38045.1, EDL38620.1, AAH23013.1, sp|O70333.1|CRIPT_MOUSE, BAB23596.1, AAH02258.1, BAB25719.1, BAC26438.1, NP_064320.1
OG0010778	XP_003490036.1	BDB45829.1, NP_081215.1, BAB25021.1, XP_036018049.1, BAC25123.1, UFQ05572.1
OG0010779	XP_003490029.1	XP_036015620.1, BAE41730.1, AAH55781.1, AAH34110.1, sp|B2RS91.1|RRN3_MOUSE, EDK97372.1, AAI38775.1, AAI38777.1, NP_001034610.1
OG0010780	XP_003489941.1	AAI38992.1, EDL11855.1, AAI38993.1, sp|Q3UX43.2|AN13C_MOUSE, NP_001013828.1, BAE22720.1
OG0010781	XP_003489935.1	sp|O70378.1|EMC8_MOUSE, BAE36396.1, AAH09103.1, BAC31338.1, NP_035056.1, AAC12933.1, EDL11641.1, BAE25280.1, BAE37640.1
OG0010782	XP_003489811.1	AAH55458.1, BAE36778.1, AAH94542.1, BAC65577.1, BAC36256.1, sp|Q8BIG4.1|FBX28_MOUSE, EDL13109.1, BAC36929.1, NP_780336.1
OG0010783	XP_003489765.1	pdb|3KIO|C, AAH24333.1, pdb|3P5J|C, NP_080892.1, sp|Q9CQ18.1|RNH2C_MOUSE, BAB27694.1, EDL33152.1, AAO49175.1, BAB31401.1
OG0010784	XP_003489756.1	EDL23480.1, NP_109640.1, BAC29375.1, sp|Q9JJN0.1|POLH_MOUSE, BAA97570.1, BAA97585.1, AAI28367.1, NP_001351876.1
OG0010785	XP_003489694.1	sp|Q8VHD6.1|GTR10_MOUSE, AAK38739.1, AAI37918.1, NP_569718.1, AAI37921.1, EDL06465.1, BAC34861.1
OG0010786	XP_003489641.1	AAA97574.1, sp|P49442.2|INPP_MOUSE, EDK99980.1, XP_011236743.1, BAC37245.1, XP_036018134.1, XP_011236744.1, NP_032410.2, AAH25072.1
OG0010787	XP_003489595.1	XP_030104970.1, EDK97835.1, AAI11900.1, NP_766411.1, BAC26972.1, sp|Q8BMN4.1|LMLN_MOUSE, AAI12429.1, EDK97833.1, EDK97834.1
OG0010788	XP_003489583.1	EDK97458.1, NP_075837.3, sp|Q9ERB0.1|SNP29_MOUSE, BAB24850.1, BAE28177.1, AAG32076.1, AAH30066.1, BAC30277.1, BAB23769.1
OG0010789	XP_003489534.1	EDL30514.1, EDL30512.1, EDL30513.1, NP_080877.3, AAI00402.1, AAH24619.1, sp|Q8R1F5.2|HYI_MOUSE, EDL30515.1
OG0010790	XP_003489511.1	pdb|2A2P|A, AAH19742.1, AAK95398.1, BAC29028.2, sp|Q8VHC3.3|SELM_MOUSE, BAE43327.1, BAE43252.1, AAI47334.1, AAI47333.1, NP_444497.1
OG0010791	XP_003489507.1	EDL22256.1, EDL22257.1, sp|Q5U4D9.1|THOC6_MOUSE, AAH89551.1, EDL22255.1, NP_001344309.1, XP_030105746.1, NP_001008425.1, AAH85131.1
OG0010792	XP_003489463.1	AAG40734.1, AAH11142.1, NP_075027.1, sp|Q9EQ61.1|PESC_MOUSE, AAH04844.1, BAC40599.1, EDL40450.1, BAC26278.1, EDL08729.1
OG0010793	XP_003489447.1	EDL17643.1, BAE41911.1, BAE28428.1, NP_001347811.1, AAH17158.1, sp|Q91W34.1|RUSF1_MOUSE, EDL17644.1, BAE29003.1, NP_663565.2
OG0010794	XP_003489391.1	AAH02247.1, EDL15805.1, BAC28941.1, BAB23498.2, NP_077224.1, sp|Q8VE18.1|SMG8_MOUSE, AAH20005.1, BAC27255.1, EDL15806.1
OG0010795	XP_003489262.1	EDL21234.1, NP_082645.1, EDL21233.1, AAH58717.1, BAB28823.1, sp|Q6PDG8.3|MON1A_MOUSE, AAH48852.1, BAE43102.1
OG0010796	XP_003489203.1	EDL31367.1, AAI19385.1, CAA66996.1, NP_035081.3, XP_006528809.1, sp|P70259.1|GP143_MOUSE, AAF89756.1, AAI37814.1, AAC52890.1, BAC28141.1
OG0010797	XP_003488964.1	BAB22700.1, BAB26417.1, NP_081036.2, sp|Q9D735.1|TRIR_MOUSE, XP_030099608.1, XP_030099607.1, EDL10986.1, AAH23284.1, AAH29622.1
OG0010798	XP_003488523.1	AAC52592.1, EDL00581.1, BAE26900.1, BAE28450.1, pdb|3IEG|B, pdb|3IEG|A, NP_032955.2, sp|Q91YW3.1|DNJC3_MOUSE, AAH13766.1
OG0010799	XP_003488398.1	sp|Q8K114.1|INT9_MOUSE, NP_700463.3, AAH28953.1, AAH55700.1, BAE23199.1, NP_001240660.1, BAC36917.1, EDL36037.1, BAE29371.1
OG0010800	XP_003488225.1	EDL32983.1, BAC32259.1, NP_079805.1, BAB26447.1, AAH56443.1, sp|Q9CR24.1|NUDT8_MOUSE, BAB22224.1, EDL32984.1, BAE41549.1
OG0010801	XP_003488131.1	BAE40038.1, BAA95095.1, BAE34761.1, AAH21397.1, EDL25686.1, AAC52662.1, NP_035882.1, BAE39868.1, sp|Q62384.1|ZPR1_MOUSE
OG0010802	XP_003488110.1	BAB31910.1, AAH17622.1, AAH31135.1, AAH49106.1, EDK99320.1, XP_036008293.1, XP_006506832.1, NP_084357.2, sp|Q80Y56.1|RBNS5_MOUSE
OG0010803	XP_003487899.1	BAB23364.1, sp|Q9DC60.1|UBIA1_MOUSE, AAH15303.1, BAC37276.2, NP_082149.1, EDL14817.1, AAH71203.1
OG0010804	XP_003487854.1	NP_598714.1, sp|Q921M3.1|SF3B3_MOUSE, XP_006530581.1, AAH11412.1, AAH42580.1, EDL11472.1, AAI39016.1, AAI39017.1, BAC40248.1
OG0010805	XP_003487851.1	EDL21995.1, AAH23454.1, AAB97624.1, AAI10678.1, EDL21992.1, sp|O35857.2|TIM44_MOUSE, AAI17524.1, AAI17525.1, NP_035722.2
OG0010806	XP_003487824.1	pdb|2AQX|A, pdb|2AQX|B, XP_036021593.1, EDL27969.1, AAH27291.1, NP_666237.1, sp|Q8R071.1|IP3KA_MOUSE
OG0010807	XP_003487817.1	EDL09017.1, sp|Q6PB44.2|PTN23_MOUSE, NP_001074512.1, XP_030099856.1, BAD32456.1, AAH59902.1, AAH06582.1, AAH22721.1, XP_011241233.1
OG0010808	XP_003487802.1	sp|Q8BX37.2|ACP7_MOUSE, XP_006539513.1, NP_780528.2, AAI32376.1, BAC33559.1, XP_006539512.1, AAH94908.1, XP_006539510.1, EDL24127.1, AAI38308.1
OG0010809	XP_003487600.1	BAB23865.1, AAH42623.1, BAC31285.1, BAB31260.1, AAH50880.1, EDL20402.1, NP_080515.1, BAC31693.1, sp|Q9D328.1|NACHO_MOUSE
OG0010810	XP_003487509.1	NP_032023.1, EDL34471.1, XP_006532249.1, BAA08659.1, sp|Q61578.1|ADRO_MOUSE, BAE22000.1, AAH57146.1, AAH71268.1
OG0010811	XP_003487203.1	pdb|1ODH|A, BAA13650.1, AAH66866.1, EDL26359.1, sp|P70348.1|GCM1_MOUSE, NP_032129.2, AAC52822.1, BAE25111.1
OG0010812	XP_003487188.1	BAE38148.1, BAE25630.1, BAC32161.1, BAE43040.1, BAE38441.1, NP_659084.3, EDL32306.1
OG0010813	XP_003487175.1	XP_006506784.1, XP_011239801.1, XP_006506785.1, BAB26886.1, sp|Q9CWV0.1|MASU1_MOUSE, NP_083629.1, EDK98597.1, BAC27589.1, XP_036008279.1
OG0010814	XP_003487167.1	XP_006500539.1, BAC39789.1, sp|Q8BH24.1|TM9S4_MOUSE, BAE36916.1, EDL06015.1, BAC41404.3, BAC40094.1, NP_598608.2, BAC38948.1
OG0010815	XP_003487147.1	BAC25329.1, BAC25583.2, NP_080748.3, EDL39828.1, AAK38160.1, BAC36999.1, AAH58559.1, sp|Q91VE6.1|MK67I_MOUSE, BAB61920.1
OG0010816	XP_003487033.1	EDL35233.1, BAC32267.1, EDL35234.1, sp|Q8R3I3.2|COG6_MOUSE, BAC41470.1, BAE31900.1, BAC27280.1, NP_080501.2
OG0010817	XP_003486844.1	BAC33565.1, sp|Q80XC2.1|TRM61_MOUSE, NP_001093263.1, NP_796348.2, NP_001093262.1, BAC28042.1, AAH51186.1
OG0010818	XP_003486722.1	EDL29269.1, NP_898912.2, NP_001342523.1, sp|Q14AI0.1|DCC1_MOUSE, AAI16834.1, AAI16836.1, AAH99382.1, BAC25201.1
OG0010819	XP_003486586.1	BAE24227.1, AAH22575.1, EDL33291.1, BAE20433.1, NP_598911.1, BAE26795.1, sp|Q7TQI3.2|OTUB1_MOUSE, BAE26339.1, AAH54410.1
OG0010820	XP_003486522.1	XP_030106658.1, NP_058578.3, EDL33117.1, sp|Q9Z315.1|SNUT1_MOUSE, BAA36583.1, AAH28823.1, AAD20645.1, AAH51394.1
OG0010821	XP_003486495.1	BAC40723.2, BAC35898.1, AAD46767.1, BAC36313.1, EDL10146.1, NP_786964.1, AAH29673.1, BAC26429.1, sp|Q9R1C0.1|TAF7_MOUSE
OG0010822	XP_003486476.1	BAB28662.2, EDL11012.1, AAH40087.1, BAB29640.1, NP_079998.1, AAH50139.1, BAE41154.1, BAB30783.1, sp|Q9CR55.1|CP087_MOUSE, EDL13638.1
OG0010823	XP_003486468.1	AAH80777.1, XP_006526219.1, AAH60253.1, EDK97007.1, NP_001136169.1, sp|Q66JT5.2|TPGS2_MOUSE, NP_001004361.2, NP_001136170.1
OG0010824	XP_003486042.1	pdb|3D14|A, pdb|3DJ6|A, pdb|3D15|A, pdb|3DJ7|A, pdb|3D2K|A, pdb|3DJ5|A, pdb|3D2I|A, pdb|3DAJ|A
OG0010825	XP_003486021.1	BAB23943.1, BAE35592.1, sp|P97760.2|RPB3_MOUSE, BAE30257.1, AAH02023.1, NP_033116.2, BAE27415.1, AAH99548.1
OG0010827	XP_003485752.1	BAE33863.1, NP_001074679.1, sp|Q9CY73.3|RM44_MOUSE, BAB31953.1, EDL16270.1, BAE26840.1, BAE30743.1, BAE29642.1, AAH19727.1
OG0010828	XP_003485605.1	pdb|2COS|A, pdb|1WHC|A, NP_666205.1, BAE29564.1, NP_001348973.1, sp|Q922Y1.1|UBXN1_MOUSE, EDL33390.1, AAH06701.1, EDL33391.1
OG0010829	XP_003485602.1	BAE20521.1, AAB09043.1, AAH03262.1, BAC36850.1, XP_036019938.1, sp|Q99LH1.2|NOG2_MOUSE, XP_030109311.1, NP_663527.2, BAE27145.1
OG0010830	XP_003485478.1	sp|Q8BVU5.1|NUDT9_MOUSE, BAE34342.1, BAC36366.1, AAH33921.1, NP_083070.2, XP_006535320.1, XP_030110706.1, EDL20233.1, XP_006535319.1
OG0010831	XP_003485476.1	BAB22466.1, BAE34589.1, NP_071312.1, AAI38512.1, AAI38514.1, sp|P60761.1|NEUG_MOUSE, AAG27519.1, AAH61102.1
OG0010832	XP_003485463.1	EDL00210.1, XP_006496046.1, BAE42889.1, EDL00211.1, sp|Q8BM47.1|PKHM3_MOUSE, NP_001034582.1, XP_006496045.1, BAC28895.1
OG0010833	XP_003485140.1	sp|Q9D920.1|BORC5_MOUSE, EDL10520.1, BAE41262.1, BAB25030.1, BAE30320.1, AAH23059.1, NP_080647.2, BAC40938.1, NP_001163950.1
OG0010835	XP_003485005.1	NP_663340.1, BAC36714.1, NP_001369747.1, sp|Q91XE9.1|CR3L3_MOUSE, BAC34115.1, AAH10786.1, AAH28820.1, EDL31461.1, AAM73673.1
OG0010836	XP_003484783.1	AAH02107.1, BAB27559.1, EDL37620.1, sp|Q8BVI4.2|DHPR_MOUSE, BAC37135.1, BAE38951.1, BAE36516.1, BAE34823.1, NP_077198.1
OG0010837	XP_003484726.1	BAC32954.2, BAC53793.1, AAH05522.1, AAH48955.1, NP_780367.2, EDL21494.1, sp|Q5XG71.2|UTP20_MOUSE, AAH84586.1, BAE26506.1
OG0010839	XP_003484436.1	BAE32946.1, sp|Q91VY9.1|ZN622_MOUSE, AAH06964.1, BAE41831.1, NP_653106.1, EDL08906.1, BAC27310.1
OG0011522	XP_033180507.1, XP_033180508.1, XP_033180509.1	NP_001074643.1, AAI47768.1, sp|A2A825.1|CPLN2_MOUSE, pdb|7Q3E|D, EDL13352.1, AAI47766.1
OG0011524	XP_012247697.1, XP_033179826.1, XP_033179827.1	AAI11577.1, AAN04085.1, AAK72955.1, sp|Q923Z4.1|FER3L_MOUSE, NP_277057.1, EDL36872.1
OG0011527	XP_033179626.1, XP_003493579.1	sp|Q8K2Y7.2|RM47_MOUSE, AAH87953.1, NP_083293.1, AAH29173.1, AAH38065.1
OG0011530	XP_024226800.1, XP_033179485.1	AAI58067.1, NP_001350414.1, AAH53401.1, EDL19172.1, AAI47493.1, sp|B9EJR8.1|DAAF5_MOUSE, NP_001074734.1
OG0011533	XP_033178827.1, XP_003492486.1	BAB29815.1, sp|Q8BGS0.1|MAK16_MOUSE, BAC36094.1, BAC36095.1, NP_080729.1, AAH13079.1, EDL32777.1
OG0011536	XP_033178634.1	pdb|6GBD|A, pdb|6GBE|A
OG0011537	XP_012245070.1, XP_024225650.2, XP_024225651.1, XP_033178553.1, XP_033178552.1	XP_006530034.1, XP_017168525.1, XP_036010489.1
OG0011538	XP_012244923.1, XP_033178456.1, XP_003492107.1	AAH52072.1, BAC37252.1, AAH27831.1, AAG36941.1, EDL15343.1, NP_291051.1
OG0011539	XP_003491841.2	EDL13325.1, BAC98180.1, NP_776292.1, BAC36140.1, sp|Q8BK67.1|RCC2_MOUSE, XP_036019464.1, XP_006538534.1, AAH86666.1
OG0011541	XP_033177874.1	EDL36332.1, BAE42097.1, AAH11283.1, BAE39980.1, BAB24921.1, sp|Q9JJ93.1|CN119_MOUSE, NP_067412.1, XP_036014667.1, BAA95104.1
OG0011542	XP_033177710.1, XP_012243427.1, XP_012238224.2	pdb|7R84|C, pdb|7R84|A, pdb|7R86|C, pdb|7R84|B, pdb|7R85|A, pdb|7R86|D, pdb|7R84|D
OG0011543	XP_033177603.1	BAE23768.1, BAA75494.1, EDL12710.1, NP_034483.1, sp|Q9Z0R0.3|HASP_MOUSE, BAB00640.1, AAI13149.1, AAK30301.1
OG0011544	XP_012242904.1, XP_033177565.1, XP_003490902.1, XP_033177564.1	pdb|2Z1B|C, pdb|2Z1B|D, pdb|2Z1B|A, pdb|2Z1B|B, BAB21998.1
OG0011547	XP_033177467.1, XP_003490765.1, XP_024224397.1, XP_012242815.1, XP_012242816.1	BAC29609.1, BAC33102.1
OG0011548	XP_024224373.1, XP_033177382.1, XP_033177383.1, XP_033177381.1, XP_003490667.1	sp|Q80ZW2.1|THEM6_MOUSE, AAH47266.1, NP_941009.1, EDL29440.1
OG0011550	XP_003490042.1, XP_033176991.1	EDL36484.1, BAB27418.1, AAI12431.1, AAI11904.1, NP_082479.1, sp|Q9D0R9.1|WDR89_MOUSE
OG0011551	XP_012241691.1, XP_012241692.1, XP_033176881.1	AAQ24165.1, NP_001317631.1, BAC27809.1, XP_006516338.1
OG0011555	XP_003489490.1, XP_033176544.1	sp|Q99JH1.1|RP25L_MOUSE, CAC34588.1, AAH47068.1, NP_081554.2, BAB28723.1, EDL05392.1
OG0011557	XP_003489116.1, XP_033176307.1	BAB26836.1, NP_081465.1, EDL23156.1, EDL23158.1, sp|Q9CWY4.1|GEMI7_MOUSE, EDL23157.1, EDL23159.1, AAH28527.1
OG0011558	XP_024222921.2	BAC26126.1, sp|Q8BGX2.1|TIM29_MOUSE, BAC27040.1, AAH57071.1, NP_848734.1, BAC40114.1, EDL25207.1
OG0011560	XP_033176119.1	BAC38882.1, BAC26747.1, NP_795927.2, BAE28333.1, EDL22038.1, NP_001363971.1, sp|Q8BTF7.2|DNLI4_MOUSE, EDL22040.1
OG0011561	XP_003488593.1, XP_012239754.1, XP_033176048.1	BAB26907.1, AAI20583.1, AAI20557.1, BAE37362.1, sp|Q9CWT6.2|DDX28_MOUSE, NP_082314.2
OG0011562	XP_033175996.1, XP_003488556.2	sp|Q8CFA2.1|GCST_MOUSE, NP_001013836.1, AAI32278.1, CAD26917.1, AAI32280.1, EDL21275.1, XP_011241196.1
