Orthogroup	bombus	finch	fly	mouse
OG0069234				CAA27398.1
OG0069235				CAA31311.1
OG0069236				CAA47143.1
OG0069237				CAJ00127.1
OG0069238				BAD16653.2
OG0069239				BAD16652.2
OG0069240				BAD99133.1
OG0069241				CAA35228.1
OG0069242				CAD37893.1
OG0069243				CAD37892.1
OG0069244				CAD37891.1
OG0069245				CAD37889.1
OG0069246				CAD37888.1
OG0069247				CAD37887.1
OG0069248				CAD37886.1
OG0069249				CAD37885.1
OG0069250				CAD37848.1
OG0069251				CAA79155.1
OG0069252				BAC84974.1
OG0069253				AAY21935.1
OG0069254				AAY21934.1
OG0069255				AAY21927.1
OG0069256				CAI84563.1
OG0069257				CAI84562.1
OG0069258				CAI84561.1
OG0069259				CAI61823.1
OG0069260				CAI61821.1
OG0069261				CAB57815.1
OG0069262				CAA38992.1
OG0069263				CAB51616.1
OG0069264				CAA39110.1
OG0069265				CAA33697.1
OG0069266				CAA24092.1
OG0069267				CAA24090.1
OG0069268				CAA77182.1
OG0069269				CAA77181.1
OG0069270				CAA73041.1
OG0069271				CAA72246.1
OG0069272				CAA73206.1
OG0069273				CAA53923.1
OG0069274				CAA72968.1
OG0069275				CAA72967.1
OG0069276				CAA70299.1
OG0069277				CAA71227.1
OG0069278				CAA71370.1
OG0069279				CAB06625.1
OG0069280				CAB06476.1
OG0069281				CAA69249.1
OG0069282				CAA62299.1
OG0069283				CAA67352.1
OG0069284				CAB01565.1
OG0069285				CAB01549.1
OG0069286				CAA67961.1
OG0069287				CAA67960.1
OG0069288				CAA65761.1
OG0069289				CAA66619.1
OG0069290				CAA40926.1
OG0069291				CAA24225.1
OG0069292				CAA27236.1
OG0069293				CAA27235.1
OG0069294				CAA26296.1
OG0069295				CAA31022.1
OG0069296				CAA24111.1
OG0069297				CAA26658.1
OG0069298				CAA64807.1
OG0069299				CAA64218.1
OG0069300				CAA61917.1
OG0069301				CAA88910.1
OG0069302				CAA54183.1
OG0069303				CAA63352.1
OG0069304				CAA61797.1
OG0069305				CAA60127.1
OG0069306				CAA62440.1
OG0069307				CAA25160.1
OG0069308				CAA27998.1
OG0069309				CAA27423.1
OG0069310				CAA90519.1
OG0069311				CAA31458.1
OG0069312				CAA59986.1
OG0069313				CAA59985.1
OG0069314				CAA83210.1
OG0069315				CAA31455.1
OG0069316				CAA56584.1
OG0069317				CAA57763.1
OG0069318				CAA55791.1
OG0069319				CAA54674.1
OG0069320				CAA86727.1
OG0069321				CAA57703.1
OG0069322				CAA24080.1
OG0069323				CAA86675.1
OG0069324				CAA57822.1
OG0069325				CAA57224.1
OG0069326				CAA45891.1
OG0069327				CAA84585.1
OG0069328				CAA56577.1
OG0069329				CAA56576.1
OG0069330				CAA53532.1
OG0069331				CAA42025.1
OG0069332				CAA83676.1
OG0069333				CAA53479.1
OG0069334				CAA83428.1
OG0069335				CAA53597.1
OG0069336				CAA49672.1
OG0069337				CAA53061.1
OG0069338				CAA48803.1
OG0069339				CAA79632.1
OG0069340				CAA46203.1
OG0069341				CAA80307.1
OG0069342				CAA50040.1
OG0069343				CAA39807.1
OG0069344				CAA37782.1
OG0069345				CAA29566.1
OG0069346				CAA40672.1
OG0069347				CAA34386.1
OG0069348				CAA39920.1
OG0069349				CAA40749.1
OG0069350				CAA38434.1
OG0069351				CAA46522.1
OG0069352				CAA36321.1
OG0069353				CAA37348.1
OG0069354				CAA31958.1
OG0069355				CAA47917.1
OG0069356				CAA40513.1
OG0069357				CAA40515.1
OG0069358				CAA40512.1
OG0069359				CAA32015.1
OG0069360				CAA30371.1
OG0069361				CAA34677.1
OG0069362				CAA43091.1
OG0069363				CAA47900.1
OG0069364				CAA34511.1
OG0069365				CAA26476.1
OG0069366				CAA26475.1
OG0069367				CAA31621.1
OG0069368				CAA29292.1
OG0069369				CAA29291.1
OG0069370				CAA29290.1
OG0069371				CAA34274.1
OG0069372				CAA34273.1
OG0069373				CAA24131.1
OG0069374				CAA24130.1
OG0069375				CAA46581.1
OG0069376				CAA31940.1
OG0069377				CAA41099.1
OG0069378				CAA79602.1
OG0069379				CAA40735.1
OG0069380				CAA40341.1
OG0069381				CAA31300.1
OG0069382				CAA43691.1
OG0069383				CAA43086.1
OG0069384				CAA26843.1
OG0069385				CAA26842.1
OG0069386				CAA31957.1
OG0069387				CAA43688.1
OG0069388				CAA28259.1
OG0069389				CAA34481.1
OG0069390				CAA43550.1
OG0069391				CAA37423.1
OG0069392				CAA37067.1
OG0069393				CAA43668.1
OG0069394				CAA43674.1
OG0069395				CAA34117.1
OG0069396				CAA27422.1
OG0069397				CAA27396.1
OG0069398				CAA27307.1
OG0069399				CAA27397.1
OG0069400				CAA37242.1
OG0069401				CAA24083.1
OG0069402				CAA24082.1
OG0069403				CAD83017.1
OG0069404				CAC42820.1
OG0069405				CAC37694.1
OG0069406				CAB96770.1
OG0069407				CAB77178.1
OG0069408				CAB57282.1
OG0069409				CAB40733.1
OG0069410				BAD91090.1
OG0069411				BAA22620.1
OG0069412				pir||A59495
OG0069413				pir||JC7975
OG0069414				pir||JC7972
OG0069415				pir||JC7970
OG0069416				pir||PT0092
OG0069417				pir||PT0095
OG0069418				pir||PT0091
OG0069419				pir||AJMSQ3
OG0069420				pir||I78890
OG0069421				pir||S58660
OG0069422				pir||PH1481
OG0069423				pir||PH1479
OG0069424				pir||PH1475
OG0069425				pir||PH1471
OG0069426				pir||PH1470
OG0069427				pir||PH1469
OG0069428				pir||PH1468
OG0069429				pir||PH1467
OG0069430				pir||PH1466
OG0069431				pir||PH1464
OG0069432				pir||PH1463
OG0069433				pir||PH1462
OG0069434				pir||PH1461
OG0069435				pir||PH1459
OG0069436				pir||PH1458
OG0069437				pir||PH1457
OG0069438				pir||PH1455
OG0069439				pir||PH1454
OG0069440				pir||PH1453
OG0069441				pir||PH1452
OG0069442				pir||PH1450
OG0069443				pir||PH1449
OG0069444				pir||PH1448
OG0069445				pir||PH1443
OG0069446				pir||PH1441
OG0069447				pir||PH1436
OG0069448				pir||PH1435
OG0069449				pir||PT0571
OG0069450				pir||PT0578
OG0069451				pir||PT0622
OG0069452				pir||PT0636
OG0069453				pir||A27561
OG0069454				pir||PC7077
OG0069455				pir||A26830
OG0069456				BAB08176.1
OG0069457				BAB08174.1
OG0069458				BAB08173.1
OG0069459				BAB08172.1
OG0069460				pir||S72196
OG0069461				pir||PN0057
OG0069462				pir||PN0055
OG0069463				pir||PN0054
OG0069464				pir||PN0049
OG0069465				pir||PN0048
OG0069466				pir||PT0093
OG0069467				pir||PD0441
OG0069468				pir||PN0052
OG0069469				pir||PD0442
OG0069470				pir||I75615
OG0069471				pir||JE0120
OG0069472				pir||PT0097
OG0069473				pir||S74094
OG0069474				pir||PN0051
OG0069475				pir||PN0047
OG0069476				pir||S68823
OG0069477				pir||S26535
OG0069478				pir||S26534
OG0069479				pir||S26532
OG0069480				pir||S26531
OG0069481				pir||S26529
OG0069482				pir||S26528
OG0069483				pir||S26527
OG0069484				pir||S26525
OG0069485				pir||S26524
OG0069486				pir||S26523
OG0069487				pir||S26518
OG0069488				pir||S26517
OG0069489				pir||S26516
OG0069490				pir||S26515
OG0069491				pir||S26546
OG0069492				pir||S26541
OG0069493				BAA76413.1
OG0069494				pir||I54837
OG0069495				pir||I54357
OG0069496				pir||I59142
OG0069497				pir||S62628
OG0069498				pir||I83196
OG0069499				pir||I65546
OG0069500				pir||I67345
OG0069501				pir||S65786
OG0069502				pir||S65785
OG0069503				pir||S68271
OG0069504				pir||S63602
OG0069505				pir||I49808
OG0069506				pir||B57473
OG0069507				pir||S62213
OG0069508				BAA05650.1
OG0069509				pir||A56885
OG0069510				pir||S57836
OG0069511				pir||B56229
OG0069512				pir||S53793
OG0069513				pir||S56120
OG0069514				pir||S47614
OG0069515				pir||S50105
OG0069516				pir||S53429
OG0069517				pir||A54691
OG0069518				pir||B55682
OG0069519				pir||JC2424
OG0069520				pir||PC2239
OG0069521				pir||PC2240
OG0069522				pir||PC2241
OG0069523				pir||S53125
OG0069524				pir||A49887
OG0069525				pir||S48140
OG0069526				pir||S40662
OG0069527				pir||A53718
OG0069528				pir||S38749
OG0069529				pir||B48839
OG0069530				pir||A48839
OG0069531				pir||PH1376
OG0069532				pir||C46107
OG0069533				pir||S40961
OG0069534				pir||A49395
OG0069535				pir||A61189
OG0069536				pir||PH1585
OG0069537				pir||PH1584
OG0069538				pir||PH1583
OG0069539				pir||PH1582
OG0069540				pir||PH1581
OG0069541				pir||PH1612
OG0069542				pir||PH1611
OG0069543				pir||PH1610
OG0069544				pir||PH1609
OG0069545				pir||PH1608
OG0069546				pir||PH1606
OG0069547				pir||PH1605
OG0069548				pir||PH1602
OG0069549				pir||PH1601
OG0069550				pir||PH1600
OG0069551				pir||PH1599
OG0069552				pir||PH1598
OG0069553				pir||PH1597
OG0069554				pir||PH1596
OG0069555				pir||PH1580
OG0069556				pir||PH1588
OG0069557				pir||PH1595
OG0069558				pir||PH1594
OG0069559				pir||PH1593
OG0069560				pir||PH1592
OG0069561				pir||PH1591
OG0069562				pir||PH1590
OG0069563				pir||PH1589
OG0069564				pir||PH1587
OG0069565				pir||PH1586
OG0069566				pir||PH1624
OG0069567				pir||PH1623
OG0069568				pir||PH1622
OG0069569				pir||PH1621
OG0069570				pir||PH1620
OG0069571				pir||PH1619
OG0069572				pir||PH1618
OG0069573				pir||PH1617
OG0069574				pir||PH1616
OG0069575				pir||PH1641
OG0069576				pir||PH1640
OG0069577				pir||PH1639
OG0069578				pir||PH1638
OG0069579				pir||PH1637
OG0069580				pir||PH1636
OG0069581				pir||PH1615
OG0069582				pir||PH1635
OG0069583				pir||PH1634
OG0069584				pir||PH1633
OG0069585				pir||PH1632
OG0069586				pir||PH1631
OG0069587				pir||PH1614
OG0069588				pir||PH1613
OG0069589				pir||PH1630
OG0069590				pir||PH1629
OG0069591				pir||PH1628
OG0069592				pir||PH1626
OG0069593				pir||C41397
OG0069594				pir||B41397
OG0069595				pir||A61268
OG0069596				pir||PH1676
OG0069597				pir||PH1675
OG0069598				pir||PH1408
OG0069599				pir||PH1407
OG0069600				pir||PC1013
OG0069601				pir||JQ1984
OG0069602				pir||JQ1983
OG0069603				pir||I41946
OG0069604				pir||H41946
OG0069605				pir||G41946
OG0069606				pir||F41946
OG0069607				pir||E41946
OG0069608				pir||D41946
OG0069609				pir||C41946
OG0069610				pir||C38887
OG0069611				pir||B41946
OG0069612				pir||B38887
OG0069613				pir||A42057
OG0069614				pir||A41946
OG0069615				pir||A38887
OG0069616				pir||S39807
OG0069617				pir||S36850
OG0069618				pir||S36849
OG0069619				pir||S36378
OG0069620				pir||PH1375
OG0069621				pir||I49037
OG0069622				pir||H49037
OG0069623				pir||G49037
OG0069624				pir||F49037
OG0069625				pir||E49037
OG0069626				pir||D49038
OG0069627				pir||D49037
OG0069628				pir||C49037
OG0069629				pir||C48124
OG0069630				pir||B49038
OG0069631				pir||B49037
OG0069632				pir||B49012
OG0069633				pir||A49254
OG0069634				pir||A49038
OG0069635				pir||A49037
OG0069636				pir||A47187
OG0069637				pir||S32404
OG0069638				pir||D45900
OG0069639				pir||S32108
OG0069640				pir||B45020
OG0069641				pir||C45143
OG0069642				pir||C45583
OG0069643				pir||A46474
OG0069644				pir||B60566
OG0069645				pir||S26557
OG0069646				pir||S26544
OG0069647				pir||S26554
OG0069648				pir||S26548
OG0069649				pir||S26559
OG0069650				pir||S26549
OG0069651				pir||S26552
OG0069652				pir||S26558
OG0069653				pir||S26553
OG0069654				pir||S26556
OG0069655				pir||S26555
OG0069656				pir||S26547
OG0069657				pir||A60343
OG0069658				pir||B36300
OG0069659				pir||G35141
OG0069660				pir||F35141
OG0069661				pir||I35141
OG0069662				pir||H35141
OG0069663				pir||B32220
OG0069664				pir||A35768
OG0069665				pir||A21124
OG0069666				pir||C39398
OG0069667				pir||S15634
OG0069668				pir||S14079
OG0069669				pir||F36596
OG0069670				pir||E36596
OG0069671				pir||A39124
OG0069672				pir||A36379
OG0069673				pir||E33932
OG0069674				pir||B33932
OG0069675				pir||B38740
OG0069676				pir||S25039
OG0069677				pir||D37267
OG0069678				pir||G37266
OG0069679				pir||A37268
OG0069680				pir||S25056
OG0069681				pir||S17672
OG0069682				pir||S05391
OG0069683				pir||S19600
OG0069684				pir||B33541
OG0069685				pir||C37290
OG0069686				pir||A36322
OG0069687				pir||B41053
OG0069688				pir||A36460
OG0069689				pir||B35640
OG0069690				pir||S18386
OG0069691				pir||D25437
OG0069692				pir||A25437
OG0069693				pir||PT0218
OG0069694				pir||PT0366
OG0069695				pir||PT0214
OG0069696				pir||PT0215
OG0069697				pir||PT0216
OG0069698				pir||PT0217
OG0069699				pir||PT0713
OG0069700				pir||PT0715
OG0069701				pir||PT0730
OG0069702				pir||PT0709
OG0069703				pir||PT0728
OG0069704				pir||PT0727
OG0069705				pir||PT0726
OG0069706				pir||PT0702
OG0069707				pir||PT0700
OG0069708				pir||PT0580
OG0069709				pir||PT0593
OG0069710				pir||PT0581
OG0069711				pir||PT0691
OG0069712				pir||PT0679
OG0069713				pir||PT0693
OG0069714				pir||PT0579
OG0069715				pir||PT0576
OG0069716				pir||PT0569
OG0069717				pir||PT0572
OG0069718				pir||PT0586
OG0069719				pir||PT0573
OG0069720				pir||PT0588
OG0069721				pir||PT0568
OG0069722				pir||PT0587
OG0069723				pir||PT0577
OG0069724				pir||PT0590
OG0069725				pir||PT0589
OG0069726				pir||PT0699
OG0069727				pir||PT0720
OG0069728				pir||PT0725
OG0069729				pir||PT0707
OG0069730				pir||PT0719
OG0069731				pir||PT0718
OG0069732				pir||PT0724
OG0069733				pir||PT0683
OG0069734				pir||PT0671
OG0069735				pir||PT0688
OG0069736				pir||PT0684
OG0069737				pir||PT0672
OG0069738				pir||PT0690
OG0069739				pir||PT0676
OG0069740				pir||PT0689
OG0069741				pir||PT0687
OG0069742				pir||PT0567
OG0069743				pir||PT0722
OG0069744				pir||PT0703
OG0069745				pir||PT0704
OG0069746				pir||PT0695
OG0069747				pir||PT0729
OG0069748				pir||PT0723
OG0069749				pir||PT0716
OG0069750				pir||PT0561
OG0069751				pir||PT0554
OG0069752				pir||PT0550
OG0069753				pir||PT0560
OG0069754				pir||PT0553
OG0069755				pir||PT0559
OG0069756				pir||PT0543
OG0069757				pir||PT0557
OG0069758				pir||PT0542
OG0069759				pir||PT0562
OG0069760				pir||PT0547
OG0069761				pir||PT0556
OG0069762				pir||PT0535
OG0069763				pir||PT0533
OG0069764				pir||PT0663
OG0069765				pir||PT0659
OG0069766				pir||PT0653
OG0069767				pir||PT0665
OG0069768				pir||PT0648
OG0069769				pir||PT0650
OG0069770				pir||PT0655
OG0069771				pir||PT0666
OG0069772				pir||PT0668
OG0069773				pir||PT0662
OG0069774				pir||PT0664
OG0069775				pir||PT0667
OG0069776				pir||PT0634
OG0069777				pir||PT0657
OG0069778				pir||PT0656
OG0069779				pir||PT0652
OG0069780				pir||PT0651
OG0069781				pir||PT0670
OG0069782				pir||PT0660
OG0069783				pir||PT0654
OG0069784				pir||PT0625
OG0069785				pir||PT0641
OG0069786				pir||PT0620
OG0069787				pir||PT0619
OG0069788				pir||PT0618
OG0069789				pir||PT0608
OG0069790				pir||PT0624
OG0069791				pir||PT0616
OG0069792				pir||PT0632
OG0069793				pir||PT0621
OG0069794				pir||PT0613
OG0069795				pir||PT0637
OG0069796				pir||PT0631
OG0069797				pir||PT0642
OG0069798				pir||PT0643
OG0069799				pir||PT0630
OG0069800				pir||PT0597
OG0069801				pir||PT0628
OG0069802				pir||PT0599
OG0069803				pir||PT0623
OG0069804				pir||PT0639
OG0069805				pir||PT0604
OG0069806				pir||PT0509
OG0069807				pir||PT0523
OG0069808				pir||PT0522
OG0069809				pir||PT0525
OG0069810				pir||PT0527
OG0069811				pir||PT0521
OG0069812				pir||PT0520
OG0069813				pir||PT0526
OG0069814				pir||PT0512
OG0069815				pir||PT0519
OG0069816				pir||PT0518
OG0069817				pir||PT0513
OG0069818				pir||PT0530
OG0069819				pir||PT0532
OG0069820				pir||PT0531
OG0069821				pir||PT0510
OG0069822				pir||PT0516
OG0069823				pir||PT0515
OG0069824				pir||PT0524
OG0069825				pir||PT0514
OG0069826				pir||PT0627
OG0069827				pir||PT0602
OG0069828				pir||PT0610
OG0069829				pir||PT0629
OG0069830				pir||PT0611
OG0069831				pir||PT0596
OG0069832				pir||PT0595
OG0069833				pir||PH0774
OG0069834				pir||PH0771
OG0069835				pir||PH0747
OG0069836				pir||PH0756
OG0069837				pir||PH0753
OG0069838				pir||PH0765
OG0069839				pir||PH0746
OG0069840				pir||PT0213
OG0069841				pir||PT0209
OG0069842				pir||PT0210
OG0069843				pir||PT0211
OG0069844				pir||PT0212
OG0069845				pir||PH0809
OG0069846				pir||PH0778
OG0069847				pir||PH0791
OG0069848				pir||PH0790
OG0069849				pir||PH0785
OG0069850				pir||PH0797
OG0069851				pir||PH0806
OG0069852				pir||PH0805
OG0069853				pir||PH0802
OG0069854				pir||PH0776
OG0069855				pir||PH0777
OG0069856				pir||PH0804
OG0069857				pir||PH0795
OG0069858				pir||PH0794
OG0069859				pir||PH0801
OG0069860				pir||PH0807
OG0069861				pir||PH0800
OG0069862				pir||PH0803
OG0069863				pir||PH0786
OG0069864				pir||PH0783
OG0069865				pir||PH0782
OG0069866				pir||PH0793
OG0069867				pir||PH0792
OG0069868				pir||PH0799
OG0069869				pir||PH0787
OG0069870				pir||PH0796
OG0069871				pir||PH0784
OG0069872				pir||PH0788
OG0069873				pir||PH0789
OG0069874				pir||PH0808
OG0069875				pir||PH0780
OG0069876				pir||S22761
OG0069877				pir||B26406
OG0069878				pir||C30503
OG0069879				pir||S12206
OG0069880				pir||S12205
OG0069881				pir||S02600
OG0069882				pir||B27504
OG0069883				pir||A27504
OG0069884				pir||PS0128
OG0069885				pir||S18837
OG0069886				pir||C37520
OG0069887				pir||A23739
OG0069888				pir||JH0240
OG0069889				BAB13511.1
OG0069890				BAD32577.1
OG0069891				BAD32573.1
OG0069892				BAD32464.1
OG0069893				BAD32459.1
OG0069894				BAD32441.1
OG0069895				BAD32429.1
OG0069896				BAD32413.1
OG0069897				BAD32388.1
OG0069898				BAD32383.1
OG0069899				BAD32370.1
OG0069900				BAD32353.1
OG0069901				BAD32344.1
OG0069902				BAD32332.1
OG0069903				BAD32319.1
OG0069904				BAD32316.1
OG0069905				BAD32307.1
OG0069906				BAD32306.1
OG0069907				BAD32228.1
OG0069908				BAD32204.1
OG0069909				BAD32172.1
OG0069910				BAD32167.1
OG0069911				BAD32164.1
OG0069912				BAD32157.1
OG0069913				BAD32153.1
OG0069914				BAD32146.1
OG0069915				BAC98196.2
OG0069916				BAC65763.3
OG0069917				BAD21397.1
OG0069918				BAD21385.1
OG0069919				BAD21380.1
OG0069920				BAD01474.1
OG0069921				BAC97956.1
OG0069922				BAC97846.1
OG0069923				BAC00996.1
OG0069924				BAB16347.1
OG0069925				BAB16348.1
OG0069926				BAB12221.1
OG0069927				BAA93087.1
OG0069928				BAA92352.1
OG0069929				BAA81891.1
OG0069930				BAA22654.1
OG0069931				BAA13591.1
OG0069932				BAA06508.1
OG0069933				AAS59839.1
OG0069934				CAA24133.1
OG0069935				AAW33884.1
OG0069936				CAI38670.1
OG0069937				CAI38665.1
OG0069938				CAI38662.1
OG0069939				CAI38658.1
OG0069940				BAD72768.1
OG0069941				BAD72767.1
OG0069942				BAB43867.1
OG0069943				BAC41353.1
OG0069944				CAA62970.1
OG0069945				BAB97208.1
OG0069946				BAB97207.1
OG0069947				BAB97204.1
OG0069948				CAA34330.1
OG0069949				CAA34337.1
OG0069950				CAA32669.1
OG0069951				CAA27123.1
OG0069952				CAA27122.1
OG0069953				CAA27117.1
OG0069954				CAA27116.1
OG0069955				CAA27115.1
OG0069956				CAA27114.1
OG0069957				CAA27106.1
OG0069958				CAA27105.1
OG0069959				CAA27103.1
OG0069960				CAA27100.1
OG0069961				CAA27099.1
OG0069962				CAA27097.1
OG0069963				CAA27094.1
OG0069964				CAA27093.1
OG0069965				CAA27091.1
OG0069966				CAA27088.1
OG0069967				CAA27087.1
OG0069968				CAA27085.1
OG0069969				CAA27082.1
OG0069970				CAA27081.1
OG0069971				CAA27079.1
OG0069972				CAA27076.1
OG0069973				CAA27075.1
OG0069974				CAA27073.1
OG0069975				CAA44583.1
OG0069976				CAA44582.1
OG0069977				CAA44581.1
OG0069978				CAA44587.1
OG0069979				CAA44585.1
OG0069980				CAA44579.1
OG0069981				CAA44578.1
OG0069982				CAA44577.1
OG0069983				CAA44591.1
OG0069984				CAA44589.1
OG0069985				CAA53038.1
OG0069986				BAD69484.1
OG0069987				BAD69483.1
OG0069988				BAD69482.1
OG0069989				BAD69481.1
OG0069990				BAC06576.1
OG0069991				CAH61598.1
OG0069992				CAH59750.2
OG0069993				BAC76975.1
OG0069994				CAH56918.1
OG0069995				CAH56876.1
OG0069996				CAH56814.1
OG0069997				CAH56813.1
OG0069998				CAH56810.1
OG0069999				CAH56803.1
OG0070000				CAH33939.1
OG0070001				CAH33904.1
OG0070002				CAB06069.2
OG0070003				CAA67964.1
OG0070004				CAA46576.1
OG0070005				CAB06061.1
OG0070006				CAB01564.1
OG0070007				CAB01561.1
OG0070008				CAB01560.1
OG0070009				CAB01559.1
OG0070010				CAB01557.1
OG0070011				CAB01556.1
OG0070012				CAB01554.1
OG0070013				CAB01552.1
OG0070014				CAB01551.1
OG0070015				CAB01550.1
OG0070016				CAB01548.1
OG0070017				CAB01544.1
OG0070018				CAA68072.1
OG0070019				CAA36241.1
OG0070020				BAD32621.1
OG0070021				BAD32599.1
OG0070022				BAD32587.1
OG0070023				BAD32563.1
OG0070024				BAD32517.1
OG0070025				BAD32462.1
OG0070026				BAD32451.1
OG0070027				BAD32433.1
OG0070028				BAD32432.1
OG0070029				BAD32401.1
OG0070030				BAD32392.1
OG0070031				BAD32390.1
OG0070032				BAD32323.1
OG0070033				BAD32317.1
OG0070034				BAD32223.1
OG0070035				BAD32209.1
OG0070036				BAD32208.1
OG0070037				BAD32145.1
OG0070038				BAD30021.1
OG0070039				CAG38354.1
OG0070040				CAG38353.1
OG0070041				CAG38352.1
OG0070042				CAG38351.1
OG0070043				CAG38350.1
OG0070044				CAG38349.1
OG0070045				CAG38348.1
OG0070046				CAG38347.1
OG0070047				CAG38346.1
OG0070048				CAG38345.1
OG0070049				CAG38344.1
OG0070050				CAG38343.1
OG0070051				CAG38342.1
OG0070052				CAG38341.1
OG0070053				CAG38340.1
OG0070054				CAG38339.1
OG0070055				CAG38338.1
OG0070056				CAG38337.1
OG0070057				CAG38336.1
OG0070058				CAG38335.1
OG0070059				CAG38334.1
OG0070060				CAG38333.1
OG0070061				BAC65730.2
OG0070062				BAC65697.2
OG0070063				CAG38332.1
OG0070064				CAG38299.1
OG0070065				CAG38298.1
OG0070066				CAG38297.1
OG0070067				CAG38296.1
OG0070068				CAG38295.1
OG0070069				CAG38294.1
OG0070070				CAG38293.1
OG0070071				CAG38292.1
OG0070072				CAG38291.1
OG0070073				CAG38290.1
OG0070074				CAG38289.1
OG0070075				CAG38288.1
OG0070076				CAG38287.1
OG0070077				CAG38286.1
OG0070078				CAG38285.1
OG0070079				CAG38284.1
OG0070080				CAG38283.1
OG0070081				CAG38282.1
OG0070082				CAG38281.1
OG0070083				CAG38280.1
OG0070084				CAG38279.1
OG0070085				CAG38278.1
OG0070086				CAG38277.1
OG0070087				CAG38276.1
OG0070088				BAB18726.1
OG0070089				BAD21430.1
OG0070090				BAD21379.1
OG0070091				BAD21374.1
OG0070092				BAD21366.1
OG0070093				CAG30753.1
OG0070094				CAG33984.1
OG0070095				CAG33983.1
OG0070096				CAG33982.1
OG0070097				CAG32955.1
OG0070098				CAG30769.1
OG0070099				CAG30768.1
OG0070100				CAG30767.1
OG0070101				CAG30766.1
OG0070102				CAG30765.1
OG0070103				CAG30764.1
OG0070104				CAG30763.1
OG0070105				CAG30762.1
OG0070106				CAG30761.1
OG0070107				CAG30760.1
OG0070108				CAG30759.1
OG0070109				CAG30758.1
OG0070110				CAG30757.1
OG0070111				CAG30756.1
OG0070112				CAG30755.1
OG0070113				CAG30754.1
OG0070114				CAG30752.1
OG0070115				CAG30751.1
OG0070116				CAG30750.1
OG0070117				CAG30749.1
OG0070118				CAG30748.1
OG0070119				CAG30747.1
OG0070120				CAG30746.1
OG0070121				CAG30745.1
OG0070122				CAG30744.1
OG0070123				CAG30017.1
OG0070124				CAG29888.1
OG0070125				BAC55241.1
OG0070126				CAA46200.1
OG0070127				BAD14939.1
OG0070128				CAG24384.1
OG0070129				CAF32889.1
OG0070130				BAB18639.1
OG0070131				CAF06468.1
OG0070132				CAF06454.1
OG0070133				CAF06412.1
OG0070134				CAF06411.1
OG0070135				BAD06938.1
OG0070136				BAD06937.1
OG0070137				BAD06449.1
OG0070138				CAC85215.1
OG0070139				BAC65692.3
OG0070140				CAE83487.1
OG0070141				CAE82079.1
OG0070142				CAE82026.1
OG0070143				CAE81806.1
OG0070144				CAE81805.1
OG0070145				BAD02829.1
OG0070146				CAE75571.1
OG0070147				CAE75570.1
OG0070148				CAE75569.1
OG0070149				CAE75567.1
OG0070150				CAE75566.1
OG0070151				CAE75565.1
OG0070152				BAA95412.1
OG0070153				BAC98293.1
OG0070154				BAC98287.1
OG0070155				BAC98280.1
OG0070156				BAC98272.1
OG0070157				BAC98238.1
OG0070158				BAC98219.1
OG0070159				BAC98184.1
OG0070160				BAC98182.1
OG0070161				BAC98165.1
OG0070162				BAC98154.1
OG0070163				BAC98148.1
OG0070164				BAC98145.1
OG0070165				BAC98128.1
OG0070166				BAC98115.1
OG0070167				BAC98100.1
OG0070168				BAC98095.1
OG0070169				BAC98048.1
OG0070170				BAC98045.1
OG0070171				BAC98039.1
OG0070172				BAC98035.1
OG0070173				BAC98022.1
OG0070174				BAC97996.1
OG0070175				BAC97972.1
OG0070176				BAC97965.1
OG0070177				BAC97959.1
OG0070178				BAC97946.1
OG0070179				BAC97934.1
OG0070180				BAC97931.1
OG0070181				BAC97926.1
OG0070182				BAC97919.1
OG0070183				BAC97894.1
OG0070184				BAC97852.1
OG0070185				BAC97849.1
OG0070186				CAA24188.1
OG0070187				BAD00193.1
OG0070188				BAC67207.1
OG0070189				BAC65836.1
OG0070190				BAC84983.1
OG0070191				BAC41428.1
OG0070192				CAA65887.1
OG0070193				CAA93845.1
OG0070194				CAA65936.1
OG0070195				BAB83501.2
OG0070196				CAE11696.1
OG0070197				CAE11676.1
OG0070198				CAE11571.1
OG0070199				CAD98253.1
OG0070200				CAD98252.1
OG0070201				CAD98251.1
OG0070202				CAD98248.1
OG0070203				CAD98246.1
OG0070204				CAD98243.1
OG0070205				CAD98242.1
OG0070206				CAD98241.1
OG0070207				CAD98240.1
OG0070208				CAD98239.1
OG0070209				CAD98238.1
OG0070210				CAD98237.1
OG0070211				CAD98236.1
OG0070212				CAD98235.1
OG0070213				CAD98234.1
OG0070214				CAD98233.1
OG0070215				CAD98232.1
OG0070216				CAD98228.1
OG0070217				CAD98227.1
OG0070218				CAD98226.1
OG0070219				CAD98225.1
OG0070220				CAD98224.1
OG0070221				CAD98223.1
OG0070222				CAD98222.1
OG0070223				CAD98221.1
OG0070224				CAD98220.1
OG0070225				CAD98219.1
OG0070226				CAD98216.1
OG0070227				CAD98214.1
OG0070228				CAD98212.1
OG0070229				CAD98211.1
OG0070230				CAD98210.1
OG0070231				CAD98209.1
OG0070232				CAD98205.1
OG0070233				CAD98204.1
OG0070234				CAD98203.1
OG0070235				CAD98198.1
OG0070236				CAD98197.1
OG0070237				CAD98196.1
OG0070238				CAD98195.1
OG0070239				CAD98194.1
OG0070240				CAD98193.1
OG0070241				CAD98192.1
OG0070242				CAD98191.1
