Orthogroup	finch	fly
OG0008863	XP_030147315.3	tr|Q9V9Z8|Q9V9Z8_DROME
OG0008864	XP_030138883.3, XP_030138882.3	sp|Q7K5N4|CALYP_DROME
OG0008865	XP_012430432.2, XP_030133565.1	tr|M9PE88|M9PE88_DROME
OG0008866	XP_030138384.1, XP_030138383.1, XP_002197771.1, XP_012426561.1	sp|Q8T3Y0|SINAL_DROME, sp|P21461|SINA_DROME
OG0008867	XP_002199635.1	sp|P15357|RS27A_DROME
OG0008868	XP_030144470.1, XP_030144469.1	tr|Q9VPB7|Q9VPB7_DROME
OG0008869	XP_041569807.1, XP_041576883.1	sp|A1Z6H7|PO210_DROME
OG0008871	XP_002192875.5	tr|Q9VHN4|Q9VHN4_DROME
OG0008872	XP_041573155.1	sp|O16867|TAP_DROME
OG0008874	XP_030135623.1	sp|P07207|NOTCH_DROME
OG0008875	XP_030118934.1, XP_002199240.2	sp|Q9VGC7|EI3D2_DROME, sp|Q9VCK0|EI3D1_DROME
OG0008876	XP_041567498.1	tr|A1ZBE9|A1ZBE9_DROME
OG0008877	XP_030121474.1	tr|Q8SZ87|Q8SZ87_DROME
OG0008878	XP_030147246.1, XP_030147245.1	sp|Q7K1Z5|UFC1_DROME
OG0008879	XP_041571768.1	tr|Q9VTD9|Q9VTD9_DROME
OG0008880	XP_002196894.1, XP_030143205.3	tr|Q7KA43|Q7KA43_DROME
OG0008881	XP_030143424.3	sp|Q9VNA8|DONS_DROME
OG0008882	XP_030139611.1, XP_030139609.1, XP_030139610.1, XP_030147391.3, XP_030147390.3, XP_030147392.3	sp|P49762|DOA_DROME
OG0008883	XP_041570854.1	tr|Q9V397|Q9V397_DROME
OG0008884	XP_032608911.2	tr|Q7K3H0|Q7K3H0_DROME
OG0008885	XP_002197537.4, XP_030119167.3, XP_030129662.1	sp|P54350|WEE1_DROME
OG0008886	XP_012429782.1	sp|Q86BN8|PTPM1_DROME
OG0008887	XP_030121686.3, XP_030121687.3	tr|A0A0C4DHD7|A0A0C4DHD7_DROME
OG0008888	XP_002200563.4	tr|A8JQW3|A8JQW3_DROME
OG0008889	XP_032599645.2	sp|Q9VJD3|COG5_DROME
OG0008890	XP_030145436.3, XP_041576346.1, XP_030145435.3	tr|Q0E8K6|Q0E8K6_DROME
OG0008891	XP_041574572.1	sp|Q9VHB3|USB1_DROME
OG0008892	XP_002193783.2	sp|Q9VLJ0|PDE6D_DROME
OG0008893	XP_041571677.1, XP_030126927.1	tr|Q9VG77|Q9VG77_DROME
OG0008894	XP_030123857.1	tr|Q9VE85|Q9VE85_DROME
OG0008895	XP_030126722.1	tr|Q9VNE3|Q9VNE3_DROME
OG0008896	XP_002188795.4	tr|Q9VXI1|Q9VXI1_DROME, tr|Q5U1B0|Q5U1B0_DROME
OG0008897	XP_002186706.3	tr|Q961B9|Q961B9_DROME
OG0008898	XP_030143160.3, XP_041575809.1	tr|M9PC80|M9PC80_DROME
OG0008899	XP_030125586.3, XP_041570787.1	sp|Q8MZC4|CRLS1_DROME
OG0008900	XP_002199073.1, XP_030127291.1	sp|Q9VXY4|TMA16_DROME
OG0008901	XP_041568143.1	sp|Q8MSF5|RNK_DROME
OG0008903	XP_030123990.3, XP_030123989.3, XP_030123988.3, XP_030123991.3, XP_030123992.3	tr|Q9W444|Q9W444_DROME
OG0008904	XP_030136112.3, XP_041573955.1, XP_041573957.1, XP_041573956.1	tr|Q9VB28|Q9VB28_DROME
OG0008905	XP_030125699.3, XP_041570834.1	tr|Q9W1Q8|Q9W1Q8_DROME
OG0008906	XP_032600015.1, XP_030135592.2, XP_002198857.1	sp|Q9VUY9|PGM_DROME
OG0008907	XP_030143321.3	tr|Q9VW10|Q9VW10_DROME
OG0008909	XP_030114651.1	tr|A1ZBA8|A1ZBA8_DROME
OG0008910	XP_041573358.1, XP_030133356.1, XP_030133355.1, XP_041573357.1, XP_002198993.1	sp|Q8SWU7|OLA1_DROME
OG0008912	XP_002192832.2	tr|A8DYI6|A8DYI6_DROME
OG0008913	ACH45144.1, NP_001232577.1	tr|Q9VMH8|Q9VMH8_DROME
OG0008915	XP_041569014.1, XP_041569013.1	sp|Q9V3K3|RUVB2_DROME
OG0008916	XP_041570683.1, ACH44083.1, NP_001232599.1	sp|Q9VHN6|RM19_DROME
OG0008918	XP_041568064.1, XP_041568065.1, XP_041568066.1	sp|Q06849|ARL2_DROME
OG0008919	XP_041571508.1, XP_041571509.1	tr|Q9VT31|Q9VT31_DROME, tr|Q9VXK2|Q9VXK2_DROME
OG0008921	XP_002195188.4	tr|Q9VRX1|Q9VRX1_DROME
OG0008923	XP_030147117.1, XP_030147115.1	tr|Q9VW52|Q9VW52_DROME
OG0008925	XP_041571044.1, XP_030123556.3, XP_030123558.1	sp|P18102|TLL_DROME
OG0008926	XP_030140437.1, XP_002191424.1	sp|Q8SYG2|CSN3_DROME
OG0008927	XP_030119052.3, XP_030119054.1, XP_030119053.1, XP_002196992.3	tr|O77262|O77262_DROME
OG0008928	XP_002196556.1	sp|Q9VGQ9|DPH3_DROME
OG0008929	XP_030123209.3, XP_004174437.4, XP_030146143.3	sp|Q9VCP0|ELOA1_DROME
OG0008930	XP_041575972.1	tr|Q9W4H8|Q9W4H8_DROME
OG0008931	XP_041568818.1, XP_041568817.1, XP_041568815.1, XP_041568816.1	sp|Q8IRG6|SPT16_DROME
OG0008932	XP_030113521.3, XP_030113522.3, XP_030113520.3	tr|Q9VNP8|Q9VNP8_DROME
OG0008933	XP_041568788.1	tr|Q9VLU2|Q9VLU2_DROME
OG0008934	XP_041575207.1, XP_030141360.3	sp|Q8SWV6|FICD_DROME
OG0008935	XP_030115256.3	tr|Q9VMN0|Q9VMN0_DROME, tr|Q9VXD6|Q9VXD6_DROME
OG0008936	XP_041575970.1, XP_041575971.1	sp|O97067|PTH2_DROME
OG0008937	XP_030124902.3	tr|Q95TP0|Q95TP0_DROME
OG0008938	NP_001232595.1, ACH45190.1	tr|Q8SX35|Q8SX35_DROME
OG0008939	XP_030146334.3, XP_030146326.3, XP_041577095.1	tr|Q9W3L1|Q9W3L1_DROME
OG0008941	XP_030147109.3, XP_030137085.3, XP_030113203.1	tr|Q9VKB0|Q9VKB0_DROME
OG0008943	XP_041569949.1	tr|Q9VNR8|Q9VNR8_DROME
OG0008944	XP_012429478.2, XP_030130435.1, XP_030124295.3, XP_030124294.3	tr|A0A0B4KHC3|A0A0B4KHC3_DROME
OG0008945	XP_002200560.4, XP_012429613.4	sp|Q9VVX0|GEMI2_DROME
OG0008946	XP_030114723.1, XP_002191777.1	sp|Q9W1A2|NAA35_DROME
OG0008947	XP_002200590.2, XP_041571282.1, XP_030124591.1	sp|Q9VFS5|PP4R3_DROME
OG0008949	XP_030133285.1, XP_030133286.1	tr|Q9W423|Q9W423_DROME
OG0008950	XP_030146635.2, XP_030146633.2	tr|Q9VBV8|Q9VBV8_DROME
OG0008951	XP_002198113.3	sp|Q0KI28|BL1S5_DROME
OG0008952	NP_001192038.1, ACH43919.1, ACH43918.1	tr|Q9V3B5|Q9V3B5_DROME
OG0008953	XP_030136222.3, XP_030136224.3, XP_030136223.3	sp|Q9VNX8|EIF2A_DROME
OG0008954	XP_041573529.1, XP_041573530.1	tr|Q8MRD1|Q8MRD1_DROME
OG0008955	XP_012424472.4, XP_002193046.4	sp|Q9VPU8|KRR1_DROME
OG0008956	XP_030123850.1, XP_030123852.1, XP_030123851.1, XP_004174218.1	sp|Q9VA38|WARTS_DROME
OG0008957	XP_002189812.3	sp|Q9VUY0|MOX11_DROME, sp|Q6NP60|MOX12_DROME
OG0008959	XP_041569269.1, XP_041577130.1, XP_041577131.1	sp|Q5LJZ2|SET1_DROME
OG0008962	XP_030138288.3, XP_030138290.3	tr|Q9VMC7|Q9VMC7_DROME
OG0008963	XP_041575621.1	tr|A1ZAZ2|A1ZAZ2_DROME
OG0008964	XP_041576014.1, XP_041576013.1, XP_030144110.3	tr|Q9VHW6|Q9VHW6_DROME
OG0008965	XP_002192913.3	sp|Q9VZD8|THUM1_DROME
OG0008966	XP_002197251.3	tr|Q9VWP2|Q9VWP2_DROME
OG0008967	XP_002190339.3	tr|Q9VXG0|Q9VXG0_DROME
OG0008968	XP_030128420.3	tr|Q8IMK1|Q8IMK1_DROME
OG0008969	XP_041575699.1	tr|Q9VW42|Q9VW42_DROME
OG0008970	XP_030132310.3	tr|Q9W5T4|Q9W5T4_DROME
OG0008971	XP_030112511.3	sp|Q95RA9|GILT1_DROME, tr|A0A0C4DHN2|A0A0C4DHN2_DROME
OG0008972	XP_030139101.3	sp|Q9VX09|ARP8_DROME
OG0008973	XP_030143847.3	tr|Q9W096|Q9W096_DROME, tr|Q9VQB8|Q9VQB8_DROME
OG0008974	XP_030112149.3	sp|Q9VPL3|RM10_DROME
OG0008975	XP_030135051.1	tr|Q9VCW6|Q9VCW6_DROME
OG0008976	XP_012428886.2	tr|Q7JWF1|Q7JWF1_DROME
OG0008977	XP_041577010.1, XP_041577011.1	sp|Q7PLS8|INT3_DROME
OG0008978	XP_041575917.1, XP_030144182.3	tr|Q9VRD4|Q9VRD4_DROME
OG0008979	XP_030143918.3	tr|Q9W5D3|Q9W5D3_DROME
OG0008980	XP_041568131.1, XP_041568132.1	tr|A1ZBJ2|A1ZBJ2_DROME
OG0008981	XP_030143181.1, XP_030140710.1, XP_041575073.1, XP_030140709.1	sp|Q24568|NETB_DROME, sp|Q24567|NETA_DROME
OG0008982	XP_041573205.1, XP_002191151.5	sp|Q9W589|OFUT2_DROME
OG0008983	XP_030146204.3, XP_030146203.3, XP_030146205.3	tr|Q8IMV0|Q8IMV0_DROME
OG0008984	XP_002188216.4	sp|F3YDF1|YMEL1_DROME
OG0008985	XP_030143279.3, XP_030143278.1	tr|Q9VHJ2|Q9VHJ2_DROME
OG0008986	XP_012429714.2, XP_030129687.1, XP_012429712.2, XP_030129689.1, XP_030129688.1, XP_002197646.3, XP_030129690.1, XP_030129691.1, XP_012429713.2	sp|Q86PC9|TULP_DROME
OG0008987	XP_002192284.2	tr|Q9VBI2|Q9VBI2_DROME
OG0008988	XP_030133867.3	sp|Q9V7H4|TM131_DROME
OG0008989	XP_002189153.3	sp|Q7KUT2|LONM_DROME
OG0008990	XP_030139915.2	sp|Q9V3U2|NHP2_DROME
OG0008991	NP_001232371.1, ACH43842.1, ACH43841.1	sp|P48604|GRPE_DROME
OG0008992	XP_030132118.3, XP_030132120.3, XP_030132121.3, XP_030132122.3	tr|Q7KSU3|Q7KSU3_DROME
OG0008993	XP_012430083.4, XP_030132314.3, XP_030132313.3	tr|Q9VV40|Q9VV40_DROME
OG0008994	XP_030146548.3	sp|Q9U5L1|SRPRA_DROME
OG0008995	ACH46029.1, NP_001232195.1, ACH46031.1, ACH46030.1	sp|Q9VIM5|ARPC2_DROME
OG0008996	XP_032601377.2	tr|Q9VL11|Q9VL11_DROME
OG0008997	XP_030119346.1	sp|Q9VEX5|INT13_DROME
OG0008998	ACH44160.1, NP_001232607.1	sp|Q9NFZ3|GBGE_DROME
OG0008999	ACH46110.1, ACH46111.1, ACH46112.1, ACH46114.1, NP_001232228.1, ACH46109.1, ACH46113.1	tr|Q7K036|Q7K036_DROME
OG0009000	XP_041573113.1, XP_041573112.1, XP_030131972.3, XP_002191038.3	sp|P46863|KL61_DROME, tr|Q7KVC2|Q7KVC2_DROME
OG0009001	XP_041569871.1, XP_002199332.1	tr|A1Z8B5|A1Z8B5_DROME
OG0009002	XP_002200564.2	tr|Q9VST7|Q9VST7_DROME
OG0009003	XP_002197662.1	tr|Q9VKM4|Q9VKM4_DROME
OG0009005	XP_002188636.4, ACH44344.1	tr|Q9VTB0|Q9VTB0_DROME
OG0009006	XP_030141765.3	sp|Q9W462|UBP30_DROME
OG0009007	XP_030124914.3, XP_012427742.3	tr|Q9W1G1|Q9W1G1_DROME
OG0009008	XP_030129070.1, XP_002197817.1	tr|Q9VKW1|Q9VKW1_DROME
OG0009009	ACH43616.1, NP_001232734.1	sp|Q9VTU1|APG12_DROME
OG0009010	XP_030140862.3	sp|O77215|UNC4_DROME, tr|Q9VX20|Q9VX20_DROME
OG0009011	XP_041569734.1, XP_002197422.1	tr|Q9VIE8|Q9VIE8_DROME, tr|Q8T4D6|Q8T4D6_DROME
OG0009012	XP_030140644.1	sp|Q9VF59|B9D1_DROME
OG0009013	XP_002187176.1, XP_030113355.1	tr|Q9W4Z9|Q9W4Z9_DROME
OG0009014	XP_004176471.2	sp|Q9Y1I2|VP33A_DROME
OG0009015	XP_041568612.1	tr|Q9W1F2|Q9W1F2_DROME
OG0009016	XP_030140201.1, XP_002188882.3, XP_012431402.2	tr|Q9VRK9|Q9VRK9_DROME, tr|Q9V4A1|Q9V4A1_DROME, sp|P18105|NOD_DROME
OG0009017	XP_030137690.3	sp|Q27607|DPOG1_DROME
OG0009018	XP_041567022.1, XP_030113351.3	sp|Q9VAT2|DCA10_DROME
OG0009019	XP_030145154.3	tr|Q7PLG1|Q7PLG1_DROME
OG0009020	ACH45034.1, ACH45033.1, NP_001232534.1, ACH45035.1	tr|Q8SY69|Q8SY69_DROME, tr|Q9VY65|Q9VY65_DROME
OG0009021	ACH44304.1, NP_001232103.1	tr|Q9VIL1|Q9VIL1_DROME
OG0009022	XP_030129788.3, XP_030119044.3	sp|P10084|AST4_DROME, sp|P09774|AST3_DROME, sp|P09775|AST8_DROME
OG0009023	XP_041569967.1	sp|Q9V726|CPSF1_DROME
OG0009024	XP_002187571.4	tr|Q9VWS3|Q9VWS3_DROME
OG0009025	XP_030143601.3	tr|Q7K5M6|Q7K5M6_DROME
OG0009026	NP_001186698.1, ACH45430.1	sp|Q9VMV6|SELT_DROME
OG0009027	XP_030126947.1, XP_030128731.1, XP_030128732.1	tr|Q0KI06|Q0KI06_DROME
OG0009028	NP_001232220.1, ACH43702.1	sp|Q9VFR0|BCCIP_DROME
OG0009029	ACH45986.1, ACH45988.1, ACH45987.1, ACH45992.1, ACH45990.1, ACH45991.1	tr|Q9VKR0|Q9VKR0_DROME
OG0009030	XP_030125615.3	tr|Q9VX24|Q9VX24_DROME
OG0009032	XP_030124180.3	tr|Q9W1A3|Q9W1A3_DROME
OG0009033	XP_032602936.1	sp|Q9VQ57|DERL1_DROME
OG0009034	XP_030125081.3, XP_030130627.1, XP_030130628.1	tr|Q9V3F2|Q9V3F2_DROME
OG0009035	XP_030138918.1	tr|Q9VQD1|Q9VQD1_DROME, sp|Q9VLN1|WDR82_DROME
OG0009036	ACH46447.1, NP_001232447.1	tr|Q9VKW8|Q9VKW8_DROME
OG0009037	XP_002188942.5, XP_030123847.3	tr|Q7JVK1|Q7JVK1_DROME
OG0009038	XP_041568068.1, XP_041568069.1	sp|Q9VD26|ZFPL1_DROME
OG0009039	XP_030136502.3, XP_002194867.4	tr|A0A0B4KI55|A0A0B4KI55_DROME
OG0009040	XP_030112822.3, XP_030112821.1	tr|Q9W550|Q9W550_DROME
OG0009042	XP_032606265.2, XP_041574238.1	tr|Q9VLK1|Q9VLK1_DROME
OG0009043	XP_030119424.1	tr|A1Z7Y4|A1Z7Y4_DROME, tr|Q9W1N4|Q9W1N4_DROME
OG0009044	XP_030143389.3, XP_030118898.3, XP_002195353.2	sp|Q24342|FNG_DROME
OG0009045	XP_030143959.3	tr|Q9VPU0|Q9VPU0_DROME
OG0009049	XP_030138876.3, XP_012427954.4	tr|Q9W1H5|Q9W1H5_DROME
OG0009050	XP_030118797.3	tr|Q9W5W7|Q9W5W7_DROME, tr|Q8IPS7|Q8IPS7_DROME
OG0009051	XP_030142689.1	tr|Q7K3W2|Q7K3W2_DROME
OG0009052	XP_002194850.3, XP_041577483.1	sp|P09077|SCR_DROME
OG0009053	XP_002186596.3	sp|Q9VGR7|Y6693_DROME
OG0009055	XP_041575733.1, XP_012433803.4	tr|Q9VXR1|Q9VXR1_DROME
OG0009056	XP_030121693.1, XP_030121692.1	sp|Q9V8K2|EXOC3_DROME
OG0009057	XP_002189432.3, XP_030124529.3	tr|Q7JQI1|Q7JQI1_DROME
OG0009058	XP_012433902.4	tr|Q9W397|Q9W397_DROME
OG0009059	XP_002194102.4, XP_030126557.3, XP_012429126.3	sp|Q8IMZ9|WFS1_DROME
OG0009060	XP_030146341.1	tr|Q9V7W9|Q9V7W9_DROME
OG0009061	XP_002196700.2, XP_030133792.1, XP_030133793.1, XP_030133794.1	sp|P55162|HEM_DROME
OG0009062	XP_030125099.1	sp|Q9VR89|PNO1_DROME
OG0009063	XP_030112918.1	tr|Q0E8V7|Q0E8V7_DROME, sp|Q9VTN3|TIM13_DROME
OG0009064	XP_002190830.3	sp|Q9W256|DPOE4_DROME
OG0009065	XP_041567562.1	sp|Q9VCZ8|PFD5_DROME
OG0009066	XP_030138488.3, XP_030138489.3	tr|Q9VJ08|Q9VJ08_DROME
OG0009067	XP_012427657.3	tr|O46307|O46307_DROME
OG0009068	XP_041567719.1	sp|Q24276|CDC37_DROME
OG0009070	XP_041568320.1, XP_041568319.1, XP_030118049.3	tr|Q0KHZ6|Q0KHZ6_DROME
OG0009071	XP_041576439.1	tr|Q9VGM4|Q9VGM4_DROME
OG0009072	XP_012426448.1, XP_030111584.1	sp|Q9VE17|RU1C_DROME
OG0009074	XP_030111979.1, XP_030120478.1, XP_030120479.1	sp|O61613|NMT_DROME
OG0009076	XP_032605046.1, XP_030131964.1	tr|Q9V3M2|Q9V3M2_DROME
OG0009077	XP_030126333.3	tr|Q9VA79|Q9VA79_DROME
OG0009078	XP_041567594.1, XP_030134938.1	tr|Q9W4W7|Q9W4W7_DROME
OG0009080	XP_002194891.5	tr|Q9VZU1|Q9VZU1_DROME
OG0009081	XP_030118776.1	sp|Q9VMC8|PHF5A_DROME
OG0009090	ACH45278.1, NP_001232637.1, ACH45279.1, ACH45277.1	sp|Q9Y1B2|ORC6_DROME
OG0009092	XP_030113921.3	tr|Q9VJ27|Q9VJ27_DROME
OG0009098	XP_030113642.3, XP_030113643.3	sp|P20483|MPIP_DROME
OG0009110	XP_030135422.3	tr|X2JEM2|X2JEM2_DROME
OG0009136	XP_032605031.2, XP_041572835.1, XP_032605037.1, XP_030131906.1, XP_030131907.1	tr|Q7K5K0|Q7K5K0_DROME
OG0009142	XP_030147622.1, XP_030129993.3, XP_030129992.3	tr|Q9V3E5|Q9V3E5_DROME
OG0009146	XP_030128656.2, XP_030128655.2	tr|Q9VDM7|Q9VDM7_DROME
OG0009168	XP_041568001.1	sp|O97422|B3GI_DROME
OG0009232	XP_030120196.3	sp|Q9VWW0|CREBB_DROME
OG0009240	XP_030122515.3	tr|Q9XZ12|Q9XZ12_DROME
OG0009266	XP_012424150.4, XP_030143826.1	tr|Q9VLG9|Q9VLG9_DROME
OG0009271	XP_030142343.3, XP_002198774.4	sp|P00522|ABL_DROME
OG0009272	XP_041575555.1, XP_041575554.1, XP_002198543.4, XP_030142865.3	tr|Q7JW61|Q7JW61_DROME
OG0009280	XP_030140520.3, XP_041575037.1, XP_041575038.1, XP_012432338.4, XP_030140523.3	tr|Q9VY98|Q9VY98_DROME
OG0009332	XP_030113547.1, XP_030113549.1	sp|Q24451|MAN2_DROME
OG0009359	XP_012427549.1, XP_030122299.1, XP_030122300.1	tr|M9NFM7|M9NFM7_DROME
OG0009384	XP_012427542.1	tr|Q9VR42|Q9VR42_DROME
OG0009397	ACH44183.1, ACH44182.1, NP_001232706.1	sp|P41044|CAB32_DROME
OG0009638	XP_030141101.1, XP_030141100.1	tr|M9PER1|M9PER1_DROME
OG0009643	XP_012424722.4	sp|Q8T3L6|FABD_DROME
OG0009644	XP_030143821.2, XP_002193434.3	tr|Q9VHW4|Q9VHW4_DROME
OG0009645	XP_041568209.1	sp|P35421|PUR4_DROME
OG0009647	XP_030139800.3	tr|Q9VF05|Q9VF05_DROME
OG0009649	XP_002198671.1, XP_041574809.1	tr|Q9VAA6|Q9VAA6_DROME
OG0009650	XP_012433568.4	tr|Q8MLW7|Q8MLW7_DROME
OG0009651	XP_030121186.3, XP_030121188.3, XP_030121187.3	sp|P19538|CI_DROME
OG0009652	XP_041574933.1, XP_032606791.2	tr|Q9VQR8|Q9VQR8_DROME
OG0009653	XP_030129597.1	tr|Q9VSL9|Q9VSL9_DROME
OG0009655	XP_002189617.2, XP_030126791.1, XP_030126792.1, XP_002192445.5	tr|Q7K0L2|Q7K0L2_DROME
OG0009656	XP_030135725.1	tr|Q7JWH5|Q7JWH5_DROME
OG0009657	XP_030143208.3	tr|Q9XZ32|Q9XZ32_DROME
OG0009660	XP_002199537.1, XP_041575426.1	tr|Q9W5X0|Q9W5X0_DROME
OG0009661	XP_030121939.3	tr|A1Z7Q7|A1Z7Q7_DROME
OG0009662	XP_041571154.1	tr|Q9VJG2|Q9VJG2_DROME
OG0009663	XP_030127370.3	tr|A8JNM1|A8JNM1_DROME
OG0009664	XP_041572753.1, XP_030130618.2, XP_041572754.1	sp|Q9W5D4|POMT2_DROME
OG0009667	XP_002190030.4	sp|Q9VW09|LTN1_DROME
OG0009670	ACH46087.1, XP_030126013.3	sp|Q9W1W9|PADC1_DROME
OG0009671	XP_030132052.3	tr|Q9W1F5|Q9W1F5_DROME
OG0009672	XP_002199841.3, XP_002187230.3	sp|Q9VCQ3|VA0D2_DROME, sp|Q9W4P5|VA0D1_DROME
OG0009673	XP_041572935.1	tr|Q9VGN6|Q9VGN6_DROME
OG0009674	XP_030127767.1	sp|Q9VAU9|ZN330_DROME
OG0009675	XP_030140517.3	sp|Q24087|XPF_DROME
OG0009676	XP_030112448.3	tr|A1Z9N7|A1Z9N7_DROME
OG0009677	XP_030140483.1	sp|Q9VAD6|COG7_DROME
OG0009678	XP_030144038.3	sp|Q9W376|NEUFC_DROME
OG0009679	XP_002191699.3	tr|Q9W1E5|Q9W1E5_DROME
OG0009680	XP_012428992.4	tr|Q8IRE3|Q8IRE3_DROME
OG0009681	XP_041567769.1	tr|Q9VTP1|Q9VTP1_DROME
OG0009682	XP_030142173.1	tr|Q9VMI1|Q9VMI1_DROME
OG0009683	XP_041575357.1, XP_030112294.3	tr|Q9VST2|Q9VST2_DROME, tr|Q9VST0|Q9VST0_DROME, tr|Q9U8L5|Q9U8L5_DROME
OG0009684	ACH44458.1, NP_001232243.1	tr|Q9VCH9|Q9VCH9_DROME
OG0009685	XP_030143088.1	sp|Q9VBP9|NPL4_DROME
OG0009686	XP_030137504.2	tr|Q7KUZ9|Q7KUZ9_DROME
OG0009687	XP_041576228.1	sp|Q9VX10|SRX_DROME
OG0009688	XP_030138873.3, XP_012427286.4	sp|Q9Y123|RFT1_DROME
OG0009689	XP_012430697.1	sp|P29503|NEUR_DROME
OG0009690	XP_030142901.1, XP_041575545.1, XP_041575546.1	tr|Q9VT16|Q9VT16_DROME, tr|Q9VT14|Q9VT14_DROME
OG0009691	XP_032605112.2, XP_030132456.3, XP_030132457.3	sp|Q9VW26|OAT_DROME
OG0009694	XP_002197227.1, XP_002188135.2	sp|P08044|SNAI_DROME, sp|P25932|ESCA_DROME
OG0009698	XP_030127896.1, XP_030127894.1, XP_041571947.1, XP_041571946.1	sp|Q9VLP7|MET14_DROME
OG0009699	XP_030129601.3	tr|Q9VKU8|Q9VKU8_DROME, tr|Q9VKV0|Q9VKV0_DROME
OG0009701	NP_001232567.1, ACH44028.1	sp|Q9GYU7|MED10_DROME
OG0009702	XP_012430321.3	tr|A1Z9W2|A1Z9W2_DROME
OG0009704	XP_032602765.2, XP_030121441.3, XP_030121442.3, XP_030121443.3, XP_032602764.2, XP_041570157.1	tr|Q9VSC9|Q9VSC9_DROME
OG0009706	XP_032599854.1	tr|Q8IP73|Q8IP73_DROME
OG0009707	XP_030140576.1	tr|Q7JZ25|Q7JZ25_DROME
OG0009708	XP_041569737.1, XP_041569738.1, XP_041569735.1, XP_041569736.1, XP_030118726.3	tr|Q9VF41|Q9VF41_DROME
OG0009710	XP_030122118.3	tr|Q9VV00|Q9VV00_DROME, tr|Q8IQM9|Q8IQM9_DROME
OG0009713	ACH43694.1, NP_001232203.1	tr|D2A6K3|D2A6K3_DROME, tr|Q9VZK8|Q9VZK8_DROME, tr|Q9Y112|Q9Y112_DROME, tr|Q7JVH6|Q7JVH6_DROME, tr|Q9VTY2|Q9VTY2_DROME
OG0009714	XP_041569672.1	tr|A0A0B4KFQ5|A0A0B4KFQ5_DROME, tr|Q9W4X6|Q9W4X6_DROME
OG0009716	XP_041576706.1, XP_041576707.1	tr|A1Z8C4|A1Z8C4_DROME
OG0009717	XP_032606953.2	tr|Q8IQ05|Q8IQ05_DROME
OG0009718	XP_030132100.3	sp|Q9VYA7|RRP12_DROME
OG0009720	XP_030131752.3, XP_030131753.3	tr|Q9VVC9|Q9VVC9_DROME
OG0009721	XP_041575812.1	tr|Q7K579|Q7K579_DROME
OG0009722	XP_030132290.1, XP_030133012.1, ACH43833.1, NP_001232359.1	sp|Q9VZH1|CF298_DROME
OG0009724	XP_002198093.1, XP_030112663.1	tr|Q9VC19|Q9VC19_DROME
OG0009725	XP_030130033.1	tr|Q7K4Y8|Q7K4Y8_DROME
OG0009726	XP_041575598.1, XP_041575599.1, XP_041575597.1, XP_030142841.1	tr|Q8SXX5|Q8SXX5_DROME
OG0009727	XP_030136518.3	tr|Q9V9T5|Q9V9T5_DROME
OG0009728	XP_030137815.3, XP_030137816.3	sp|Q9VGI8|BLM_DROME
OG0009732	XP_030112048.3	sp|Q9VCX3|RM45_DROME
OG0009733	XP_030137499.3, XP_032606222.2	sp|B7Z0I7|SPN1_DROME
OG0009734	XP_030113590.1	tr|A1Z7P3|A1Z7P3_DROME
OG0009735	XP_030141017.3, XP_030141019.3	sp|Q9VLF6|U585_DROME
OG0009736	XP_030131156.3, XP_030131158.3	tr|Q9VMN3|Q9VMN3_DROME
OG0009738	XP_012429953.4	sp|Q8IPX7|EXOS3_DROME
OG0009739	XP_030139327.1	tr|O18339|O18339_DROME
OG0009740	XP_032603634.2, XP_032603635.2	tr|Q9W097|Q9W097_DROME
OG0009742	XP_002193866.1	sp|Q9V595|DCUP_DROME
OG0009743	XP_030111992.3	tr|A1Z8J9|A1Z8J9_DROME
OG0009744	XP_030113920.3	tr|Q9VL70|Q9VL70_DROME
OG0009745	XP_030124182.1	sp|P10041|DL_DROME
OG0009746	ACH44826.1, ACH44825.1, NP_001296352.1	sp|P40946|ARF6_DROME
OG0009747	XP_041575542.1	sp|Q7KU86|URM1_DROME
OG0009749	NP_001232460.1, ACH44132.1	tr|O76863|O76863_DROME
OG0009750	ACH46334.1, NP_001232315.1, XP_030136798.1, NP_001232251.1, ACH46249.1	tr|Q9W227|Q9W227_DROME
OG0009751	XP_002195690.3	tr|A1ZBX0|A1ZBX0_DROME
OG0009752	XP_030127849.3	tr|Q9VAU5|Q9VAU5_DROME
OG0009753	XP_030138246.1, XP_012426424.1, XP_002197190.1	tr|Q9W327|Q9W327_DROME
OG0009754	XP_030145380.1, XP_030145378.1, XP_030145381.1, XP_030145382.1	sp|P51140|DSH_DROME
OG0009755	XP_030131106.3	sp|P48596|GCH1_DROME
OG0009756	XP_041573266.1	tr|Q9VWF0|Q9VWF0_DROME, tr|Q9VWF3|Q9VWF3_DROME
OG0009758	XP_030137925.3, XP_012426837.4	sp|Q9VUA0|GPTC1_DROME
OG0009759	XP_032599607.2, XP_032599609.1	tr|Q9VD72|Q9VD72_DROME
OG0009761	XP_030138432.3	tr|Q9VIV9|Q9VIV9_DROME, tr|Q9VIV5|Q9VIV5_DROME, tr|Q9VIV6|Q9VIV6_DROME
OG0009762	XP_030146540.1, XP_030146539.1, XP_012424272.1	sp|Q9VKY8|SPS2_DROME, sp|O18373|SPS1_DROME
OG0009763	XP_030126159.3	sp|Q9VFJ3|HTRA2_DROME
