Orthogroup	finch	bombus
OG0006680	XP_004174812.2	XP_012240113.1, XP_033176205.1
OG0006681	XP_030116855.3	XP_033176192.1
OG0006682	ACH45389.1, NP_001232040.1, ACH45388.1	XP_024222821.1, XP_033176191.1
OG0006683	NP_001231842.1, XP_012425854.1	XP_024222816.1, XP_012240090.1, XP_012240088.1, XP_033176172.1, XP_012240089.1
OG0006684	XP_030120319.3, XP_030120321.1	XP_003488767.1, XP_033176156.1
OG0006685	XP_030112716.3	XP_003488703.1, XP_033176075.1, XP_012239837.1
OG0006686	XP_030126297.3	XP_033176035.1, XP_033176036.1, XP_012239731.1, XP_012239730.1, XP_024222615.1
OG0006687	XP_002199077.1, XP_041571920.1	XP_033175957.1, XP_024222505.1, XP_024222506.1, XP_033175958.1, XP_003488473.1
OG0006688	XP_041570400.1, XP_030120780.1	XP_024222269.1, XP_033175808.1, XP_033175804.1, XP_033175805.1, XP_033175806.1
OG0006689	XP_030144036.3, XP_030144037.3	XP_012239194.1, XP_033175802.1, XP_024222267.1, XP_012239191.1, XP_012239190.1, XP_012239192.1
OG0006690	XP_041576137.1, XP_041576136.1, XP_041576135.1	XP_033175779.1
OG0006691	XP_030134266.3, XP_032605477.2, XP_030134267.3, XP_030134268.3	XP_033175754.1, XP_003488116.1
OG0006692	XP_030121295.1, XP_002197752.2, XP_030121296.1, XP_030138002.3	XP_033175667.1, XP_003488012.1
OG0006693	XP_030134773.1, XP_030134774.1, XP_030134772.1, XP_002189199.2	XP_033175519.1, XP_024221840.1, XP_003487706.1
OG0006694	XP_002198060.3	XP_003487760.1, XP_033175514.1
OG0006695	XP_041572695.1, XP_041572694.1, XP_030130483.3, XP_030130482.3	XP_033175394.1, XP_033175392.1, XP_033175393.1
OG0006697	XP_002190671.4	XP_033175298.1
OG0006698	XP_002200152.2, XP_012427547.1, XP_012427546.2	XP_033175124.1, XP_003487158.1
OG0006699	XP_030143592.3	XP_033174815.1, XP_003486710.2
OG0006700	ACH45975.1, NP_001184184.1, sp|B5KFM4.1|SOSSC_TAEGU, ACH46372.1	XP_033174446.1, XP_012250325.1
OG0006702	XP_032600493.2	XP_012249772.1, XP_033180736.1, XP_033180737.1, XP_003485816.1, XP_024228287.1, XP_024228286.1
OG0006703	XP_002188740.1	XP_003485726.1, XP_033180724.1, XP_033180725.1, XP_033180726.1
OG0006705	XP_002187833.4, XP_041573348.1, XP_041573350.1, XP_041573349.1	XP_033180628.1, XP_012249498.1
OG0006706	XP_002194895.4, XP_030141129.3	XP_033180600.1, XP_003485526.1, XP_012249267.1
OG0006707	XP_002188042.3, XP_030146600.1	XP_033179201.1, XP_003485264.1
OG0006709	XP_030137731.3	XP_033175244.1, XP_033175241.1, XP_033175243.1, XP_033175237.1, XP_033175233.1, XP_033175228.1
OG0006710	XP_041570054.1	XP_033174719.1, XP_003484675.1, XP_033174716.1
OG0006711	XP_030134511.3, XP_041573915.1, XP_032605703.2	XP_033180640.1, XP_012249227.1, XP_012249222.1, XP_003484504.1, XP_012249244.1
OG0006712	XP_002193793.5	XP_024227464.1, XP_012248123.1
OG0006713	XP_002187358.4	XP_003493680.1, XP_024227064.1, XP_024227063.1
OG0006714	XP_002195480.4, XP_030143218.1	XP_024226939.1, XP_003493543.1
OG0006715	ACH44190.1, NP_001232716.1	XP_003493345.1, XP_024226737.1
OG0006716	ACH43705.1, NP_001232520.1	XP_003493033.1, XP_024226516.1
OG0006717	XP_041576081.1	XP_003492859.1, XP_012246169.1, XP_024226398.1, XP_012246170.1, XP_024226399.1
OG0006718	XP_030135563.3, XP_041573747.1	XP_024226238.1
OG0006719	XP_030137411.3	XP_012245555.1, XP_024226071.1
OG0006720	XP_041573028.1, XP_012429832.4	XP_003492215.1, XP_024225782.1
OG0006721	XP_004186195.4	XP_024225773.1
OG0006722	XP_032601959.1	XP_012244902.1, XP_024225707.1, XP_012244904.1
OG0006723	XP_030139044.3, XP_041574808.1	XP_003491832.2, XP_024225468.1
OG0006724	XP_041573278.1, XP_030133913.1, XP_030133911.1, XP_030133912.1	XP_024224979.1, XP_003491384.1
OG0006725	XP_002186926.3	XP_003490986.1, XP_024224693.1
OG0006726	XP_041576335.1	XP_024224620.1
OG0006727	XP_030138134.3, XP_030138131.3, XP_030138132.3, XP_030138133.3	XP_024224211.1, XP_012242402.1, XP_024224213.1
OG0006728	XP_030143924.3, XP_012424160.4	XP_024223940.1, XP_012241986.1, XP_024223941.1, XP_012241984.1, XP_012241985.1
OG0006729	XP_030115299.3	XP_012241507.1, XP_024223685.1
OG0006730	XP_030141935.1	XP_012241086.1, XP_012241087.1, XP_024223414.1, XP_024223413.1, XP_024223415.1, XP_003489537.1
OG0006731	XP_004174520.2	XP_024223253.1, XP_003489331.1
OG0006732	XP_030112020.1	XP_024222711.1, XP_003488721.1
OG0006733	XP_002188476.2	XP_024222699.1, XP_024222700.1, XP_003488754.2
OG0006734	XP_030145161.1, XP_030145160.3, XP_041574127.1	XP_024222681.1, XP_003488675.1
OG0006735	XP_041568368.1, XP_041568366.1, XP_041568367.1	XP_024222594.1, XP_012239728.1
OG0006736	XP_002197904.1, XP_032602352.1, XP_030118803.1, XP_030118802.1, XP_030118804.1	XP_012239514.1, XP_024222479.1
OG0006737	XP_030143552.1, XP_030143551.1	XP_003487957.1, XP_024221968.1, XP_012238581.1, XP_003487958.1
OG0006738	XP_030140590.1, XP_012433289.1, XP_030140589.1	XP_012238351.2
OG0006740	XP_002198391.1	XP_024220710.1
OG0006741	XP_004175275.2, XP_041570648.1, XP_030121941.1, XP_030121942.1	XP_003486536.3
OG0006742	XP_030112342.1, XP_030112340.1, XP_030112341.1	XP_003486851.1, XP_012236186.1, XP_024220552.1
OG0006743	XP_041574348.1, XP_041574349.1, XP_030137186.3	XP_024228499.1, XP_003486105.1
OG0006744	XP_002192470.5, XP_030128091.3	XP_024228182.1, XP_024228183.1
OG0006745	XP_041576817.1, XP_032608590.1	XP_003485200.1, XP_024225676.1
OG0006746	XP_041571183.1, XP_030134972.1, XP_002193787.1	XP_024228306.1, XP_012249920.1
OG0006747	XP_030113191.1, XP_041567011.1, XP_030113192.1, XP_012433090.1, XP_030113193.1	XP_003494880.1, XP_012249126.1
OG0006748	XP_030123634.3, XP_002191676.4	XP_012248950.1
OG0006749	XP_041575514.1	XP_012248154.1, XP_003494146.1
OG0006750	XP_002197067.5	XP_012248090.1
OG0006751	XP_012424514.1	XP_003493906.1, XP_012247735.1
OG0006752	XP_030113503.1, XP_030138935.3	XP_012247660.1
OG0006753	XP_032601489.2, XP_032601490.2, XP_032601488.2	XP_012247621.1, XP_003493885.1
OG0006754	XP_041577158.1, XP_041577157.1, XP_041577160.1, XP_041577159.1	XP_012247525.1
OG0006755	XP_030127711.3	XP_012247452.1
OG0006756	ACH43641.1, NP_001232180.1	XP_012247203.1, XP_012247202.1
OG0006757	XP_030136139.3	XP_012246988.1
OG0006758	XP_030130318.3, XP_004174508.3	XP_012246836.1, XP_012246839.1, XP_012246838.1, XP_012246837.1
OG0006760	XP_041573888.1, XP_032605542.2, XP_030134526.3, XP_002188172.4	XP_003494350.1
OG0006761	XP_030120119.3, XP_030120120.3	XP_003494162.1
OG0006762	XP_030144515.3	XP_003494141.1
OG0006763	XP_030147243.3, XP_041577070.1	XP_003493977.1
OG0006764	XP_002199813.4	XP_003493872.1
OG0006765	XP_041575449.1, XP_041575447.1, XP_041575448.1, XP_041575444.1, XP_041575442.1, XP_041575446.1, XP_041575445.1, XP_041575440.1, XP_041575441.1	XP_003493856.1
OG0006766	XP_012425190.2, XP_030127316.1	XP_003493685.1
OG0006767	XP_030121556.1, XP_030121557.3, XP_030121550.3, XP_030121553.3, XP_030121554.3, XP_030121552.3	XP_003493650.1
OG0006768	ACH44357.1, ACH44356.1, NP_001232170.1, ACH44359.1, XP_012424874.1	XP_003493568.1
OG0006769	XP_030130840.1	XP_003493562.1, XP_003493561.1
OG0006770	XP_030145226.3	XP_003493470.1
OG0006771	XP_030145751.1	XP_003493394.1
OG0006772	XP_032602858.1, XP_041570666.1	XP_003493323.1
OG0006773	XP_041574959.1, XP_041567089.1, XP_041567088.1	XP_012246663.1, XP_012246662.1
OG0006774	XP_030130986.3, XP_030130985.1	XP_012246563.1
OG0006775	XP_030133085.3, XP_030133084.3, XP_012430401.4	XP_012246399.1, XP_012246397.1, XP_003493024.1, XP_012246396.1, XP_012246398.1
OG0006777	XP_030140970.3, XP_030140969.3, XP_030140968.3	XP_012245759.1
OG0006778	XP_002193515.3, XP_030127573.3	XP_012245541.1, XP_012245540.1
OG0006779	XP_030123253.3	XP_012245213.1, XP_003492238.1, XP_012245211.1
OG0006780	XP_030124777.1, XP_030124778.1	XP_012245094.1
OG0006781	XP_002192351.1	XP_012245048.1
OG0006782	XP_030136885.3	XP_012245032.1
OG0006783	XP_041574296.1, XP_030136969.1	XP_012244989.1
OG0006784	XP_030121629.3, XP_030121628.3	XP_003491986.1, XP_012244840.1
OG0006785	XP_002189273.1	XP_003491906.1, XP_012244800.1
OG0006786	NP_001232352.1, ACH43825.1	XP_012244678.1, XP_012244679.1
OG0006787	XP_030135261.3, XP_030135265.3, XP_030135260.3, XP_030135263.3, XP_030135262.3, XP_030135264.3, XP_030135266.3, XP_030135267.3, XP_030135269.3, XP_030135268.3, XP_030135272.3, XP_030135271.3, XP_030135273.3	XP_012244327.1, XP_012244328.1
OG0006788	XP_030114889.3	XP_012244135.1
OG0006789	ACH44178.1, NP_001232614.1	XP_012243886.1, XP_012243885.1, XP_003491461.1
OG0006790	XP_030137265.1	XP_012243624.1, XP_012243625.1
OG0006791	ACH45395.1, ACH45393.1, ACH45398.1, ACH45394.1, ACH45392.1, NP_001232682.1, ACH45396.1, ACH45397.1	XP_012243096.1
OG0006792	XP_012429626.1, XP_030130794.1, XP_030130793.1, XP_002200599.1	XP_012242836.1
OG0006794	XP_030140089.1, XP_030126342.3, XP_012429149.3, XP_030131918.2, XP_041572829.1, XP_030131917.1	XP_012242514.1, XP_012242512.1, XP_012242513.1
OG0006795	XP_041572768.1, XP_002200585.4	XP_012242125.1
OG0006796	XP_030113691.1, XP_041567172.1, XP_030113690.1, XP_030113692.1, XP_030113689.3	XP_003490231.1, XP_012242075.1
OG0006797	XP_030120140.3	XP_012242062.1
OG0006798	XP_002192431.1	XP_012241667.1, XP_003489938.1
OG0006799	XP_030135158.3, XP_030135161.3, XP_030135159.3	XP_012241226.1, XP_003489669.1
OG0006800	XP_002196235.2	XP_012241163.1, XP_003489600.1
OG0006801	XP_030131112.3, XP_030131111.3, XP_002200653.3	XP_012240403.1, XP_003489022.1
OG0006802	XP_002200247.1, XP_030119213.1, XP_030119215.1, XP_030119214.1	XP_012240374.1, XP_003489085.1
OG0006803	XP_004174768.1	XP_003488786.2
OG0006804	XP_032603312.2, XP_002196635.3, XP_002200397.3	XP_012239909.1, XP_012239910.1
OG0006805	XP_012429612.2	XP_003488747.1, XP_012239832.1
OG0006806	XP_030128319.1	XP_012239817.1
OG0006807	XP_041567935.1, XP_032600849.2, XP_041567948.1, XP_041567926.1, XP_041567941.1	XP_012239545.1, XP_003488533.1
OG0006808	XP_030141866.1, XP_032604493.2	XP_012239181.1, XP_012239184.1, XP_012239183.1
OG0006809	ACH44936.1, NP_001232707.1, ACH44935.1	XP_012239086.1, XP_003488259.1
OG0006810	XP_004175109.1	XP_012239003.1, XP_003488053.1
OG0006812	XP_032606896.2, XP_041575013.1, XP_032606897.2, XP_032606898.2	XP_012238659.1
OG0006813	XP_041567424.1	XP_003487939.2
OG0006814	XP_030137442.3, XP_030137441.3, XP_030137440.3	XP_003487811.2
OG0006815	XP_030140958.1, XP_041575177.1, XP_030140974.1	XP_012238093.1, XP_012238094.1
OG0006816	XP_012427899.1, XP_030124385.1, XP_030124386.1, XP_030124387.1, XP_030130856.3	XP_012237610.1
OG0006817	XP_030125075.3, XP_041571384.1, XP_041571383.1, XP_041571387.1, XP_041571385.1, XP_041571386.1	XP_003487286.2
OG0006818	XP_030144600.1, XP_041576171.1, XP_004177102.1, XP_030144598.1, XP_032607924.1	XP_012237284.1, XP_003487074.1
OG0006819	XP_030143716.3, XP_030143715.3	XP_012236835.1, XP_012236836.1
OG0006820	NP_001232349.1, ACH46362.1, ACH44372.1	XP_012236361.1
OG0006821	XP_030140651.3, XP_030143162.1	XP_012236268.1
OG0006822	XP_002192741.1	XP_012236216.1, XP_012236215.1
OG0006823	NP_001155282.1, ACH43745.1, ACH43746.1, ACH43744.1	XP_012236176.1
OG0006824	XP_030125096.3, XP_030125095.3	XP_003491411.1
OG0006825	XP_002189033.4	XP_012249851.1, XP_012249852.1
OG0006826	ACH44257.1, ACH46409.1, NP_001232406.1	XP_012249792.1
OG0006827	XP_032600453.2, XP_032600489.2, XP_030114255.3, XP_030114254.3, XP_012432872.4, XP_002186696.4	XP_012249661.1
OG0006828	XP_002190222.1, XP_030140741.1, XP_032606989.1, XP_030140742.1	XP_012249655.1, XP_003485738.1
OG0006829	XP_012426533.1, XP_030138275.1, XP_012426531.1, XP_041574470.1	XP_012249444.1, XP_012249443.1
OG0006830	XP_030143737.1	XP_003485598.1, XP_012249375.1
OG0006831	XP_041570288.1, XP_030120231.3, XP_030120229.3, XP_030120227.3, XP_041570289.1	XP_003485493.2
OG0006832	XP_030145225.3	XP_003485496.1, XP_012249336.1
OG0006833	XP_030139256.1	XP_012249309.1
OG0006834	XP_002195902.4	XP_012246085.1
OG0006835	XP_030112233.1, XP_030120388.3, XP_030120389.3	XP_003485111.1, XP_012244654.1
OG0006836	XP_002196012.1, XP_030114266.1	XP_012242880.1, XP_003485036.1
OG0006837	XP_012426301.4	XP_012241038.1
OG0006838	XP_041571484.1, XP_030126253.1	XP_012236647.1
OG0006839	XP_030113451.1, XP_012432826.1	XP_003488511.1, XP_012248474.1
OG0006840	XP_012424794.4	XP_003493292.1
OG0006841	XP_041566952.1, XP_032600753.1, NP_001232693.1, ACH45405.1, XP_030136795.3	XP_003493198.1
OG0006842	XP_002193139.1, XP_030143459.1	XP_003493040.1
OG0006843	NP_001232530.1, ACH44001.1, XP_012433291.1	XP_003492956.1
OG0006844	NP_001232688.1, ACH44737.1	XP_003492703.1
OG0006845	XP_030146952.3, XP_041576917.1, XP_030146954.3, XP_041576918.1, XP_012426234.3	XP_003492633.1
OG0006846	XP_002186831.1	XP_003492458.1
OG0006847	XP_030121024.1, XP_030121023.1	XP_003492230.1
OG0006848	XP_030134617.3	XP_003492062.1
OG0006849	ACH44576.1, ACH44575.1, ACH44574.1, ACH44577.1, NP_001185658.1	XP_003491853.1
OG0006850	XP_030141169.1, XP_030141168.1, NP_001232219.1, ACH44405.1, XP_030141170.1, XP_002192688.2	XP_003491809.1
OG0006851	ACH45614.1, NP_001232063.1, ACH45615.1, XP_012428931.4	XP_003491762.1
OG0006852	XP_030132386.3	XP_003491725.1
OG0006853	XP_030131029.1, XP_002200635.1	XP_003491665.1
OG0006854	XP_032601624.2	XP_003491458.1
OG0006855	ACH45248.1, ACH45252.1, NP_001184232.1, ACH45247.1, ACH45249.1, ACH45251.1, ACH45253.1, ACH45246.1, ACH45250.1	XP_003491394.1
OG0006856	XP_002186952.1, XP_002195991.1	XP_003491302.1, XP_003491303.1
OG0006857	XP_030131817.3, XP_030131816.3, XP_030131815.3, XP_002194173.4, XP_030131818.3	XP_003491194.1
OG0006858	XP_030118020.3	XP_003490988.1
OG0006859	XP_030113201.1, XP_030113202.1, XP_030113200.1, XP_030113199.1, XP_032600491.2, XP_032600492.2	XP_003490925.1
OG0006860	XP_002191913.1, XP_030135274.1	XP_003490901.1
OG0006861	XP_030141863.3, XP_030141864.3, XP_030141865.3, XP_012433591.4	XP_003490361.1
OG0006862	XP_002188496.4	XP_003490183.1
OG0006864	XP_002193400.5, XP_030137719.3, XP_030137720.3, XP_030137722.3, NP_001232327.1, ACH46347.1	XP_003490104.1
OG0006865	XP_030135904.3, XP_030135907.3, XP_030135905.3, XP_030135906.3	XP_003489904.1
OG0006866	XP_030146966.1	XP_003489590.1
OG0006867	XP_030143593.3, XP_030143613.3, XP_030143615.3, XP_032607613.2, XP_030143618.3, XP_032607611.2, XP_030143600.3	XP_003489482.1
OG0006868	XP_030123501.3, XP_030123502.3, XP_030123500.3, XP_030123503.3	XP_003489434.1
OG0006869	XP_002188497.3	XP_003489411.1
OG0006870	XP_030145156.3	XP_003489286.1
OG0006871	ACH44454.1, ACH44455.1, NP_001232241.1	XP_003489177.1
OG0006872	XP_012426127.4, XP_002198510.4	XP_003489097.1
OG0006873	ACH44555.1, NP_001232301.1, ACH44556.1	XP_003488766.1
OG0006874	XP_012427254.3, NP_001232057.1, ACH43635.1	XP_003488645.1
OG0006875	XP_030124951.3	XP_003488613.1
OG0006876	XP_030124862.3, XP_030124863.3	XP_003488575.1
OG0006877	XP_041569628.1, XP_030119426.1, XP_030119428.1	XP_003488356.1
OG0006878	XP_030138414.3, XP_041574546.1	XP_003488140.1
OG0006879	ACH43888.1, NP_001232413.1	XP_003488107.1
OG0006880	ACH44248.1, NP_001232630.1	XP_003488001.1
OG0006881	NP_001230664.1, XP_030112373.1, NP_001230663.2	XP_003487661.1
OG0006882	XP_030144180.1	XP_003487507.1
OG0006883	XP_002198845.3	XP_003487506.1
OG0006884	ACH45245.1, NP_001232619.1	XP_003487475.1
OG0006885	XP_041576540.1, XP_041576539.1	XP_003487352.1
OG0006886	XP_030123203.3, XP_002195674.4	XP_003487343.1
OG0006887	ACH43900.1, NP_001232549.1	XP_003487130.1
OG0006888	XP_030122361.1, XP_030122359.1, XP_030122362.1, XP_030122363.1, XP_030122364.1, XP_030122360.1	XP_003486979.1
OG0006889	NP_001232248.1, ACH44464.1, ACH44465.1	XP_003486958.1
OG0006890	XP_041574170.1, XP_032605950.2, XP_030136963.3	XP_003486694.1
OG0006891	XP_030117520.1	XP_003486657.1
OG0006892	XP_041570958.1, XP_041570957.1, XP_030125953.1	XP_003486622.1
OG0006893	XP_002199589.1	XP_003486446.1
OG0006894	XP_030141346.1	XP_003486417.1
OG0006895	XP_030138444.3, XP_041574524.1, XP_041574523.1, XP_041574525.1, XP_030138445.3	XP_003486316.1
OG0006896	XP_002193777.3, XP_030124950.3	XP_003485997.1
OG0006897	XP_030147478.1, XP_041575941.1	XP_003485914.1
OG0006898	XP_030139293.1, XP_030139294.1	XP_003485760.1
OG0006899	XP_032601204.2	XP_003485758.1
OG0006900	XP_002189603.1, XP_030128028.1	XP_003485654.1
OG0006901	XP_012429310.4, XP_041572512.1, XP_030129982.3, XP_030129983.3	XP_003485495.1
OG0006903	XP_012430484.4	XP_003485298.1
OG0006904	NP_001232454.1, ACH43724.1	XP_003485099.1
OG0006905	XP_030140433.1, XP_012431960.2	XP_003485078.1
OG0006906	XP_002189954.3	XP_003484941.1
OG0006907	XP_002189736.2, XP_002190449.4	XP_003484868.1
OG0006908	XP_030143173.1	XP_003484729.1
OG0006910	ACH43891.1, NP_001232419.1	XP_003484606.1
OG0006911	XP_030144176.3, XP_030144177.3, XP_030144175.3, XP_032607671.2, XP_041575924.1, XP_041575923.1	XP_003484589.1
OG0006912	XP_002200522.1	XP_003484434.1
OG0007250	XP_002191992.4	AAV67326.1, NP_001267052.1, XP_003494923.1, AAS55406.1, XP_012237085.1, AAO41019.1, XP_012237087.1, AAS55402.1
OG0007251	XP_030131154.3	XP_012249027.1, XP_012249026.1, XP_033180434.1, XP_033180435.1
OG0007255	BAU80814.1, XP_041572553.1, XP_030130007.3	XP_024227479.1, XP_003494483.3
OG0007257	XP_030139109.1, XP_030139108.1, XP_030139111.1, XP_030139110.1, XP_012427094.2	XP_003493870.1, XP_033179809.1
OG0007258	NP_001232768.1, ACH45567.1, XP_041576083.1	XP_033179751.1, XP_024227084.1, XP_003493705.1
OG0007259	XP_030124723.3	XP_033179579.1, XP_012247085.1, XP_003493495.1, XP_033179580.1, XP_024226892.1, XP_033179578.1
OG0007260	XP_002198719.3	XP_024226881.1, XP_012247073.1, XP_033179571.1, XP_033179572.1, XP_024226880.1
OG0007261	XP_012425845.3, XP_030138561.3, XP_030138563.3	XP_033179526.1
OG0007262	XP_032607597.1	XP_033179501.1, XP_024226738.1
OG0007263	XP_030138303.3, XP_032606373.2	XP_012246324.1, XP_033179202.1
OG0007264	XP_030138154.3	XP_033179189.1, XP_003492911.1, XP_033179190.1
OG0007265	ACH44191.1, NP_001232720.1	XP_033179168.1, XP_012246276.1, XP_033179167.1, XP_012246277.1, XP_012246275.1
OG0007266	XP_030118482.1	XP_033179053.1, XP_012245964.1
OG0007267	XP_030121665.3	XP_033178798.1
OG0007268	XP_030128335.3, XP_030132778.3	XP_033178750.1
OG0007269	XP_030122658.3, XP_030122660.3, XP_030137926.3	XP_033178531.1, XP_024225706.1, XP_012244901.1, XP_012244900.1
OG0007270	XP_041569707.1, XP_041569709.1, XP_041569711.1, XP_041569710.1, XP_041569712.1, XP_041569708.1	XP_033178467.1
OG0007271	ACH46258.1, NP_001232265.1	XP_033178464.1, XP_012244940.1, XP_012244939.1
OG0007272	XP_030125117.1, XP_030125116.1	XP_033178459.1, XP_033178457.1, XP_033178458.1, XP_033178460.1
OG0007273	XP_030130581.3, XP_030130582.3, XP_030130583.3, XP_004175172.4, XP_030124963.3, XP_030124964.3	XP_033178415.1, XP_003492008.1
OG0007274	XP_032608783.2	XP_033178380.1, XP_033178381.1
OG0007276	XP_041573889.1, XP_002188173.5	XP_033178196.1, XP_012244425.1, XP_012244424.1
OG0007278	XP_041571334.1, XP_041571333.1	XP_003491224.1, XP_033177807.1, XP_003491225.1, XP_033177806.1
OG0007279	XP_030114546.3, XP_002196036.4	XP_012243332.1, XP_033177664.1
OG0007280	XP_002194670.2, XP_030139690.1	XP_033177341.1
OG0007281	XP_002196686.3, XP_041571828.1	XP_033177217.1, XP_033177216.1, XP_003490344.1, XP_033177218.1
OG0007282	XP_041574920.1, XP_030140051.3, XP_030140049.3, XP_030140050.3, XP_030140046.3, XP_030140045.3, XP_030140044.3, XP_032606696.2	XP_033177209.1, XP_012242173.1, XP_003490352.1
OG0007283	XP_030127871.3	XP_012242288.1, XP_033177179.1, XP_024224077.1
OG0007284	XP_032606711.1	XP_003490228.1, XP_033177093.1
OG0007285	XP_030115344.3, XP_002189287.3	XP_033177048.1, XP_024223858.1, XP_024223857.1, XP_024223856.1, XP_003490140.1
OG0007286	XP_041571221.1	XP_024223933.1, XP_033176998.1, XP_012241887.1
OG0007287	XP_041568924.1, XP_041568925.1, XP_041568926.1	XP_033176994.1, XP_024223934.1
OG0007288	XP_030119283.1, XP_030119282.1	XP_033176897.1, XP_024223768.1
OG0007289	XP_012430170.1, XP_030132459.1	XP_024223788.1, XP_024223787.1, XP_003489996.1, XP_033176868.1
OG0007290	XP_030129093.3	XP_033176840.1
OG0007291	XP_030124481.1, XP_012427875.1, XP_030124483.1	XP_033176834.1, XP_033176835.1, XP_003489942.1
OG0007292	XP_030139726.3, XP_041570843.1, XP_030122400.3	XP_024223609.1, XP_033176753.1, XP_003489767.1, XP_033176752.1, XP_024223608.1
OG0007293	XP_030121015.3, XP_041570000.1, XP_030121009.3, XP_030121019.1	XP_033176710.1, XP_012241377.1
OG0007294	XP_030133034.1, XP_002198504.1	XP_003489725.1, XP_033176708.1
OG0007295	XP_002195836.4, XP_012429523.4, XP_030129440.3	XP_003489651.3
OG0007296	XP_002191472.1	XP_033176559.1
OG0007297	XP_041576467.1, XP_041576468.1, XP_032608352.2	XP_003489278.3, XP_033176433.1, XP_012241655.1, XP_024223727.1, XP_024223729.1
OG0007298	XP_012427672.3	XP_033176393.1, XP_024223145.1
OG0007300	XP_032601491.2, XP_032601492.2	XP_024222839.1, XP_033176181.1, XP_024222840.1
OG0007301	XP_002194437.4, XP_030138687.1, XP_030119043.3	XP_012239554.1, XP_033175987.1, XP_003488522.1, XP_033175988.1
OG0007302	XP_030125909.3	XP_033175962.1, XP_033175963.1, XP_024222516.1
OG0007303	XP_030138241.3, XP_030138234.3, XP_030138248.3	XP_033175876.1, XP_033175877.1, XP_003488387.2
OG0007304	XP_041570066.1, XP_041570065.1	XP_033175857.1, XP_003488216.1
OG0007305	XP_002189928.4	XP_033175578.1
OG0007306	XP_012424298.1, XP_002192873.1	XP_033175170.1, XP_012237594.1, XP_012237593.1
OG0007307	XP_030142667.1, XP_002198127.1	XP_003487221.1, XP_033175132.1, XP_024221357.1
OG0007308	ACH44367.1, XP_041569463.1, ACH44366.1, NP_001232186.1	XP_033175079.1, XP_024221290.1, XP_003487119.1, XP_033175078.1
OG0007309	XP_041572837.1	XP_024221137.2
OG0007310	XP_030137292.3	XP_003487020.1, XP_033174971.1, XP_012237050.1, XP_033174970.1
OG0007311	ACH43933.1, ACH43934.1, NP_001232458.1	XP_033174957.1, XP_033174956.1, XP_033174959.1, XP_012237161.1, XP_012237160.1, XP_024221176.1
OG0007313	XP_041572874.1, XP_041572873.1, XP_030146028.1	XP_012236985.1, XP_012236986.1, XP_033174887.1
OG0007314	XP_030138194.1, XP_030138193.1	XP_033174788.1, XP_012236678.1, XP_033174789.1, XP_024220832.1
OG0007315	XP_002195971.4, XP_041573031.1	XP_024220735.2, XP_024220734.2
OG0007317	NP_001232487.1, ACH43963.1	XP_033174291.1, XP_003486000.1
OG0007318	XP_041570815.1	XP_033174273.1
OG0007319	XP_012424679.4, XP_002192096.5	XP_012249993.1, XP_012249994.1, XP_033174260.1
OG0007320	XP_002200443.5	XP_024228435.1, XP_012249890.1, XP_033174243.1
OG0007321	XP_041567286.1, XP_002189052.3	XP_033180829.1
OG0007322	XP_012428406.1	XP_024228329.1, XP_012249642.1, XP_012249643.1, XP_024228328.1, XP_033180780.1
OG0007323	XP_002199361.4	XP_033180719.1
OG0007324	XP_030121396.1	XP_033180642.1, XP_012249373.1, XP_024228144.2
OG0007325	ACH43740.1, NP_001232289.1	XP_033180047.1, XP_012248257.1, XP_033180052.1
OG0007326	ACH44040.1, NP_001232587.1	XP_033180034.1, XP_012248220.1
OG0007327	ACH43715.1, NP_001232523.1, XP_012430746.1	XP_033179035.1
OG0007328	XP_030133194.3, XP_030133193.3	XP_033178371.1, XP_003485185.2
OG0007329	XP_002188153.3, XP_041567541.1	XP_033177841.1, XP_024224865.1
OG0007330	XP_002194328.1, XP_032600379.1, XP_041567388.1, XP_030114585.1, XP_030114583.1, XP_041567387.1	XP_033176974.1, XP_003484969.1
OG0007332	XP_002192015.6	XP_033176419.1, XP_033176422.1, XP_033176428.1, XP_024222366.1, XP_033176427.1, XP_033176430.1, XP_033176424.1
OG0007333	XP_041573111.1, XP_030132065.1, XP_030132063.1, XP_030132064.1	XP_012239692.1, XP_033175749.1
OG0007334	XP_002192889.5	XP_033175640.1
OG0007335	XP_002187756.1	XP_024227887.1
OG0007336	XP_002195389.2	XP_024227687.1, XP_012248507.1, XP_012248509.1
OG0007338	XP_012429529.4, XP_002200634.4	XP_024227299.1, XP_012247828.1, XP_024227297.1, XP_024227296.1
OG0007339	XP_030123491.1, XP_030123492.1	XP_024227129.1, XP_003493729.1
OG0007340	XP_002197341.1	XP_024227026.1
OG0007341	XP_030129494.1	XP_024226953.1
OG0007342	XP_012424605.1	XP_024226894.1, XP_012247088.1, XP_003493493.1, XP_012247089.1
OG0007343	XP_032606594.2, XP_012427340.4, XP_030139187.3, XP_032606592.2	XP_024226883.1
OG0007344	XP_030123937.3, XP_002196050.4	XP_024226019.1, XP_003492408.1
OG0007345	NP_001232537.1, ACH45040.1, ACH45041.1	XP_024225789.1
OG0007346	XP_030121398.3	XP_003492020.1, XP_024225743.1
OG0007347	XP_030122579.3, XP_012427567.4, XP_030122578.3, XP_030122577.3, XP_030122575.3, XP_030122576.3	XP_024225711.1
