Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,acute/chronic,housing,region,sex,source_name
SRR11246814,RNA-Seq,100,866037800,PRJNA610626,SAMN14307511,388521476,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857231,GSM4386495,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386495,SRP251749,A,G,Nac,male,Brain
SRR11246879,RNA-Seq,100,1264776900,PRJNA610626,SAMN14307466,567682406,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857262,GSM4386518,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386518,SRP251749,A,G,Nac,female,Brain
SRR11246880,RNA-Seq,100,1284061000,PRJNA610626,SAMN14307466,586426292,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857262,GSM4386518,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386518,SRP251749,A,G,Nac,female,Brain
SRR11246881,RNA-Seq,100,1279759400,PRJNA610626,SAMN14307466,591037286,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857262,GSM4386518,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386518,SRP251749,A,G,Nac,female,Brain
SRR11246885,RNA-Seq,100,967454800,PRJNA610626,SAMN14307464,422955209,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857264,GSM4386520,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386520,SRP251749,A,G,Nac,male,Brain
SRR11246886,RNA-Seq,100,990333200,PRJNA610626,SAMN14307464,439492988,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857264,GSM4386520,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386520,SRP251749,A,G,Nac,male,Brain
SRR11246887,RNA-Seq,100,988673300,PRJNA610626,SAMN14307464,439086849,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857264,GSM4386520,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386520,SRP251749,A,G,Nac,male,Brain
SRR11246909,RNA-Seq,100,1095193600,PRJNA610626,SAMN14307456,473803819,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857272,GSM4386528,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386528,SRP251749,A,G,Nac,female,Brain
SRR11246910,RNA-Seq,100,1137340000,PRJNA610626,SAMN14307456,495692712,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857272,GSM4386528,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386528,SRP251749,A,G,Nac,female,Brain
SRR11246911,RNA-Seq,100,1126094900,PRJNA610626,SAMN14307456,490117215,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857272,GSM4386528,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386528,SRP251749,A,G,Nac,female,Brain
SRR11246912,RNA-Seq,100,949333400,PRJNA610626,SAMN14307455,410477070,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857273,GSM4386529,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386529,SRP251749,A,G,Nac,female,Brain
SRR11246913,RNA-Seq,100,984742700,PRJNA610626,SAMN14307455,428894224,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857273,GSM4386529,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386529,SRP251749,A,G,Nac,female,Brain
SRR11246914,RNA-Seq,100,973700900,PRJNA610626,SAMN14307455,423561135,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857273,GSM4386529,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386529,SRP251749,A,G,Nac,female,Brain
SRR11246915,RNA-Seq,100,1290799500,PRJNA610626,SAMN14307454,569799945,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857274,GSM4386530,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386530,SRP251749,A,G,Nac,female,Brain
SRR11246916,RNA-Seq,100,1306814400,PRJNA610626,SAMN14307454,586073669,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857274,GSM4386530,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386530,SRP251749,A,G,Nac,female,Brain
SRR11246917,RNA-Seq,100,1296183900,PRJNA610626,SAMN14307454,578386287,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857274,GSM4386530,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386530,SRP251749,A,G,Nac,female,Brain
SRR11246918,RNA-Seq,100,944125000,PRJNA610626,SAMN14307502,414036841,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857275,GSM4386531,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386531,SRP251749,A,G,Nac,male,Brain
SRR11246919,RNA-Seq,100,979682600,PRJNA610626,SAMN14307502,444354464,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857275,GSM4386531,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386531,SRP251749,A,G,Nac,male,Brain
SRR11246920,RNA-Seq,100,982824600,PRJNA610626,SAMN14307502,442069464,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857275,GSM4386531,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386531,SRP251749,A,G,Nac,male,Brain
SRR11246921,RNA-Seq,100,1002644400,PRJNA610626,SAMN14307501,438023746,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857276,GSM4386532,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386532,SRP251749,A,G,Nac,male,Brain
SRR11246922,RNA-Seq,100,1021259500,PRJNA610626,SAMN14307501,454967718,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857276,GSM4386532,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386532,SRP251749,A,G,Nac,male,Brain
SRR11246923,RNA-Seq,100,1020978400,PRJNA610626,SAMN14307501,454388263,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857276,GSM4386532,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386532,SRP251749,A,G,Nac,male,Brain
SRR11245832,RNA-Seq,100,929426500,PRJNA610626,SAMN14307728,394434584,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857320,GSM4386576,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386576,SRP251749,CHR,SI,Nac,male,Brain
SRR11245833,RNA-Seq,100,1114967200,PRJNA610626,SAMN14307727,504004384,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857321,GSM4386577,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386577,SRP251749,CHR,SI,Nac,male,Brain
SRR11245834,RNA-Seq,100,1119250900,PRJNA610626,SAMN14307727,501399325,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857321,GSM4386577,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386577,SRP251749,CHR,SI,Nac,male,Brain
SRR11245835,RNA-Seq,100,1070551400,PRJNA610626,SAMN14307727,467352165,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857321,GSM4386577,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386577,SRP251749,CHR,SI,Nac,male,Brain
SRR11247003,RNA-Seq,100,735844600,PRJNA610626,SAMN14307413,320351613,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857305,GSM4386561,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386561,SRP251749,CHR,SI,Nac,female,Brain
SRR11247004,RNA-Seq,100,746653600,PRJNA610626,SAMN14307413,340109869,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857305,GSM4386561,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386561,SRP251749,CHR,SI,Nac,female,Brain
SRR11247005,RNA-Seq,100,737934600,PRJNA610626,SAMN14307413,334585778,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857305,GSM4386561,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386561,SRP251749,CHR,SI,Nac,female,Brain
SRR11247006,RNA-Seq,100,842644900,PRJNA610626,SAMN14307740,367868619,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857306,GSM4386562,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386562,SRP251749,CHR,SI,Nac,female,Brain
SRR11247007,RNA-Seq,100,875288400,PRJNA610626,SAMN14307740,395450798,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857306,GSM4386562,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386562,SRP251749,CHR,SI,Nac,female,Brain
SRR11247008,RNA-Seq,100,877921800,PRJNA610626,SAMN14307740,393108196,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857306,GSM4386562,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386562,SRP251749,CHR,SI,Nac,female,Brain
SRR11247009,RNA-Seq,100,942390800,PRJNA610626,SAMN14307739,412458456,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857307,GSM4386563,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386563,SRP251749,CHR,SI,Nac,female,Brain
SRR11247010,RNA-Seq,100,990553400,PRJNA610626,SAMN14307739,445421417,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857307,GSM4386563,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386563,SRP251749,CHR,SI,Nac,female,Brain
SRR11247011,RNA-Seq,100,974801800,PRJNA610626,SAMN14307739,436743473,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857307,GSM4386563,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386563,SRP251749,CHR,SI,Nac,female,Brain
SRR11247012,RNA-Seq,100,976400500,PRJNA610626,SAMN14307415,419807970,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857308,GSM4386564,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386564,SRP251749,CHR,SI,Nac,female,Brain
SRR11247013,RNA-Seq,100,1052867300,PRJNA610626,SAMN14307415,463497505,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857308,GSM4386564,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386564,SRP251749,CHR,SI,Nac,female,Brain
SRR11247014,RNA-Seq,100,1053035200,PRJNA610626,SAMN14307415,462566479,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857308,GSM4386564,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386564,SRP251749,CHR,SI,Nac,female,Brain
SRR11247015,RNA-Seq,100,1022494300,PRJNA610626,SAMN14307414,451076524,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857309,GSM4386565,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386565,SRP251749,CHR,SI,Nac,female,Brain
SRR11247016,RNA-Seq,100,1018064300,PRJNA610626,SAMN14307414,448727345,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857309,GSM4386565,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386565,SRP251749,CHR,SI,Nac,female,Brain
SRR11247017,RNA-Seq,100,1090545900,PRJNA610626,SAMN14307738,477828700,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857310,GSM4386566,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386566,SRP251749,CHR,SI,Nac,male,Brain
SRR11247018,RNA-Seq,100,1110418300,PRJNA610626,SAMN14307738,496373578,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857310,GSM4386566,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386566,SRP251749,CHR,SI,Nac,male,Brain
SRR11247019,RNA-Seq,100,1109320200,PRJNA610626,SAMN14307738,495308329,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857310,GSM4386566,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386566,SRP251749,CHR,SI,Nac,male,Brain
SRR11247020,RNA-Seq,100,1050718400,PRJNA610626,SAMN14307737,456426906,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857311,GSM4386567,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386567,SRP251749,CHR,SI,Nac,male,Brain
SRR11247021,RNA-Seq,100,1128494600,PRJNA610626,SAMN14307737,501638323,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857311,GSM4386567,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386567,SRP251749,CHR,SI,Nac,male,Brain
SRR11247022,RNA-Seq,100,1129371500,PRJNA610626,SAMN14307737,500956233,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857311,GSM4386567,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386567,SRP251749,CHR,SI,Nac,male,Brain
SRR11247023,RNA-Seq,100,911841000,PRJNA610626,SAMN14307736,402533855,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857312,GSM4386568,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386568,SRP251749,CHR,SI,Nac,male,Brain
SRR11247024,RNA-Seq,100,923588600,PRJNA610626,SAMN14307736,426421630,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857312,GSM4386568,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386568,SRP251749,CHR,SI,Nac,male,Brain
SRR11247025,RNA-Seq,100,912236200,PRJNA610626,SAMN14307736,419307807,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857312,GSM4386568,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386568,SRP251749,CHR,SI,Nac,male,Brain
SRR11247026,RNA-Seq,100,904229700,PRJNA610626,SAMN14307735,384229987,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857313,GSM4386569,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386569,SRP251749,CHR,SI,Nac,male,Brain
SRR11247027,RNA-Seq,100,923434400,PRJNA610626,SAMN14307735,395477738,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857313,GSM4386569,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386569,SRP251749,CHR,SI,Nac,male,Brain
SRR11247028,RNA-Seq,100,916673800,PRJNA610626,SAMN14307735,394753870,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857313,GSM4386569,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386569,SRP251749,CHR,SI,Nac,male,Brain
SRR11247029,RNA-Seq,100,1008042900,PRJNA610626,SAMN14307734,443554757,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857314,GSM4386570,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386570,SRP251749,CHR,SI,Nac,male,Brain
SRR11247030,RNA-Seq,100,1028626400,PRJNA610626,SAMN14307734,451856772,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857314,GSM4386570,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386570,SRP251749,CHR,SI,Nac,male,Brain
SRR11247034,RNA-Seq,100,693537900,PRJNA610626,SAMN14307732,293066488,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857316,GSM4386572,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386572,SRP251749,CHR,SI,Nac,female,Brain
SRR11247035,RNA-Seq,100,688681600,PRJNA610626,SAMN14307732,290060733,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857316,GSM4386572,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386572,SRP251749,CHR,SI,Nac,female,Brain
SRR11247036,RNA-Seq,100,703841100,PRJNA610626,SAMN14307732,298595382,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857316,GSM4386572,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386572,SRP251749,CHR,SI,Nac,female,Brain
SRR11247037,RNA-Seq,100,1020635900,PRJNA610626,SAMN14307731,454140049,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857317,GSM4386573,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386573,SRP251749,CHR,SI,Nac,male,Brain
SRR11247038,RNA-Seq,100,1031950400,PRJNA610626,SAMN14307731,466613036,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857317,GSM4386573,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386573,SRP251749,CHR,SI,Nac,male,Brain
SRR11247039,RNA-Seq,100,1023555800,PRJNA610626,SAMN14307731,460413406,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857317,GSM4386573,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386573,SRP251749,CHR,SI,Nac,male,Brain
SRR11247046,RNA-Seq,100,926927900,PRJNA610626,SAMN14307728,396890782,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857320,GSM4386576,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386576,SRP251749,CHR,SI,Nac,male,Brain
SRR11247047,RNA-Seq,100,931554500,PRJNA610626,SAMN14307728,399101814,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857320,GSM4386576,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386576,SRP251749,CHR,SI,Nac,male,Brain
SRR11246757,RNA-Seq,100,991315700,PRJNA610626,SAMN14307532,423335057,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857195,GSM4386475,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386475,SRP251749,A,SI,Nac,female,Brain
SRR11246758,RNA-Seq,100,996777300,PRJNA610626,SAMN14307532,428156485,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857195,GSM4386475,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386475,SRP251749,A,SI,Nac,female,Brain
SRR11246759,RNA-Seq,100,993988500,PRJNA610626,SAMN14307532,427800582,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857195,GSM4386475,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386475,SRP251749,A,SI,Nac,female,Brain
SRR11246760,RNA-Seq,100,1160299500,PRJNA610626,SAMN14307530,506509907,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857196,GSM4386476,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386476,SRP251749,A,SI,Nac,female,Brain
SRR11246761,RNA-Seq,100,1181013000,PRJNA610626,SAMN14307530,525763722,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857196,GSM4386476,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386476,SRP251749,A,SI,Nac,female,Brain
SRR11246762,RNA-Seq,100,1181535000,PRJNA610626,SAMN14307530,525482309,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX7857196,GSM4386476,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386476,SRP251749,A,SI,Nac,female,Brain
SRR11246763,RNA-Seq,100,1048622400,PRJNA610626,SAMN14307529,458462343,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857197,GSM4386477,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386477,SRP251749,A,SI,Nac,female,Brain
SRR11246764,RNA-Seq,100,1066548400,PRJNA610626,SAMN14307529,464833581,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857197,GSM4386477,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386477,SRP251749,A,SI,Nac,female,Brain
SRR11246765,RNA-Seq,100,965750300,PRJNA610626,SAMN14307528,420291349,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857198,GSM4386478,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386478,SRP251749,A,SI,Nac,male,Brain
SRR11246766,RNA-Seq,100,976520500,PRJNA610626,SAMN14307528,443410925,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857198,GSM4386478,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386478,SRP251749,A,SI,Nac,male,Brain
SRR11246767,RNA-Seq,100,941117100,PRJNA610626,SAMN14307527,410744565,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857199,GSM4386479,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386479,SRP251749,A,SI,Nac,male,Brain
